Sub	Date	Press	Trial	ItemPressed	CorrectItem	Progress	PressAccuracy	TrialAccuracy	RT	SessionTime	TotalTime	ListNum	ListPics	ItemsInList	NumLists	CorrectionProcedure	ex1	ex2	ex3	ListType	PortPressed	CorrectPort	PicturePressed	Chamber	TrialsPerSession	TO	ITI	Label	Ports Used
Coltrane	2012.03.12	1	1	B	A	B	0	0	1.816667	3.733333	06:02	1	20525 20527 20529 20531	4	1	off	-	-	-	-	3	9	sc.20525	Chamber 1	40	4	2	-	9	3	8	4	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.12	2	2	C	A	C	0	0	1.766667	17.15	06:02	1	20525 20527 20529 20531	4	1	off	-	-	-	-	12	11	sc.20525	Chamber 1	40	4	2	-	11	5	12	7	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.12	3	3	D	A	D	0	0	1.85	26.93333	06:02	1	20525 20527 20529 20531	4	1	off	-	-	-	-	13	12	sc.20525	Chamber 1	40	4	2	-	12	10	8	13	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.12	4	4	A	A	-	1	bl	1.65	36.16667	06:02	1	20525 20527 20529 20531	4	1	off	-	-	-	-	0	0	sc.20525	Chamber 1	40	4	2	-	0	13	1	5	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.12	5	4	B	B	-	1	bl	2.45	38.6	06:02	1	20525 20527 20529 20531	4	1	off	-	-	-	-	13	13	sc.20527	Chamber 1	40	4	2	-	0	13	1	5	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.12	6	4	C	C	-	1	bl	0.85	39.45	06:02	1	20525 20527 20529 20531	4	1	off	-	-	-	-	1	1	sc.20529	Chamber 1	40	4	2	-	0	13	1	5	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.12	7	4	D	D	ABCD	1	1	0.7333333	40.18333	06:02	1	20525 20527 20529 20531	4	1	off	-	-	-	-	5	5	sc.20531	Chamber 1	40	4	2	-	0	13	1	5	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.12	8	5	A	A	-	1	bl	2.966667	47.45	06:02	1	20525 20527 20529 20531	4	1	off	-	-	-	-	14	14	sc.20525	Chamber 1	40	4	2	-	14	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.12	9	5	D	B	AD	0	0	1.466667	48.91667	06:02	1	20525 20527 20529 20531	4	1	off	-	-	-	-	11	10	sc.20527	Chamber 1	40	4	2	-	14	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.12	10	6	A	A	-	1	bl	2.383333	59	06:02	1	20525 20527 20529 20531	4	1	off	-	-	-	-	13	13	sc.20525	Chamber 1	40	4	2	-	13	8	4	14	0	0	0	0	0	0	0	0	0	0	0	0	
