Sub	Date	Press	Trial	ItemPressed	CorrectItem	Progress	PressAccuracy	TrialAccuracy	RT	SessionTime	TotalTime	ListNum	ListPics	ItemsInList	NumLists	CorrectionProcedure	ex1	ex2	ex3	ListType	PortPressed	CorrectPort	PicturePressed	Chamber	TrialsPerSession	TO	ITI	Label	Ports Used
Coltrane	2012.03.01	1	1	D	A	D	0	0	1.783333	3.483333	06:25	1	20476 20478 20480 20482	4	1	off	-	-	-	-	1	9	sc.20476	Chamber 1	40	4	2	-	9	15	8	1	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.01	2	2	B	A	B	0	0	1.666667	20.36667	06:25	1	20476 20478 20480 20482	4	1	off	-	-	-	-	12	0	sc.20476	Chamber 1	40	4	2	-	0	12	8	5	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.01	3	3	A	A	-	1	bl	1.133333	28.2	06:25	1	20476 20478 20480 20482	4	1	off	-	-	-	-	3	3	sc.20476	Chamber 1	40	4	2	-	3	12	13	10	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.01	4	3	C	B	AC	0	0	1.933333	30.13333	06:25	1	20476 20478 20480 20482	4	1	off	-	-	-	-	13	12	sc.20478	Chamber 1	40	4	2	-	3	12	13	10	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.01	5	4	A	A	-	1	bl	1.566667	38.68333	06:25	1	20476 20478 20480 20482	4	1	off	-	-	-	-	10	10	sc.20476	Chamber 1	40	4	2	-	10	9	13	8	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.01	6	4	C	B	AC	0	0	1.533333	40.21667	06:25	1	20476 20478 20480 20482	4	1	off	-	-	-	-	13	9	sc.20478	Chamber 1	40	4	2	-	10	9	13	8	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.01	7	5	A	A	-	1	bl	1.016667	48.15	06:25	1	20476 20478 20480 20482	4	1	off	-	-	-	-	0	0	sc.20476	Chamber 1	40	4	2	-	0	9	13	4	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.01	8	5	D	B	AD	0	0	1.716667	49.86667	06:25	1	20476 20478 20480 20482	4	1	off	-	-	-	-	4	9	sc.20478	Chamber 1	40	4	2	-	0	9	13	4	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.01	9	6	A	A	-	1	bl	1.133333	57.73333	06:25	1	20476 20478 20480 20482	4	1	off	-	-	-	-	10	10	sc.20476	Chamber 1	40	4	2	-	10	12	1	6	0	0	0	0	0	0	0	0	0	0	0	0	
Coltrane	2012.03.01	10	6	D	B	AD	0	0	1.166667	58.9	06:25	1	20476 20478 20480 20482	4	1	off	-	-	-	-	6	12	sc.20478	Chamber 1	40	4	2	-	10	12	1	6	0	0	0	0	0	0	0	0	0	0	0	0	
