3.357142857	3.071428571	4.071428571	3.857142857	4.142857143	3.785714286	3.785714286	4.071428571	4.142857143	2.285714286	4.214285714	4.214285714
4.214285714	3	2.785714286	2.857142857	3.142857143	3.357142857	2.928571429	2.5	3.428571429	3.142857143	3.357142857	3.214285714
4.714285714	3.5	3.857142857	3.785714286	3.642857143	3.785714286	3.5	3.285714286	4.214285714	2.071428571	4	4.142857143
3.928571429	3.071428571	3.642857143	4.285714286	4.214285714	3.714285714	3.428571429	3.571428571	4.071428571	2.714285714	4.142857143	4.214285714
4.333333333	2.666666667	4	3	3.666666667	4	3.666666667	3	3.666666667	2	3.666666667	3
4.357142857	3.071428571	3.285714286	2.714285714	2.642857143	3.5	3.142857143	2.642857143	3.285714286	2.714285714	3.357142857	3.214285714
4	3	3.333333333	3	3	4	3	2.666666667	3.666666667	3.666666667	3	2.666666667
4.333333333	2.333333333	4.333333333	4.666666667	4.333333333	4	3.333333333	4.333333333	4.333333333	2	4.333333333	3.666666667
2.666666667	2.333333333	4	3.666666667	3.666666667	3.333333333	3.666666667	3.666666667	3.666666667	3	4	4
4.333333333	2	4	4.333333333	4.333333333	3.666666667	3.333333333	4.333333333	4.333333333	2	4.333333333	4
4.666666667	2.666666667	3.666666667	4.333333333	4.333333333	3.666666667	4	3.333333333	4.333333333	2.666666667	4	4
3.666666667	3.666666667	3	3.666666667	3.666666667	3.333333333	3.333333333	3.333333333	3.666666667	3	3.333333333	3.333333333
3.142857143	3.285714286	2.857142857	3.428571429	3.214285714	3	2.857142857	2.714285714	3.285714286	2.857142857	3.5	3.428571429
4	3	3.666666667	3.333333333	3.333333333	4	3.666666667	2.333333333	3.666666667	2	4	3.333333333
4.333333333	3	4	4	4	4	4	2.666666667	3.666666667	2	3.666666667	3.333333333
3	3	2.666666667	2.666666667	3	3.444444444	3.666666667	2.666666667	3.333333333	3	3	2.333333333
3.666666667	3.333333333	3.333333333	2.666666667	3	3.333333333	3.333333333	2.666666667	4	3.333333333	2.666666667	3
3.666666667	2.333333333	4	3.666666667	3.333333333	3.666666667	3.333333333	3.333333333	4	2	4	3
2	2	4.333333333	4	4.333333333	3.333333333	3.666666667	3.333333333	4	2	3.333333333	3.333333333
3.571428571	3.071428571	4.5	4.285714286	4.214285714	3.785714286	3.571428571	4.142857143	4.357142857	1.857142857	4.285714286	4.357142857
2	3	4.142857143	4.142857143	4.142857143	3.428571429	3.428571429	3.785714286	3.785714286	2.357142857	4.428571429	4.285714286
3.333333333	2.666666667	3	2.666666667	3	2.777777778	3	2.666666667	3.333333333	2.666666667	2.666666667	3.157446809
3	4	2	2.666666667	2.666666667	3.333333333	3.666666667	2	3.666666667	3.333333333	2.333333333	2.333333333
4.666666667	2.666666667	4.333333333	4	4	4	3.666666667	4	4	2	4.333333333	3.666666667
4	3	3	4.333333333	4.333333333	3.666666667	3.666666667	3.666666667	4	3.666666667	3.333333333	2.666666667
3.333333333	4	2.666666667	3	3.333333333	3.666666667	3.666666667	2.666666667	3	3.666666667	2.666666667	2.333333333
3.928571429	2.714285714	2.857142857	1.857142857	2.071428571	1.642857143	2.214285714	1.857142857	2.428571429	3.5	2.714285714	2.571428571
3.857142857	3.214285714	1.714285714	1.714285714	2.071428571	2.785714286	1.928571429	1.785714286	2.285714286	3.928571429	1.928571429	1.785714286
3.071428571	3.142857143	3	2.928571429	2.642857143	2.857142857	2.785714286	2.071428571	3.071428571	2.785714286	3.214285714	3.428571429
2.642857143	3	3	3.071428571	3.357142857	3.071428571	3.142857143	3.142857143	3.357142857	3.428571429	3.5	3.214285714
4.428571429	3.5	4	4.071428571	3.928571429	3.5	3.5	4	4	2	4.285714286	4.214285714
