Sub,Date,Press,Trial,ItemPressed,CorrectItem,Progress,PressAccuracy,TrialAccuracy,RT,SessionTime,TotalTime,ListNum,ListPics,ItemsInList,NumLists,CorrectionProcedure,ex1,ex2,ex3,ListType,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Label,Ports Used
Benedict,2012.02.20,1,1,A,A,-,1,bl,1.1,14.75,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,2,sc.20420,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,2,1,D,B,AD,0,0,1.216667,15.86667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,15,sc.20422,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,3,2,C,A,C,0,0,1.366667,23.98333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,9,6,sc.20420,Chamber 3,40,4,2,-,6
Benedict,2012.02.20,4,3,A,A,-,1,bl,1.583333,32.81667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,12,12,sc.20420,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,5,3,B,B,-,1,bl,1.75,34.56667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,11,11,sc.20422,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,6,3,D,C,ABD,0,0,0.7833333,35.35,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,10,9,sc.20424,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,7,4,A,A,-,1,bl,2.383333,50.58333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,6,6,sc.20420,Chamber 3,40,4,2,-,6
Benedict,2012.02.20,8,4,C,B,AC,0,0,1.816667,52.4,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,9,7,sc.20422,Chamber 3,40,4,2,-,6
Benedict,2012.02.20,9,5,A,A,-,1,bl,3.45,62.76667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,3,3,sc.20420,Chamber 3,40,4,2,-,3
Benedict,2012.02.20,10,5,B,B,-,1,bl,0.7833333,63.55,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,15,sc.20422,Chamber 3,40,4,2,-,3
Benedict,2012.02.20,11,5,D,C,ABD,0,0,1.316667,64.86667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,8,12,sc.20424,Chamber 3,40,4,2,-,3
Benedict,2012.02.20,12,6,A,A,-,1,bl,3.85,75.36667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,9,9,sc.20420,Chamber 3,40,4,2,-,9
Benedict,2012.02.20,13,6,B,B,-,1,bl,0.5166667,75.88333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,2,sc.20422,Chamber 3,40,4,2,-,9
Benedict,2012.02.20,14,6,C,C,-,1,bl,1.316667,77.2,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,0,0,sc.20424,Chamber 3,40,4,2,-,9
Benedict,2012.02.20,15,6,D,D,ABCD,1,1,0.45,77.65,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,7,7,sc.20426,Chamber 3,40,4,2,-,9
Benedict,2012.02.20,16,7,A,A,-,1,bl,1.716667,83.11667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,7,7,sc.20420,Chamber 3,40,4,2,-,7
Benedict,2012.02.20,17,7,B,B,-,1,bl,1.433333,84.55,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,2,sc.20422,Chamber 3,40,4,2,-,7
Benedict,2012.02.20,18,7,D,C,ABD,0,0,1.15,85.7,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,0,8,sc.20424,Chamber 3,40,4,2,-,7
Benedict,2012.02.20,19,8,A,A,-,1,bl,1.016667,94.28333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,7,7,sc.20420,Chamber 3,40,4,2,-,7
Benedict,2012.02.20,20,8,B,B,-,1,bl,0.65,94.93333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,2,sc.20422,Chamber 3,40,4,2,-,7
Benedict,2012.02.20,21,8,C,C,-,1,bl,1.066667,96,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,9,9,sc.20424,Chamber 3,40,4,2,-,7
Benedict,2012.02.20,22,8,D,D,ABCD,1,1,0.3833333,96.38333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,15,sc.20426,Chamber 3,40,4,2,-,7
Benedict,2012.02.20,23,9,B,A,B,0,0,2.8,103.0833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,1,8,sc.20420,Chamber 3,40,4,2,-,8
Benedict,2012.02.20,24,10,C,A,C,0,0,2.933333,114.1167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,0,9,sc.20420,Chamber 3,40,4,2,-,9
Benedict,2012.02.20,25,11,A,A,-,1,bl,1.55,122.5333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,11,11,sc.20420,Chamber 3,40,4,2,-,11
Benedict,2012.02.20,26,11,B,B,-,1,bl,1.5,124.0333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,9,9,sc.20422,Chamber 3,40,4,2,-,11
Benedict,2012.02.20,27,11,C,C,-,1,bl,1.1,125.1333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,15,sc.20424,Chamber 3,40,4,2,-,11
Benedict,2012.02.20,28,11,D,D,ABCD,1,1,0.5166667,125.65,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,6,6,sc.20426,Chamber 3,40,4,2,-,11
Benedict,2012.02.20,29,12,A,A,-,1,bl,1.666667,130.9,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,15,sc.20420,Chamber 3,40,4,2,-,15
Benedict,2012.02.20,30,12,B,B,-,1,bl,1.916667,132.8167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,14,14,sc.20422,Chamber 3,40,4,2,-,15
Benedict,2012.02.20,31,12,D,C,ABD,0,0,0.8333333,133.65,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,9,1,sc.20424,Chamber 3,40,4,2,-,15
Benedict,2012.02.20,32,13,A,A,-,1,bl,1.766667,142.7167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,11,11,sc.20420,Chamber 3,40,4,2,-,11
Benedict,2012.02.20,33,13,B,B,-,1,bl,2.15,144.8667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,3,3,sc.20422,Chamber 3,40,4,2,-,11
Benedict,2012.02.20,34,13,C,C,-,1,bl,0.5166667,145.3833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,10,10,sc.20424,Chamber 3,40,4,2,-,11
Benedict,2012.02.20,35,13,D,D,ABCD,1,1,0.5166667,145.9,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,12,12,sc.20426,Chamber 3,40,4,2,-,11
Benedict,2012.02.20,36,14,A,A,-,1,bl,2.183333,151.8,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,5,sc.20420,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,37,14,C,B,AC,0,0,1.466667,153.2667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,4,sc.20422,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,38,15,A,A,-,1,bl,1.566667,161.6,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,12,12,sc.20420,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,39,15,B,B,-,1,bl,1.583333,163.1833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,14,14,sc.20422,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,40,15,C,C,-,1,bl,0.7166667,163.9,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,0,0,sc.20424,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,41,15,D,D,ABCD,1,1,0.4,164.3,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,2,sc.20426,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,42,16,A,A,-,1,bl,1.316667,169.25,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,4,4,sc.20420,Chamber 3,40,4,2,-,4
Benedict,2012.02.20,43,16,D,B,AD,0,0,0.85,170.1,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,7,13,sc.20422,Chamber 3,40,4,2,-,4
Benedict,2012.02.20,44,17,A,A,-,1,bl,1.35,177.9667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,4,4,sc.20420,Chamber 3,40,4,2,-,4
Benedict,2012.02.20,45,17,B,B,-,1,bl,1.916667,179.8833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,15,sc.20422,Chamber 3,40,4,2,-,4
Benedict,2012.02.20,46,17,C,C,-,1,bl,0.45,180.3333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,5,sc.20424,Chamber 3,40,4,2,-,4
Benedict,2012.02.20,47,17,D,D,ABCD,1,1,0.6833333,181.0167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,7,7,sc.20426,Chamber 3,40,4,2,-,4
Benedict,2012.02.20,48,18,A,A,-,1,bl,3.1,187.9667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,8,8,sc.20420,Chamber 3,40,4,2,-,8
Benedict,2012.02.20,49,18,B,B,-,1,bl,0.4333333,188.4,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,14,14,sc.20422,Chamber 3,40,4,2,-,8
Benedict,2012.02.20,50,18,D,C,ABD,0,0,0.9166667,189.3167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,7,sc.20424,Chamber 3,40,4,2,-,8
Benedict,2012.02.20,51,19,A,A,-,1,bl,1.833333,198,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,8,8,sc.20420,Chamber 3,40,4,2,-,8
Benedict,2012.02.20,52,19,C,B,AC,0,0,0.5166667,198.5167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,12,15,sc.20422,Chamber 3,40,4,2,-,8
Benedict,2012.02.20,53,20,A,A,-,1,bl,1.966667,207.1167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,2,sc.20420,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,54,20,B,B,-,1,bl,0.4166667,207.5333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,7,7,sc.20422,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,55,20,C,C,-,1,bl,1.166667,208.7,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,9,9,sc.20424,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,56,20,D,D,ABCD,1,1,0.4166667,209.1167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,15,sc.20426,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,57,21,A,A,-,1,bl,1.966667,223.2333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,5,sc.20420,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,58,21,B,B,-,1,bl,1.066667,224.3,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,9,9,sc.20422,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,59,21,C,C,-,1,bl,0.85,225.15,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,12,12,sc.20424,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,60,21,D,D,ABCD,1,1,0.4833333,225.6333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,8,8,sc.20426,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,61,22,A,A,-,1,bl,1.816667,231.4333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,2,sc.20420,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,62,22,B,B,-,1,bl,1.8,233.2333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,5,sc.20422,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,63,22,C,C,-,1,bl,0.4166667,233.65,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,14,14,sc.20424,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,64,22,D,D,ABCD,1,1,0.5333333,234.1833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,8,8,sc.20426,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,65,23,A,A,-,1,bl,1.8,240.0667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,9,9,sc.20420,Chamber 3,40,4,2,-,9
Benedict,2012.02.20,66,23,B,B,-,1,bl,0.95,241.0167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,8,8,sc.20422,Chamber 3,40,4,2,-,9
Benedict,2012.02.20,67,23,C,C,-,1,bl,1.366667,242.3833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,14,14,sc.20424,Chamber 3,40,4,2,-,9
Benedict,2012.02.20,68,23,D,D,ABCD,1,1,0.5166667,242.9,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,1,1,sc.20426,Chamber 3,40,4,2,-,9
Benedict,2012.02.20,69,24,A,A,-,1,bl,1.266667,248.3167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,0,0,sc.20420,Chamber 3,40,4,2,-,0
Benedict,2012.02.20,70,24,B,B,-,1,bl,1.05,249.3667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,14,14,sc.20422,Chamber 3,40,4,2,-,0
Benedict,2012.02.20,71,24,C,C,-,1,bl,1.416667,250.7833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,4,4,sc.20424,Chamber 3,40,4,2,-,0
Benedict,2012.02.20,72,24,D,D,ABCD,1,1,0.4333333,251.2167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,3,3,sc.20426,Chamber 3,40,4,2,-,0
Benedict,2012.02.20,73,25,A,A,-,1,bl,3.616667,258.7833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,15,sc.20420,Chamber 3,40,4,2,-,15
Benedict,2012.02.20,74,25,C,B,AC,0,0,0.6833333,259.4667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,1,7,sc.20422,Chamber 3,40,4,2,-,15
Benedict,2012.02.20,75,26,A,A,-,1,bl,0.8333333,266.95,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,1,1,sc.20420,Chamber 3,40,4,2,-,1
Benedict,2012.02.20,76,26,B,B,-,1,bl,1.183333,268.1333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,0,0,sc.20422,Chamber 3,40,4,2,-,1
Benedict,2012.02.20,77,26,C,C,-,1,bl,0.85,268.9833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,6,6,sc.20424,Chamber 3,40,4,2,-,1
Benedict,2012.02.20,78,26,D,D,ABCD,1,1,0.5666667,269.55,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,5,sc.20426,Chamber 3,40,4,2,-,1
Benedict,2012.02.20,79,27,A,A,-,1,bl,1.683333,275.1167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,10,10,sc.20420,Chamber 3,40,4,2,-,10
Benedict,2012.02.20,80,27,B,B,-,1,bl,1.2,276.3167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,14,14,sc.20422,Chamber 3,40,4,2,-,10
Benedict,2012.02.20,81,27,C,C,-,1,bl,1.016667,277.3333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,15,sc.20424,Chamber 3,40,4,2,-,10
Benedict,2012.02.20,82,27,D,D,ABCD,1,1,0.5833333,277.9167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,12,12,sc.20426,Chamber 3,40,4,2,-,10
Benedict,2012.02.20,83,28,A,A,-,1,bl,2.05,283.7167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,5,sc.20420,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,84,28,B,B,-,1,bl,1.7,285.4167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,10,10,sc.20422,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,85,28,C,C,-,1,bl,0.4666667,285.8833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,14,14,sc.20424,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,86,28,D,D,ABCD,1,1,0.4666667,286.35,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,4,4,sc.20426,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,87,29,A,A,-,1,bl,3.033333,293.1,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,13,13,sc.20420,Chamber 3,40,4,2,-,13
Benedict,2012.02.20,88,29,D,B,AD,0,0,0.5,293.6,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,0,10,sc.20422,Chamber 3,40,4,2,-,13
Benedict,2012.02.20,89,30,A,A,-,1,bl,2.283333,302.5833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,0,0,sc.20420,Chamber 3,40,4,2,-,0
Benedict,2012.02.20,90,30,C,B,AC,0,0,1.133333,303.7167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,11,sc.20422,Chamber 3,40,4,2,-,0
Benedict,2012.02.20,91,31,B,A,B,0,0,2.783333,313.3667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,3,12,sc.20420,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,92,32,A,A,-,1,bl,1.983333,324.0833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,5,sc.20420,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,93,32,D,B,AD,0,0,0.3833333,324.4667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,6,sc.20422,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,94,33,A,A,-,1,bl,1.416667,332.7167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,12,12,sc.20420,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,95,33,B,B,-,1,bl,1.433333,334.15,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,15,sc.20422,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,96,33,C,C,-,1,bl,1.883333,336.0333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,6,6,sc.20424,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,97,33,D,D,ABCD,1,1,0.35,336.3833,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,1,1,sc.20426,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,98,34,A,A,-,1,bl,1.616667,341.5667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,10,10,sc.20420,Chamber 3,40,4,2,-,10
Benedict,2012.02.20,99,34,B,B,-,1,bl,0.7666667,342.3333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,2,sc.20422,Chamber 3,40,4,2,-,10
Benedict,2012.02.20,100,34,C,C,-,1,bl,0.7833333,343.1167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,5,sc.20424,Chamber 3,40,4,2,-,10
Benedict,2012.02.20,101,34,D,D,ABCD,1,1,0.4,343.5167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,11,11,sc.20426,Chamber 3,40,4,2,-,10
Benedict,2012.02.20,102,35,A,A,-,1,bl,1.333333,348.65,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,2,sc.20420,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,103,35,C,B,AC,0,0,3.516667,352.1667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,9,sc.20422,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,104,36,A,A,-,1,bl,1.8,360.6333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,12,12,sc.20420,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,105,36,B,B,-,1,bl,1.316667,361.95,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,8,8,sc.20422,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,106,36,D,C,ABD,0,0,0.6666667,362.6167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,14,5,sc.20424,Chamber 3,40,4,2,-,12
Benedict,2012.02.20,107,37,A,A,-,1,bl,1.95,371.0667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,13,13,sc.20420,Chamber 3,40,4,2,-,13
Benedict,2012.02.20,108,37,B,B,-,1,bl,0.45,371.5167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,10,10,sc.20422,Chamber 3,40,4,2,-,13
Benedict,2012.02.20,109,37,D,C,ABD,0,0,1.7,373.2167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,3,sc.20424,Chamber 3,40,4,2,-,13
Benedict,2012.02.20,110,38,A,A,-,1,bl,1.466667,381.65,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,4,4,sc.20420,Chamber 3,40,4,2,-,4
Benedict,2012.02.20,111,38,B,B,-,1,bl,0.5166667,382.1667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,3,3,sc.20422,Chamber 3,40,4,2,-,4
Benedict,2012.02.20,112,38,C,C,-,1,bl,0.8333333,383,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,8,8,sc.20424,Chamber 3,40,4,2,-,4
Benedict,2012.02.20,113,38,D,D,ABCD,1,1,0.6166667,383.6167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,1,1,sc.20426,Chamber 3,40,4,2,-,4
Benedict,2012.02.20,114,39,A,A,-,1,bl,1.7,388.75,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,2,2,sc.20420,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,115,39,B,B,-,1,bl,0.5666667,389.3167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,15,sc.20422,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,116,39,C,C,-,1,bl,1.75,391.0667,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,1,1,sc.20424,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,117,39,D,D,ABCD,1,1,0.3833333,391.45,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,8,8,sc.20426,Chamber 3,40,4,2,-,2
Benedict,2012.02.20,118,40,A,A,-,1,bl,1.216667,397.4,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,5,5,sc.20420,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,119,40,B,B,-,1,bl,1.116667,398.5167,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,11,11,sc.20422,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,120,40,C,C,-,1,bl,0.9166667,399.4333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,15,15,sc.20424,Chamber 3,40,4,2,-,5
Benedict,2012.02.20,121,40,D,D,ABCD,1,1,0.5,399.9333,06:43,1,20420 20422 20424 20426,4,1,off,-,-,-,-,12,12,sc.20426,Chamber 3,40,4,2,-,5
Benedict,2012.02.21,1,1,A,A,-,1,bl,1.666667,7.3,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,7,7,sc.20427,Chamber 3,40,4,2,-,7
Benedict,2012.02.21,2,1,D,B,AD,0,0,0.9833333,8.2,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,4,0,sc.20429,Chamber 3,40,4,2,-,7
Benedict,2012.02.21,3,2,C,A,C,0,0,1.366667,16.51667,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,2,8,sc.20427,Chamber 3,40,4,2,-,8
Benedict,2012.02.21,4,3,B,A,B,0,0,2.1,27.76667,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,8,6,sc.20427,Chamber 3,40,4,2,-,6
Benedict,2012.02.21,5,4,D,A,D,0,0,5.3,41.55,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,14,4,sc.20427,Chamber 3,40,4,2,-,4
Benedict,2012.02.21,6,5,C,A,C,0,0,6.95,55.43333,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,3,7,sc.20427,Chamber 3,40,4,2,-,7
Benedict,2012.02.21,7,6,A,A,-,1,bl,1.733333,69.95,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,15,15,sc.20427,Chamber 3,40,4,2,-,15
Benedict,2012.02.21,8,6,D,B,AD,0,0,1.216667,71.16667,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,9,10,sc.20429,Chamber 3,40,4,2,-,15
Benedict,2012.02.21,9,7,D,A,D,0,0,1.666667,79.5,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,1,15,sc.20427,Chamber 3,40,4,2,-,15
Benedict,2012.02.21,10,8,A,A,-,1,bl,3.116667,89.41667,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,10,10,sc.20427,Chamber 3,40,4,2,-,10
Benedict,2012.02.21,11,8,D,B,AD,0,0,0.3833333,89.78333,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,11,1,sc.20429,Chamber 3,40,4,2,-,10
Benedict,2012.02.21,12,9,A,A,-,1,bl,1.5,98.1,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,12,12,sc.20427,Chamber 3,40,4,2,-,12
Benedict,2012.02.21,13,9,C,B,AC,0,0,1.983333,100.0833,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,15,13,sc.20429,Chamber 3,40,4,2,-,12
Benedict,2012.02.21,14,10,A,A,-,1,bl,2.466667,109.4,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,15,15,sc.20427,Chamber 3,40,4,2,-,15
Benedict,2012.02.21,15,10,C,B,AC,0,0,0.7333333,110.1333,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,4,6,sc.20429,Chamber 3,40,4,2,-,15
Benedict,2012.02.21,16,11,A,A,-,1,bl,5.816667,123.15,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,14,14,sc.20427,Chamber 3,40,4,2,-,14
Benedict,2012.02.21,17,11,C,B,AC,0,0,0.5333333,123.6833,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,1,12,sc.20429,Chamber 3,40,4,2,-,14
Benedict,2012.02.21,18,12,D,A,D,0,0,2.483333,132.95,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,12,5,sc.20427,Chamber 3,40,4,2,-,5
Benedict,2012.02.21,19,13,A,A,-,1,bl,2.683333,145.15,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,14,14,sc.20427,Chamber 3,40,4,2,-,14
Benedict,2012.02.21,20,13,C,B,AC,0,0,1.75,146.9,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,9,4,sc.20429,Chamber 3,40,4,2,-,14
Benedict,2012.02.21,21,14,C,A,C,0,0,2.833333,156.6167,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,9,5,sc.20427,Chamber 3,40,4,2,-,5
Benedict,2012.02.21,22,15,A,A,-,1,bl,3.366667,166.3667,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,4,4,sc.20427,Chamber 3,40,4,2,-,4
Benedict,2012.02.21,23,15,D,B,AD,0,0,1.683333,168.05,07:20,1,20427 20429 20431 20433,4,1,off,-,-,-,-,1,0,sc.20429,Chamber 3,40,4,2,-,4
