Sub,Date,Press,Trial,ItemPressed,CorrectItem,Progress,PressAccuracy,TrialAccuracy,RT,SessionTime,TotalTime,ListNum,ListPics,ItemsInList,NumLists,CorrectionProcedure,ex1,ex2,ex3,ListType,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Label,Ports Used
Benedict,2012.02.24,56,21,B,B,-,1,bl,0.7166667,200.45,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,14,14,sc.20450,Chamber 3,40,4,2,-,15
Benedict,2012.02.24,57,21,D,C,ABD,0,0,1.533333,201.9833,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,12,6,sc.20452,Chamber 3,40,4,2,-,15
Benedict,2012.02.24,58,22,A,A,-,1,bl,2.116667,210.2833,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,6,6,sc.20448,Chamber 3,40,4,2,-,6
Benedict,2012.02.24,59,22,B,B,-,1,bl,0.45,210.7333,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,12,12,sc.20450,Chamber 3,40,4,2,-,6
Benedict,2012.02.24,60,22,D,C,ABD,0,0,1.766667,212.5,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,5,9,sc.20452,Chamber 3,40,4,2,-,6
Benedict,2012.02.24,61,23,B,A,B,0,0,2.316667,221.4,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,13,12,sc.20448,Chamber 3,40,4,2,-,12
Benedict,2012.02.24,62,24,A,A,-,1,bl,1.85,230.6667,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,5,5,sc.20448,Chamber 3,40,4,2,-,5
Benedict,2012.02.24,63,24,B,B,-,1,bl,0.65,231.3167,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,6,6,sc.20450,Chamber 3,40,4,2,-,5
Benedict,2012.02.24,64,24,C,C,-,1,bl,1.483333,232.8,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,0,0,sc.20452,Chamber 3,40,4,2,-,5
Benedict,2012.02.24,65,24,D,D,ABCD,1,1,0.45,233.25,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,7,7,sc.20454,Chamber 3,40,4,2,-,5
Benedict,2012.02.24,66,25,B,A,B,0,0,2.333333,239.4333,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,4,7,sc.20448,Chamber 3,40,4,2,-,7
Benedict,2012.02.24,67,26,A,A,-,1,bl,1.933333,247.9667,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,12,12,sc.20448,Chamber 3,40,4,2,-,12
Benedict,2012.02.24,68,26,B,B,-,1,bl,1.55,249.5167,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,3,3,sc.20450,Chamber 3,40,4,2,-,12
Benedict,2012.02.24,69,26,C,C,-,1,bl,1.466667,250.9833,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,7,7,sc.20452,Chamber 3,40,4,2,-,12
Benedict,2012.02.24,70,26,D,D,ABCD,1,1,0.4666667,251.45,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,0,0,sc.20454,Chamber 3,40,4,2,-,12
Benedict,2012.02.24,71,27,A,A,-,1,bl,2.066667,257.65,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,8,8,sc.20448,Chamber 3,40,4,2,-,8
Benedict,2012.02.24,72,27,C,B,AC,0,0,1.4,259.05,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,9,1,sc.20450,Chamber 3,40,4,2,-,8
Benedict,2012.02.24,73,28,A,A,-,1,bl,1.316667,268.0333,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,12,12,sc.20448,Chamber 3,40,4,2,-,12
Benedict,2012.02.24,74,28,B,B,-,1,bl,1.583333,269.6167,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,13,13,sc.20450,Chamber 3,40,4,2,-,12
Benedict,2012.02.24,75,28,C,C,-,1,bl,0.4166667,270.0333,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,5,5,sc.20452,Chamber 3,40,4,2,-,12
Benedict,2012.02.24,76,28,D,D,ABCD,1,1,0.3166667,270.35,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,6,6,sc.20454,Chamber 3,40,4,2,-,12
Benedict,2012.02.24,77,29,A,A,-,1,bl,2.45,278.2833,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,5,5,sc.20448,Chamber 3,40,4,2,-,5
Benedict,2012.02.24,78,29,B,B,-,1,bl,0.4333333,278.7,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,1,1,sc.20450,Chamber 3,40,4,2,-,5
Benedict,2012.02.24,79,29,C,C,-,1,bl,0.3833333,279.0833,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,2,2,sc.20452,Chamber 3,40,4,2,-,5
Benedict,2012.02.24,80,29,D,D,ABCD,1,1,0.6833333,279.7667,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,12,12,sc.20454,Chamber 3,40,4,2,-,5
Benedict,2012.02.24,81,30,A,A,-,1,bl,2.166667,285.45,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,14,14,sc.20448,Chamber 3,40,4,2,-,14
Benedict,2012.02.24,82,30,B,B,-,1,bl,1.05,286.5,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,5,5,sc.20450,Chamber 3,40,4,2,-,14
Benedict,2012.02.24,83,30,C,C,-,1,bl,2.5,289,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,9,9,sc.20452,Chamber 3,40,4,2,-,14
Benedict,2012.02.24,84,30,D,D,ABCD,1,1,0.3666667,289.3667,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,4,4,sc.20454,Chamber 3,40,4,2,-,14
Benedict,2012.02.24,85,31,A,A,-,1,bl,1.333333,294.4667,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,7,7,sc.20448,Chamber 3,40,4,2,-,7
Benedict,2012.02.24,86,31,B,B,-,1,bl,1.216667,295.6833,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,6,6,sc.20450,Chamber 3,40,4,2,-,7
Benedict,2012.02.24,87,31,C,C,-,1,bl,0.4166667,296.1,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,14,14,sc.20452,Chamber 3,40,4,2,-,7
Benedict,2012.02.24,88,31,D,D,ABCD,1,1,0.55,296.65,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,1,1,sc.20454,Chamber 3,40,4,2,-,7
Benedict,2012.02.24,89,32,A,A,-,1,bl,1.866667,302.2667,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,10,10,sc.20448,Chamber 3,40,4,2,-,10
Benedict,2012.02.24,90,32,B,B,-,1,bl,0.4666667,302.7333,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,4,4,sc.20450,Chamber 3,40,4,2,-,10
Benedict,2012.02.24,91,32,C,C,-,1,bl,0.4666667,303.2,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,8,8,sc.20452,Chamber 3,40,4,2,-,10
Benedict,2012.02.24,92,32,D,D,ABCD,1,1,0.4,303.6,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,2,2,sc.20454,Chamber 3,40,4,2,-,10
Benedict,2012.02.24,93,33,A,A,-,1,bl,1.616667,309.1333,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,1,1,sc.20448,Chamber 3,40,4,2,-,1
Benedict,2012.02.24,94,33,B,B,-,1,bl,1.15,310.2833,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,2,2,sc.20450,Chamber 3,40,4,2,-,1
Benedict,2012.02.24,95,33,C,C,-,1,bl,0.4666667,310.75,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,11,11,sc.20452,Chamber 3,40,4,2,-,1
Benedict,2012.02.24,96,33,D,D,ABCD,1,1,0.55,311.3,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,0,0,sc.20454,Chamber 3,40,4,2,-,1
Benedict,2012.02.24,97,34,A,A,-,1,bl,1.683333,318.2667,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,2,2,sc.20448,Chamber 3,40,4,2,-,2
Benedict,2012.02.24,98,34,B,B,-,1,bl,0.6833333,318.95,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,7,7,sc.20450,Chamber 3,40,4,2,-,2
Benedict,2012.02.24,99,34,C,C,-,1,bl,1.216667,320.1667,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,10,10,sc.20452,Chamber 3,40,4,2,-,2
Benedict,2012.02.24,100,34,D,D,ABCD,1,1,0.3666667,320.5333,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,15,15,sc.20454,Chamber 3,40,4,2,-,2
Benedict,2012.02.24,101,35,B,A,B,0,0,1.25,326.1333,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,2,13,sc.20448,Chamber 3,40,4,2,-,13
Benedict,2012.02.24,102,36,B,A,B,0,0,2.833333,335.9333,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,8,14,sc.20448,Chamber 3,40,4,2,-,14
Benedict,2012.02.24,103,37,A,A,-,1,bl,2,345.15,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,7,7,sc.20448,Chamber 3,40,4,2,-,7
Benedict,2012.02.24,104,37,C,B,AC,0,0,1.083333,346.2333,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,12,9,sc.20450,Chamber 3,40,4,2,-,7
Benedict,2012.02.24,105,38,A,A,-,1,bl,2.416667,355.2,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,5,5,sc.20448,Chamber 3,40,4,2,-,5
Benedict,2012.02.24,106,38,C,B,AC,0,0,1.216667,356.4167,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,8,13,sc.20450,Chamber 3,40,4,2,-,5
Benedict,2012.02.24,107,39,A,A,-,1,bl,1.683333,366.8833,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,1,1,sc.20448,Chamber 3,40,4,2,-,1
Benedict,2012.02.24,108,39,C,B,AC,0,0,0.9666667,367.85,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,8,14,sc.20450,Chamber 3,40,4,2,-,1
Benedict,2012.02.24,109,40,A,A,-,1,bl,2.416667,378.65,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,9,9,sc.20448,Chamber 3,40,4,2,-,9
Benedict,2012.02.24,110,40,B,B,-,1,bl,0.4666667,379.1167,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,0,0,sc.20450,Chamber 3,40,4,2,-,9
Benedict,2012.02.24,111,40,C,C,-,1,bl,1.383333,380.5,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,6,6,sc.20452,Chamber 3,40,4,2,-,9
Benedict,2012.02.24,112,40,D,D,ABCD,1,1,0.35,380.85,06:23,1,20448 20450 20452 20454,4,1,off,-,-,-,-,7,7,sc.20454,Chamber 3,40,4,2,-,9
Benedict,2012.02.27,1,1,B,A,B,0,0,4.966667,13.05,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,9,0,sc.20455,Chamber 3,40,4,2,-,0
Benedict,2012.02.27,2,2,A,A,-,1,bl,3.233333,27.36667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,8,8,sc.20455,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,3,2,B,B,-,1,bl,0.5166667,27.86667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,11,11,sc.20457,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,4,2,C,C,-,1,bl,1.316667,29.18333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,4,4,sc.20459,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,5,2,D,D,ABCD,1,1,0.3166667,29.5,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,5,5,sc.20461,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,6,3,A,A,-,1,bl,3.733333,37.23333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,10,10,sc.20455,Chamber 3,40,4,2,-,10
Benedict,2012.02.27,7,3,B,B,-,1,bl,1.433333,38.66667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,2,2,sc.20457,Chamber 3,40,4,2,-,10
Benedict,2012.02.27,8,3,C,C,-,1,bl,0.3833333,39.05,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,15,15,sc.20459,Chamber 3,40,4,2,-,10
Benedict,2012.02.27,9,3,D,D,ABCD,1,1,0.7833333,39.83333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,6,6,sc.20461,Chamber 3,40,4,2,-,10
Benedict,2012.02.27,10,4,A,A,-,1,bl,3.066667,46.7,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,15,15,sc.20455,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,11,4,B,B,-,1,bl,1.7,48.4,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,6,6,sc.20457,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,12,4,C,C,-,1,bl,0.7,49.1,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,0,0,sc.20459,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,13,4,D,D,ABCD,1,1,0.3666667,49.46667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,1,1,sc.20461,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,14,5,A,A,-,1,bl,3.316667,56.88333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,12,12,sc.20455,Chamber 3,40,4,2,-,12
Benedict,2012.02.27,15,5,C,B,AC,0,0,0.5166667,57.4,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,7,6,sc.20457,Chamber 3,40,4,2,-,12
Benedict,2012.02.27,16,6,A,A,-,1,bl,1.866667,66.33333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,15,15,sc.20455,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,17,6,C,B,AC,0,0,0.5666667,66.9,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,8,3,sc.20457,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,18,7,B,A,B,0,0,2.85,76.93333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,8,5,sc.20455,Chamber 3,40,4,2,-,5
Benedict,2012.02.27,19,8,A,A,-,1,bl,1.433333,85.8,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,12,12,sc.20455,Chamber 3,40,4,2,-,12
Benedict,2012.02.27,20,8,B,B,-,1,bl,1.566667,87.36667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,2,2,sc.20457,Chamber 3,40,4,2,-,12
Benedict,2012.02.27,21,8,D,C,ABD,0,0,1.633333,89,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,1,10,sc.20459,Chamber 3,40,4,2,-,12
Benedict,2012.02.27,22,9,A,A,-,1,bl,0.9166667,96.48333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,15,15,sc.20455,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,23,9,C,B,AC,0,0,2.583333,99.06667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,0,8,sc.20457,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,24,10,C,A,C,0,0,2.983333,109.55,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,9,7,sc.20455,Chamber 3,40,4,2,-,7
Benedict,2012.02.27,25,11,A,A,-,1,bl,1.366667,120.3833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,12,12,sc.20455,Chamber 3,40,4,2,-,12
Benedict,2012.02.27,26,11,D,B,AD,0,0,2.433333,122.8167,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,6,8,sc.20457,Chamber 3,40,4,2,-,12
Benedict,2012.02.27,27,12,B,A,B,0,0,2.816667,138.2167,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,10,0,sc.20455,Chamber 3,40,4,2,-,0
Benedict,2012.02.27,28,13,A,A,-,1,bl,1.55,146.6167,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,13,13,sc.20455,Chamber 3,40,4,2,-,13
Benedict,2012.02.27,29,13,C,B,AC,0,0,1.016667,147.6333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,14,10,sc.20457,Chamber 3,40,4,2,-,13
Benedict,2012.02.27,30,14,A,A,-,1,bl,2.7,157.15,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,4,4,sc.20455,Chamber 3,40,4,2,-,4
Benedict,2012.02.27,31,14,B,B,-,1,bl,2.416667,159.5667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,14,14,sc.20457,Chamber 3,40,4,2,-,4
Benedict,2012.02.27,32,14,D,C,ABD,0,0,1.55,161.1167,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,13,7,sc.20459,Chamber 3,40,4,2,-,4
Benedict,2012.02.27,33,15,A,A,-,1,bl,1.1,168.8333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,13,13,sc.20455,Chamber 3,40,4,2,-,13
Benedict,2012.02.27,34,15,B,B,-,1,bl,1.566667,170.4,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,10,10,sc.20457,Chamber 3,40,4,2,-,13
Benedict,2012.02.27,35,15,C,C,-,1,bl,1.383333,171.7833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,4,4,sc.20459,Chamber 3,40,4,2,-,13
Benedict,2012.02.27,36,15,D,D,ABCD,1,1,0.3666667,172.15,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,15,15,sc.20461,Chamber 3,40,4,2,-,13
Benedict,2012.02.27,37,16,A,A,-,1,bl,2.116667,179.05,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,3,3,sc.20455,Chamber 3,40,4,2,-,3
Benedict,2012.02.27,38,16,B,B,-,1,bl,0.7,179.75,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,11,11,sc.20457,Chamber 3,40,4,2,-,3
Benedict,2012.02.27,39,16,C,C,-,1,bl,1.716667,181.4667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,4,4,sc.20459,Chamber 3,40,4,2,-,3
Benedict,2012.02.27,40,16,D,D,ABCD,1,1,0.3333333,181.8,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,1,1,sc.20461,Chamber 3,40,4,2,-,3
Benedict,2012.02.27,41,17,B,A,B,0,0,2.7,188.45,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,12,10,sc.20455,Chamber 3,40,4,2,-,10
Benedict,2012.02.27,42,18,A,A,-,1,bl,1.333333,196.3833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,12,12,sc.20455,Chamber 3,40,4,2,-,12
Benedict,2012.02.27,43,18,B,B,-,1,bl,0.9666667,197.35,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,1,1,sc.20457,Chamber 3,40,4,2,-,12
Benedict,2012.02.27,44,18,C,C,-,1,bl,1.5,198.85,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,0,0,sc.20459,Chamber 3,40,4,2,-,12
Benedict,2012.02.27,45,18,D,D,ABCD,1,1,0.35,199.2,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,2,2,sc.20461,Chamber 3,40,4,2,-,12
Benedict,2012.02.27,46,19,A,A,-,1,bl,2.983333,205.6333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,0,0,sc.20455,Chamber 3,40,4,2,-,0
Benedict,2012.02.27,47,19,B,B,-,1,bl,1.85,207.4833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,10,10,sc.20457,Chamber 3,40,4,2,-,0
Benedict,2012.02.27,48,19,D,C,ABD,0,0,0.35,207.8333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,5,7,sc.20459,Chamber 3,40,4,2,-,0
Benedict,2012.02.27,49,20,A,A,-,1,bl,1.4,219.4,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,8,8,sc.20455,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,50,20,B,B,-,1,bl,1.066667,220.4667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,1,1,sc.20457,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,51,20,C,C,-,1,bl,1.016667,221.4833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,0,0,sc.20459,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,52,20,D,D,ABCD,1,1,0.4166667,221.9,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,9,9,sc.20461,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,53,21,B,A,B,0,0,1.516667,227.4167,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,2,1,sc.20455,Chamber 3,40,4,2,-,1
Benedict,2012.02.27,54,22,A,A,-,1,bl,1.633333,235.5833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,1,1,sc.20455,Chamber 3,40,4,2,-,1
Benedict,2012.02.27,55,22,C,B,AC,0,0,1.316667,236.9,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,6,4,sc.20457,Chamber 3,40,4,2,-,1
Benedict,2012.02.27,56,23,A,A,-,1,bl,1.233333,245.2167,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,1,1,sc.20455,Chamber 3,40,4,2,-,1
Benedict,2012.02.27,57,23,B,B,-,1,bl,0.5666667,245.7833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,13,13,sc.20457,Chamber 3,40,4,2,-,1
Benedict,2012.02.27,58,23,C,C,-,1,bl,1.3,247.0833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,6,6,sc.20459,Chamber 3,40,4,2,-,1
Benedict,2012.02.27,59,23,D,D,ABCD,1,1,0.4333333,247.5167,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,0,0,sc.20461,Chamber 3,40,4,2,-,1
Benedict,2012.02.27,60,24,A,A,-,1,bl,1.866667,252.9,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,11,11,sc.20455,Chamber 3,40,4,2,-,11
Benedict,2012.02.27,61,24,B,B,-,1,bl,1.383333,254.2833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,7,7,sc.20457,Chamber 3,40,4,2,-,11
Benedict,2012.02.27,62,24,C,C,-,1,bl,0.6166667,254.9,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,5,5,sc.20459,Chamber 3,40,4,2,-,11
Benedict,2012.02.27,63,24,D,D,ABCD,1,1,0.4166667,255.3167,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,0,0,sc.20461,Chamber 3,40,4,2,-,11
Benedict,2012.02.27,64,25,A,A,-,1,bl,2.033333,261.15,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,11,11,sc.20455,Chamber 3,40,4,2,-,11
Benedict,2012.02.27,65,25,B,B,-,1,bl,1.083333,262.2333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,13,13,sc.20457,Chamber 3,40,4,2,-,11
Benedict,2012.02.27,66,25,C,C,-,1,bl,0.9166667,263.15,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,0,0,sc.20459,Chamber 3,40,4,2,-,11
Benedict,2012.02.27,67,25,D,D,ABCD,1,1,0.35,263.5,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,6,6,sc.20461,Chamber 3,40,4,2,-,11
Benedict,2012.02.27,68,26,A,A,-,1,bl,2.45,269.9667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,1,1,sc.20455,Chamber 3,40,4,2,-,1
Benedict,2012.02.27,69,26,C,B,AC,0,0,1.366667,271.3333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,15,8,sc.20457,Chamber 3,40,4,2,-,1
Benedict,2012.02.27,70,27,B,A,B,0,0,10.2,288.3667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,2,15,sc.20455,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,71,28,A,A,-,1,bl,1.333333,296.5833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,15,15,sc.20455,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,72,28,B,B,-,1,bl,1.316667,297.9,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,13,13,sc.20457,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,73,28,D,C,ABD,0,0,1.533333,299.4333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,3,8,sc.20459,Chamber 3,40,4,2,-,15
Benedict,2012.02.27,74,29,A,A,-,1,bl,1.316667,310.3167,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,2,2,sc.20455,Chamber 3,40,4,2,-,2
Benedict,2012.02.27,75,29,B,B,-,1,bl,0.6166667,310.9333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,3,3,sc.20457,Chamber 3,40,4,2,-,2
Benedict,2012.02.27,76,29,C,C,-,1,bl,0.9333333,311.8667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,13,13,sc.20459,Chamber 3,40,4,2,-,2
Benedict,2012.02.27,77,29,D,D,ABCD,1,1,0.4333333,312.3,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,10,10,sc.20461,Chamber 3,40,4,2,-,2
Benedict,2012.02.27,78,30,A,A,-,1,bl,1.716667,317.8167,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,0,0,sc.20455,Chamber 3,40,4,2,-,0
Benedict,2012.02.27,79,30,B,B,-,1,bl,1.166667,318.9833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,7,7,sc.20457,Chamber 3,40,4,2,-,0
Benedict,2012.02.27,80,30,C,C,-,1,bl,1.083333,320.0667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,5,5,sc.20459,Chamber 3,40,4,2,-,0
Benedict,2012.02.27,81,30,D,D,ABCD,1,1,0.3166667,320.3833,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,2,2,sc.20461,Chamber 3,40,4,2,-,0
Benedict,2012.02.27,82,31,A,A,-,1,bl,1.333333,326.0333,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,8,8,sc.20455,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,83,31,B,B,-,1,bl,1.183333,327.2167,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,10,10,sc.20457,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,84,31,C,C,-,1,bl,0.5333333,327.75,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,3,3,sc.20459,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,85,31,D,D,ABCD,1,1,0.45,328.2,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,6,6,sc.20461,Chamber 3,40,4,2,-,8
Benedict,2012.02.27,86,32,A,A,-,1,bl,1.583333,333.7667,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,1,1,sc.20455,Chamber 3,40,4,2,-,1
Benedict,2012.02.27,87,32,B,B,-,1,bl,0.8,334.55,06:52,1,20455 20457 20459 20461,4,1,off,-,-,-,-,10,10,sc.20457,Chamber 3,40,4,2,-,1
