Sub,Date,Press,Trial,ItemPressed,CorrectItem,Progress,PressAccuracy,TrialAccuracy,RT,SessionTime,TotalTime,ListNum,ListPics,ItemsInList,NumLists,CorrectionProcedure,ex1,ex2,ex3,ListType,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Label,Ports Used,,,,,,,,,,,,,,,
Coltrane,2011.01.20,44,24,A,A,-,1,bl,3.783333,1754.2,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,2,2,sc.3474,Chamber 1,40,4,2,-,2,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,45,24,B,B,-,1,bl,1.033333,1755.233,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,3,3,sc.3475,Chamber 1,40,4,2,-,2,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,46,24,C,C,-,1,bl,1.25,1756.483,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,4,4,sc.3476,Chamber 1,40,4,2,-,2,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,47,24,D,D,ABCD,1,1,0.8833333,1757.367,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,7,7,sc.3477,Chamber 1,40,4,2,-,2,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,48,25,A,A,-,1,bl,1.466667,1762.75,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,11,11,sc.3474,Chamber 1,40,4,2,-,11,13,1,9,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,49,25,B,B,-,1,bl,2.033333,1764.783,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,13,13,sc.3475,Chamber 1,40,4,2,-,11,13,1,9,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,50,25,C,C,-,1,bl,0.9166667,1765.7,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,1,1,sc.3476,Chamber 1,40,4,2,-,11,13,1,9,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,51,25,D,D,ABCD,1,1,0.85,1766.55,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,9,9,sc.3477,Chamber 1,40,4,2,-,11,13,1,9,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,52,26,A,A,-,1,bl,1.766667,1772.767,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,6,6,sc.3474,Chamber 1,40,4,2,-,6,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,53,26,B,B,-,1,bl,1,1773.767,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,8,8,sc.3475,Chamber 1,40,4,2,-,6,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0
