Sub,Date,Press,Trial,ItemPressed,CorrectItem,Progress,PressAccuracy,TrialAccuracy,RT,SessionTime,TotalTime,ListNum,ListPics,ItemsInList
Ebbinghaus,2012.06.05,99,36,B,B,-,1,bl,0.4,352.8833,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,100,36,C,C,-,1,bl,1.05,353.9333,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,101,36,D,D,ABCD,1,1,0.4,354.3333,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,102,37,A,A,-,1,bl,3.483333,361.7,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,103,37,B,B,-,1,bl,0.7666667,362.4667,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,104,37,C,C,-,1,bl,0.9833333,363.45,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,105,37,D,D,ABCD,1,1,0.8333333,364.2833,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,106,38,A,A,-,1,bl,1.65,370.65,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,107,38,B,B,-,1,bl,0.3666667,371.0167,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,108,38,C,C,-,1,bl,0.8666667,371.8833,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,109,38,D,D,ABCD,1,1,0.35,372.2333,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,110,39,A,A,-,1,bl,1.583333,377.9667,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,111,39,B,B,-,1,bl,0.35,378.3167,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,112,39,C,C,-,1,bl,0.6,378.9167,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,113,39,D,D,ABCD,1,1,0.4833333,379.4,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.06.05,114,40,B,A,B,0,0,1.316667,384.7,06:30,1,20065 20066 20067 20068,4
Ebbinghaus,2012.05.30,1,1,B,A,B,0,0,2.683333,10.01667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,2,2,D,A,D,0,0,3.55,20.46667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,3,3,B,A,B,0,0,2.3,29.51667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,4,4,A,A,-,1,bl,4.033333,43.46667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,5,4,D,B,AD,0,0,2.05,45.48333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,6,5,C,A,C,0,0,2.716667,55.08333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,7,6,C,A,C,0,0,2.266667,63.88333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,8,7,A,A,-,1,bl,3.083333,73.85,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,9,7,B,B,-,1,bl,1.366667,75.21667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,10,7,C,C,-,1,bl,0.8166667,76.03333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,11,7,D,D,ABCD,1,1,0.8166667,76.85,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,12,8,B,A,B,0,0,3.3,83.81667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,13,9,A,A,-,1,bl,3.25,93.8,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,14,9,C,B,AC,0,0,0.6,94.4,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,15,10,A,A,-,1,bl,1.166667,102.2,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,16,10,B,B,-,1,bl,1.083333,103.2833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,17,10,C,C,-,1,bl,1.533333,104.8167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,18,10,D,D,ABCD,1,1,0.4833333,105.3,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,19,11,A,A,-,1,bl,1.7,110.65,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,20,11,B,B,-,1,bl,1.016667,111.6667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,21,11,D,C,ABD,0,0,1.066667,112.7333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,22,12,A,A,-,1,bl,1.65,120.9833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,23,12,B,B,-,1,bl,0.8833333,121.8667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,24,12,C,C,-,1,bl,0.8333333,122.7,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,25,12,D,D,ABCD,1,1,0.4333333,123.1333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,26,13,A,A,-,1,bl,1.233333,127.7167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,27,13,B,B,-,1,bl,0.8833333,128.6,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,28,13,C,C,-,1,bl,1.383333,129.9833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,29,13,D,D,ABCD,1,1,0.4833333,130.4667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,30,14,A,A,-,1,bl,1.2,135.9667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,31,14,B,B,-,1,bl,0.9166667,136.8833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,32,14,C,C,-,1,bl,1.216667,138.1,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,33,14,D,D,ABCD,1,1,0.4166667,138.5167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,34,15,A,A,-,1,bl,1.516667,143.4333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,35,15,B,B,-,1,bl,0.9166667,144.35,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,36,15,C,C,-,1,bl,0.9,145.25,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,37,15,D,D,ABCD,1,1,0.6666667,145.9167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,38,16,A,A,-,1,bl,2.283333,151.5333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,39,16,B,B,-,1,bl,0.6833333,152.2167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,40,16,C,C,-,1,bl,0.6833333,152.9,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,41,16,D,D,ABCD,1,1,0.85,153.75,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,42,17,A,A,-,1,bl,1.116667,158.8167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,43,17,B,B,-,1,bl,1.066667,159.8833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,44,17,C,C,-,1,bl,1.116667,161,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,45,17,D,D,ABCD,1,1,0.6,161.6,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,46,18,A,A,-,1,bl,2.283333,167.55,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,47,18,C,B,AC,0,0,1.266667,168.8167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,48,19,A,A,-,1,bl,1.75,177.25,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,49,19,B,B,-,1,bl,0.4666667,177.7,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,50,19,C,C,-,1,bl,1.8,179.5,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,51,19,D,D,ABCD,1,1,0.5333333,180.0333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,52,20,A,A,-,1,bl,1.533333,185.65,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,53,20,B,B,-,1,bl,1.5,187.15,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,54,20,C,C,-,1,bl,1.25,188.4,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,55,20,D,D,ABCD,1,1,0.4833333,188.8833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,56,21,A,A,-,1,bl,1.333333,194.2667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,57,21,B,B,-,1,bl,0.65,194.9167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,58,21,C,C,-,1,bl,0.7166667,195.6333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,59,21,D,D,ABCD,1,1,0.8,196.4333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,60,22,A,A,-,1,bl,1.333333,201.7,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,61,22,B,B,-,1,bl,0.6333333,202.3333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,62,22,C,C,-,1,bl,1.016667,203.35,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,63,22,D,D,ABCD,1,1,0.4666667,203.8167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,64,23,A,A,-,1,bl,1.1,208.6,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,65,23,B,B,-,1,bl,0.7833333,209.3833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,66,23,C,C,-,1,bl,0.9,210.2833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,67,23,D,D,ABCD,1,1,0.4666667,210.75,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,68,24,A,A,-,1,bl,0.8666667,215.2833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,69,24,B,B,-,1,bl,0.8,216.0833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,70,24,C,C,-,1,bl,0.7666667,216.85,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,71,24,D,D,ABCD,1,1,2.233333,219.0833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,72,25,A,A,-,1,bl,1.533333,224.4,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,73,25,B,B,-,1,bl,1.216667,225.6167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,74,25,C,C,-,1,bl,0.9666667,226.5833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,75,25,D,D,ABCD,1,1,0.4666667,227.05,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,76,26,A,A,-,1,bl,1.483333,232.4,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,77,26,C,B,AC,0,0,1.383333,233.7833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,78,27,A,A,-,1,bl,1.516667,242.9167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,79,27,B,B,-,1,bl,1.316667,244.25,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,80,27,C,C,-,1,bl,1.15,245.3833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,81,27,D,D,ABCD,1,1,0.5333333,245.9167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,82,28,A,A,-,1,bl,1.233333,250.8167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,83,28,B,B,-,1,bl,0.5666667,251.3833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,84,28,C,C,-,1,bl,1.45,252.8333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,85,28,D,D,ABCD,1,1,0.3666667,253.2,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,86,29,B,A,B,0,0,1.366667,258.5333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,87,30,A,A,-,1,bl,1.683333,266.85,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,88,30,B,B,-,1,bl,0.3833333,267.2333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,89,30,C,C,-,1,bl,1.15,268.3833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,90,30,D,D,ABCD,1,1,0.4,268.7833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,91,31,B,A,B,0,0,1.083333,273.7833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,92,32,A,A,-,1,bl,1.033333,281.45,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,93,32,B,B,-,1,bl,1.433333,282.8833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,94,32,C,C,-,1,bl,1.316667,284.2,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,95,32,D,D,ABCD,1,1,0.4,284.6,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,96,33,A,A,-,1,bl,0.8333333,290.05,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,97,33,B,B,-,1,bl,0.7833333,290.8333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,98,33,C,C,-,1,bl,1.133333,291.9667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,99,33,D,D,ABCD,1,1,0.35,292.3167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,100,34,A,A,-,1,bl,1.2,297.7333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,101,34,B,B,-,1,bl,0.65,298.3833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,102,34,C,C,-,1,bl,1.483333,299.8667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,103,34,D,D,ABCD,1,1,0.4333333,300.3,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,104,35,A,A,-,1,bl,1.133333,305.8333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,105,35,B,B,-,1,bl,0.95,306.7833,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,106,35,C,C,-,1,bl,0.7166667,307.5,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,107,35,D,D,ABCD,1,1,0.4666667,307.9667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,108,36,A,A,-,1,bl,1.316667,313.2333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,109,36,B,B,-,1,bl,0.6666667,313.9,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,110,36,C,C,-,1,bl,0.9,314.8,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,111,36,D,D,ABCD,1,1,0.4166667,315.2167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,112,37,A,A,-,1,bl,0.95,320.5,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,113,37,B,B,-,1,bl,0.6166667,321.1167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,114,37,C,C,-,1,bl,0.8333333,321.95,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,115,37,D,D,ABCD,1,1,0.4666667,322.4167,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,116,38,A,A,-,1,bl,0.95,327.4667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,117,38,B,B,-,1,bl,0.9,328.3667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,118,38,C,C,-,1,bl,0.8,329.1667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,119,38,D,D,ABCD,1,1,0.4666667,329.6333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,120,39,A,A,-,1,bl,1.116667,334.8667,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,121,39,B,B,-,1,bl,0.7666667,335.6333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,122,39,C,C,-,1,bl,0.9166667,336.55,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,123,39,D,D,ABCD,1,1,0.45,337,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,124,40,A,A,-,1,bl,1.183333,342.2333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,125,40,B,B,-,1,bl,1.4,343.6333,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,126,40,C,C,-,1,bl,0.8166667,344.45,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.05.30,127,40,D,D,ABCD,1,1,0.45,344.9,05:48,1,20049 20050 20051 20052,4
Ebbinghaus,2012.06.06,1,1,C,A,C,0,0,2.366667,7.983333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,2,2,C,A,C,0,0,2.783333,18.55,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,3,3,B,A,B,0,0,2.983333,28.16667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,4,4,B,A,B,0,0,2.783333,38.46667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,5,5,B,A,B,0,0,2.433333,48.78333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,6,6,D,A,D,0,0,4.75,60.53333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,7,7,A,A,-,1,bl,3.116667,70.81667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,8,7,B,B,-,1,bl,0.8666667,71.68333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,9,7,D,C,ABD,0,0,1.7,73.38333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,10,8,A,A,-,1,bl,3.233333,83.3,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,11,8,B,B,-,1,bl,0.8,84.1,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,12,8,C,C,-,1,bl,1.566667,85.66667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,13,8,D,D,ABCD,1,1,0.6166667,86.28333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,14,9,A,A,-,1,bl,3.116667,92.75,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,15,9,C,B,AC,0,0,0.7833333,93.53333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,16,10,A,A,-,1,bl,1.7,101.6833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,17,10,D,B,AD,0,0,1.65,103.3333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,18,11,A,A,-,1,bl,1.7,111.65,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,19,11,B,B,-,1,bl,1.6,113.25,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,20,11,D,C,ABD,0,0,2.05,115.3,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,21,12,A,A,-,1,bl,2.133333,125.1333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,22,12,B,B,-,1,bl,0.7333333,125.8667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,23,12,C,C,-,1,bl,1.866667,127.7333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,24,12,D,D,ABCD,1,1,0.4333333,128.1667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,25,13,A,A,-,1,bl,1.666667,133.5167,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,26,13,B,B,-,1,bl,0.6666667,134.1833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,27,13,C,C,-,1,bl,1.083333,135.2667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,28,13,D,D,ABCD,1,1,0.4166667,135.6833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,29,14,A,A,-,1,bl,1.35,140.8,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,30,14,C,B,AC,0,0,0.5833333,141.3833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,31,15,A,A,-,1,bl,1.683333,149.8833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,32,15,B,B,-,1,bl,0.6,150.4833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,33,15,C,C,-,1,bl,1.966667,152.45,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,34,15,D,D,ABCD,1,1,0.3833333,152.8333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,35,16,A,A,-,1,bl,1.8,158.2833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,36,16,B,B,-,1,bl,0.8166667,159.1,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,37,16,C,C,-,1,bl,0.85,159.95,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,38,16,D,D,ABCD,1,1,0.45,160.4,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,39,17,A,A,-,1,bl,1.6,165.9667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,40,17,B,B,-,1,bl,0.8333333,166.8,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,41,17,C,C,-,1,bl,1.183333,167.9833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,42,17,D,D,ABCD,1,1,0.4333333,168.4167,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,43,18,A,A,-,1,bl,1.066667,173.3667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,44,18,B,B,-,1,bl,1.033333,174.4167,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,45,18,C,C,-,1,bl,0.9333333,175.3333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,46,18,D,D,ABCD,1,1,0.4166667,175.75,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,47,19,A,A,-,1,bl,1.883333,181.2167,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,48,19,B,B,-,1,bl,1.366667,182.5833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,49,19,C,C,-,1,bl,0.4,182.9833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,50,19,D,D,ABCD,1,1,0.4666667,183.45,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,51,20,A,A,-,1,bl,1.066667,188.5333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,52,20,B,B,-,1,bl,0.8166667,189.35,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,53,20,C,C,-,1,bl,0.8333333,190.1833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,54,20,D,D,ABCD,1,1,0.4666667,190.65,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,55,21,A,A,-,1,bl,1.083333,195.2,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,56,21,B,B,-,1,bl,0.3833333,195.5833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,57,21,C,C,-,1,bl,0.8333333,196.4167,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,58,21,D,D,ABCD,1,1,0.4,196.8167,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,59,22,A,A,-,1,bl,2.366667,203.3667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,60,22,B,B,-,1,bl,0.4833333,203.85,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,61,22,C,C,-,1,bl,0.7333333,204.5833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,62,22,D,D,ABCD,1,1,0.5,205.0833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,63,23,A,A,-,1,bl,0.8833333,210.0667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,64,23,B,B,-,1,bl,1.916667,211.9833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,65,23,C,C,-,1,bl,0.5666667,212.55,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,66,23,D,D,ABCD,1,1,0.4333333,212.9833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,67,24,A,A,-,1,bl,1.1,218.0167,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,68,24,B,B,-,1,bl,1.15,219.1667,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,69,24,C,C,-,1,bl,0.75,219.9167,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,70,24,D,D,ABCD,1,1,1.633333,221.55,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,71,25,A,A,-,1,bl,1.1,226.7833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,72,25,B,B,-,1,bl,0.6666667,227.45,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,73,25,C,C,-,1,bl,0.9833333,228.4333,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,74,25,D,D,ABCD,1,1,0.3666667,228.8,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,75,26,A,A,-,1,bl,2.1,235.1,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,76,26,B,B,-,1,bl,0.4,235.5,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,77,26,C,C,-,1,bl,1.016667,236.5167,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,78,26,D,D,ABCD,1,1,0.4666667,236.9833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,79,27,A,A,-,1,bl,1.033333,241.9833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,80,27,B,B,-,1,bl,0.6333333,242.6167,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,81,27,C,C,-,1,bl,0.9333333,243.55,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,82,27,D,D,ABCD,1,1,0.3333333,243.8833,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,83,28,A,A,-,1,bl,1.133333,248.9,05:48,1,20069 20070 20071 20072,4
Ebbinghaus,2012.06.06,84,28,B,B,-,1,bl,0.5666667,249.4667,05:48,1,20069 20070 20071 20072,4
