Sub,Date,Press,Trial,ItemPressed,CorrectItem,Progress,PressAccuracy,TrialAccuracy,RT,SessionTime,TotalTime,ListNum,ListPics,ItemsInList,NumLists,CorrectionProcedure,ex1,ex2,ex3,ListType,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Label,Ports Used,,,,,,,,,,,,,,,
Augustus,2011.03.08,25,20,C,C,-,1,bl,0.6833333,221.1167,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,4,4,sc.1152,Chamber 2,40,4,2,-,8,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,26,20,D,D,ABCD,1,1,0.5833333,221.7,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,3,3,sc.1153,Chamber 2,40,4,2,-,8,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,27,21,B,A,B,0,0,2.583333,228.1833,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,2,14,sc.1150,Chamber 2,40,4,2,-,14,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,28,22,B,A,B,0,0,0.85,235.9333,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,14,3,sc.1150,Chamber 2,40,4,2,-,3,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,29,23,D,A,D,0,0,1.7,244.6833,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,13,1,sc.1150,Chamber 2,40,4,2,-,1,15,10,13,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,30,24,C,A,C,0,0,2.866667,254.7667,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,6,0,sc.1150,Chamber 2,40,4,2,-,0,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,31,25,B,A,B,0,0,0.85,262.35,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,9,15,sc.1150,Chamber 2,40,4,2,-,15,9,12,2,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,32,26,C,A,C,0,0,1.9,271.7333,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,15,11,sc.1150,Chamber 2,40,4,2,-,11,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,33,27,D,A,D,0,0,0.75,279.4,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,13,5,sc.1150,Chamber 2,40,4,2,-,5,11,6,13,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,34,28,B,A,B,0,0,1.083333,288.3,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,4,9,sc.1150,Chamber 2,40,4,2,-,9,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,35,29,A,A,-,1,bl,1.666667,296.9667,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,14,14,sc.1150,Chamber 2,40,4,2,-,14,6,11,9,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,36,29,D,B,AD,0,0,0.4,297.3667,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,9,6,sc.1151,Chamber 2,40,4,2,-,14,6,11,9,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,37,30,C,A,C,0,0,1.566667,305.8667,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,9,15,sc.1150,Chamber 2,40,4,2,-,15,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,38,31,C,A,C,0,0,0.8166667,313.0667,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,8,2,sc.1150,Chamber 2,40,4,2,-,2,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0
Augustus,2011.03.08,39,32,A,A,-,1,bl,1.733333,322.1333,06:35,1,1150 1151 1152 1153,4,1,off,-,-,-,-,13,13,sc.1150,Chamber 2,40,4,2,-,13,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0
