"","chimp","ageDays","sex","wbc","rbc","hct","hgb","mcv","mch","mchc","lymph","monos","eos","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","globulin","triglycerides","ggtp","osmolal"
"1265","Sam",20.0958904109589,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,14,1.1,7.9,4.2,0.4,223,37,30,190,10,2.3,145,4.2,105,3.7,118,48,287
"1266","Sam",21.1178082191781,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,12,1.2,7.7,3.9,0.2,226,30,27,121,9.5,1.8,141,3.5,103,3.8,100,27,278
"1267","Samantha",12.2301369863014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","Samantha",11.3150684931507,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","Samantha",13.1369863013699,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","Sara",30.841095890411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","Sara",28.3041095890411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","Sara",29.8219178082192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","Scott",10.9178082191781,0,13400,5.56,45.4,15.2,81.7,27.3,33.5,0.043,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","Scott",9.99178082191781,0,13600,6.16,49.4,16.9,80.2,27.4,34.2,0.015,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","Scott",15.4821917808219,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,10,1,6.8,3.4,0.2,87,26,21,210,9.4,2.1,138,3.8,104,3.4,46,25,274
"1278","Scott",16.0191780821918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,9,1.3,7.3,3.7,0.3,92,23,18,205,9,2.8,143,3.7,104,3.6,92,25,281
"1279","Scott",21.3506849315068,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","Scott",22.3424657534247,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","Scott",23.827397260274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","Scott",13.0657534246575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,7,1.2,7,3.5,0.2,114,33,24,212,8.8,2.8,137,3.7,102,3.5,103,28,271
"1285","Scott",14.1150684931507,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,8,1.2,7.3,4.1,0.3,114,24,24,232,9.3,3.2,141,4.2,98,3.2,174,34,279
"1286","Scott",12.0684931506849,0,14800,5.69,46,15.6,80.8,27.4,33.9,0.04,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","Sean",7.21643835616438,1,13000,5.18,40.4,13.8,78,26.6,34.2,0.032,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","Sean",5.16164383561644,1,11800,5.44,41.4,13.9,76.1,25.6,33.6,0.017,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","Sean",6.2027397260274,1,13500,5.28,41,14,77.7,26.5,34.1,0.029,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","Sean",12.241095890411,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,14,1.1,6.5,3.8,0.2,234,37,28,167,9.7,2.7,143,3.5,101,2.7,106,23,282
"1291","Sean",11.2602739726027,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,14,1.3,7.3,4,0.2,312,29,23,188,9.6,3,144,3.6,101,3.3,155,21,284
"1292","Sean",9.3013698630137,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,14,1,7.4,4.5,0.1,873,33,32,196,10.1,3.9,142,3.4,102,2.9,160,31,280
"1293","Sean",10.2438356164384,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,12,1.1,7.1,3.9,0.1,544,25,17,159,9.7,2.7,143,3.4,104,3.2,134,27,281
"1294","Sellers",14.372602739726,0,14100,5.97,45.4,14.9,76,25,32.8,0.022,4,1,83,14,1.3,8,3.2,0.3,70,42,51,197,9,4.4,142,3.6,97,4.8,74,35,280
"1295","Sellers",13.5232876712329,0,8600,5.81,42.6,14.1,73.3,24.3,33.1,0.036,0,0,93,14,1.1,7.9,3,0.4,82,29,34,173,9,4,141,3.7,101,4.9,52,NA,NA
"1296","Sellers",15.5424657534247,0,15100,5.79,43.8,14.8,75.6,25.6,33.8,0.026,3,0,106,11,1.3,8.3,3.5,0.1,80,36,55,191,9.2,4.6,141,3.2,100,4.8,80,28,278
"1297","Sellers",16.4027397260274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,8,1.4,7.8,3.2,0.2,65,42,45,170,8.7,3.3,137,3.2,97,4.6,117,27,269
"1298","Sheena",8.62739726027397,1,15800,5.42,44.2,14.6,81.5,26.9,33,0.03,0,0,77,14,0.9,8.1,3.4,0.4,238,19,20,208,9.6,3.3,137,3.9,103,4.7,71,NA,NA
"1299","Sheena",7.4958904109589,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,15,0.9,7.4,3.4,0.5,307,26,20,204,9.3,3.3,140,4,100,4,57,NA,NA
"1300","Sheena",9.52328767123288,1,9000,4.98,41.1,13.8,82.5,27.7,33.6,0.066,6,1,87,15,1,7.8,3.6,0.1,158,22,17,198,9.5,3.8,138,4.1,104,4.2,64,21,274
"1301","Sheena",10.4821917808219,1,9800,4.68,38.9,12.6,83.1,26.9,32.4,0.031,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","Sheena",10.8849315068493,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,11,0.9,7.4,3.4,0.1,91,30,14,183,8.5,2.2,135,3.8,100,4,44,21,267
"1303","Sheila",24.9068493150685,NA,7200,5.11,41.1,13.8,80.4,27,33.6,0.062,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","Sheila",30.1917808219178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,9,0.7,7.6,3.5,0.2,72,23,25,152,9.6,1.3,145,2.9,103,4.1,145,23,284
"1305","Sheila",31.2547945205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,10,0.8,7.8,3.6,0.2,91,27,31,159,8,2.6,148,3.2,103,4.2,220,25,291
"1306","Sheila",32.1315068493151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,10,0.8,7.7,3.5,0.2,79,32,28,141,10.2,2.9,144,2.7,100,4.2,285,28,282
"1307","Sheila",27.013698630137,NA,6900,5.08,42.7,14.2,84.1,28,33.3,0.037,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","Sheila",29.0246575342466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,12,0.9,8,3.6,0.2,56,23,24,184,9.9,3,144,2.8,101,4.4,165,23,282
"1309","Sheila",26.0328767123288,NA,8900,4.93,41,13.6,83.2,27.6,33.2,0.032,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","Shirley",13.8986301369863,NA,17700,4.52,36.3,11.7,80.3,25.9,32.2,0.012,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","Shirley",11.8849315068493,NA,12800,4.71,37.4,12.3,79.4,26.1,32.9,0.038,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","Shirley",12.9205479452055,NA,9900,4.58,37,12.4,80.8,27.1,33.5,0.058,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","Shirley",17.8657534246575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,9,0.9,8,3.4,0.2,56,19,15,177,9.1,2.3,138,3.4,101,4.6,59,21,271
"1314","Shirley",14.8986301369863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,10,0.9,8.5,3.5,0.1,79,19,16,192,8.7,1.4,134,3.3,96,5,37,29,264
"1315","Shirley",15.8904109589041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,10,1,8.6,3.8,0.1,68,22,15,191,9.6,2.7,140,3.5,99,4.8,72,29,276
"1316","Shirley",16.9232876712329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,11,1.2,8.6,3.7,0.2,73,22,17,189,10.2,1.6,134,2.7,100,4.9,123,21,264
"1317","Shirley",25.9753424657534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","Shirley",24.0301369863014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","Shirley",25.3041095890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","Shirley",25.8520547945205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","Socrates",14.0575342465753,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,13,1.2,7.6,4,0.3,100,36,59,196,9.7,2.3,140,3.6,102,3.6,108,26,277
"1323","Socrates",9.7972602739726,1,17500,5.42,47.9,15.2,88.4,28,31.7,0.01,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","Socrates",11.0383561643836,1,12700,5.98,48.9,16.1,81.8,26.9,32.9,0.022,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","Socrates",12.0794520547945,1,19600,5.85,49.7,16.2,85,27.7,32.6,0.012,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","Socrates",21.0684931506849,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","Socrates",15.3205479452055,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,15,1.2,8.1,3.9,0.3,104,32,37,225,9.9,2.5,144,4,98,4.2,118,34,285
"1328","Socrates",16.2794520547945,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,17,1.9,8.3,4.1,0.2,112,36,36,208,9.6,1.7,143,3.6,103,4.2,65,34,285
"1329","Socrates",17.3123287671233,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,13,1.5,8,4,0.3,74,51,58,214,10.2,3.1,145,4,98,4,131,49,286
"1332","Sonia",39.1534246575342,1,11000,5.41,42.6,15,78.7,27.7,35.2,0.024,6,0,72,31,1,6.5,2.7,0.4,60,31,25,296,9,3.3,143,3.5,99,3.8,211,NA,NA
"1333","Sonia",40.1123287671233,1,9000,5.99,50.5,16.7,84.3,27.9,33.1,0.048,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","Sonia",37.9397260273973,1,17600,4.81,37.8,12.3,78.6,25.6,32.5,0.023,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","Sonia",37.1205479452055,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,28,1.1,6.9,3.1,0.3,47,49,23,251,9.6,2.6,143,3,100,3.8,134,NA,NA
"1336","Sonia",40.1150684931507,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,30,1.4,7.6,3.1,0.1,59,39,22,234,10.5,2,144,3.8,105,4.5,331,21,291
"1337","Sonia",42.3479452054795,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,31,1.5,6.8,2.9,0.1,68,51,30,306,9.4,1.8,141,3.5,102,3.9,227,18,285
"1338","Steward",4.50684931506849,1,10100,5.65,42.9,14.4,75.9,25.5,33.6,0.04,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","Steward",3.45479452054795,1,12600,5.27,40.8,13.1,77.4,24.9,32.1,0.033,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","Steward",9.43287671232877,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,15,1.4,7.5,3.9,0.2,296,32,30,142,9.3,3.8,139,4,98,3.6,135,22,276
"1341","Steward",5.50684931506849,1,15400,5.62,43.9,14.5,78.1,25.8,33,0.023,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","Steward",7.52328767123288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,15,0.9,7.2,3.8,0.2,833,33,22,156,10.1,5.1,138,3.7,101,3.4,104,27,274
"1343","Steward",8.54794520547945,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,18,1.3,7.6,3.6,0.2,418,24,25,140,10.1,4,139,4.3,99,4,87,17,278
"1345","Steward",10.4328767123288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,14,1.2,8.1,3.8,0.2,166,39,32,165,10.3,3.2,143,4,100,4.3,121,22,283
"1346","Steward",14.4191780821918,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347","Steward",18.1397260273973,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","Storer",13.9972602739726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,14,1.1,7.5,3.6,0.3,92,25,16,235,10.3,3.9,148,3.4,98,3.9,162,NA,NA
"1349","Storer",15,0,11300,5.28,44.9,14.8,85,28,33,0.054,0,5,142,9,1,7.1,3.6,0.5,69,23,26,228,9.7,2.9,141,3.4,96,3.5,181,NA,NA
"1350","Storer",15.9890410958904,0,13400,5.36,44.6,14.8,83.2,27.6,33.2,0.061,10,3,143,13,0.8,7.1,3.7,0.6,68,31,25,246,9.5,4.5,144,3.4,99,3.4,128,NA,NA
"1351","Storer",17.0465753424658,0,10500,5.27,44.2,14.9,83.9,28.3,33.7,0.046,4,3,147,12,1.2,7.1,3.7,0.2,134,30,27,228,9.3,4.6,142,3.1,98,3.4,159,37,282
"1352","Suwanee",11.9178082191781,0,9700,4.61,39.9,12.8,86.6,27.8,32.1,0.03,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","Suwanee",16.9561643835616,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,5,1,7.3,3.6,0.2,99,29,22,182,9.6,3.3,132,3.3,97,3.7,63,25,259
"1354","Suwanee",12.9315068493151,0,12200,4.77,38.8,13,81.3,27.3,33.5,0.021,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355","Suwanee",13.8958904109589,0,15300,4.79,38.9,13.2,81.2,27.6,33.9,0.011,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356","Suwanee",16.0575342465753,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,11,1.2,7.4,3.6,0.2,83,26,23,180,9.5,2.6,137,3.8,99,3.8,82,33,272
"1357","Suwanee",24.8575342465753,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358","Suwanee",25.7808219178082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","Suwanee",26.0465753424658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361","Suwanee",23.6904109589041,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362","Suwanee",17.972602739726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,8,1.2,7.3,4,0.2,126,33,22,146,9.2,2.8,142,3.5,103,3.3,95,21,279
"1363","Suwanee",18.9753424657534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,7,0.9,7.5,3.3,0.3,82,29,23,147,9.4,2.8,136,3.6,98,4.2,85,21,268
"1364","Suzanna",21.558904109589,0,25500,5.01,41.9,14.2,83.6,28.3,33.9,0.016,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365","Suzanna",21.0931506849315,0,12200,5.26,43.8,14.1,83.3,26.8,32.2,0.074,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366","Suzanna",26.6520547945205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,7,0.8,7.5,3.7,0.4,60,21,17,169,10.2,2.1,145,3.2,108,3.8,80,18,284
"1367","Suzanna",22.5315068493151,0,19900,4.97,41.4,14.4,83.3,28.4,34.1,0.015,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368","Suzanna",24.586301369863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,7,0.9,6.9,3.4,0.2,96,26,22,173,9.3,1.3,139,3,106,3.5,49,14,272
"1369","Suzanna",25.6027397260274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,9,0.8,7.7,3.7,0.4,72,26,29,177,10.5,1.8,144,3.5,109,4,152,31,284
"1370","Suzanna",27.4575342465753,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,9,0.6,7.1,3.5,0.2,62,22,15,171,9.1,2,144,3.7,108,3.6,58,21,284
"1371","Sylvia",6.77808219178082,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,10,0.9,6.8,3.6,0.1,380,24,14,160,9.1,3.1,136,3.5,96,3.2,55,16,268
"1372","Sylvia",7.67671232876712,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,12,0.9,7.5,4.1,0.2,479,28,15,167,9.8,2.6,141,3.1,103,3.4,49,30,277
"1373","Sylvia",8.70684931506849,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,10,0.8,7.2,3.8,0.1,292,26,12,150,9.9,2.4,145,3.6,103,3.4,46,25,285
"1374","Sylvia",5.68493150684932,1,9900,4.86,39,13,80.2,26.7,33.3,0.028,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375","Sylvia",15.1342465753425,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376","Sylvia",16.6547945205479,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377","Sylvia",17.7972602739726,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378","Sylvia",9.63287671232877,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,12,1,7.6,4.1,0.1,305,12,14,163,9.5,3.3,140,3.7,104,3.5,57,29,277
"1379","Sylvia",3.64931506849315,1,9800,4.65,35.9,11.9,77.2,25.6,33.1,0.027,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380","Sylvia",4.63013698630137,1,10000,4.49,35.5,11.9,79.1,26.5,33.5,0.021,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382","Tai",32.1643835616438,0,12500,4.56,40.2,12.8,88.2,28.1,31.8,0.067,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383","Tai",30.1561643835616,0,23900,4.5,39.9,12.2,88.7,27.1,30.6,0.028,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384","Tai",31.1671232876712,0,18900,4.04,34.7,11.2,85.9,27.7,32.3,0.024,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385","Tai",37.2684931506849,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,12,0.7,8.3,3.4,0.1,86,31,20,151,9.8,4.5,144,3.4,103,4.9,82,19,283
"1386","Tai",43.1753424657534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","Tai",44.4027397260274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388","Tai",44.958904109589,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","Tai",36.2328767123288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,11,0.9,8.9,3.7,0.1,106,24,26,187,9.5,2.7,139,3.2,97,5.2,84,19,275
"1390","Tai",34.1123287671233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,12,0.9,8.5,3.6,0.2,139,32,24,213,9.2,3.7,136,3.5,99,4.9,69,22,269
"1391","Tai",35.3479452054795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,10,0.8,8.7,3.7,0.2,124,32,33,185,9.2,2.7,144,3.1,100,5,76,22,283
"1392","Tank",11.6027397260274,1,14100,5.88,46.2,15,78.6,25.5,32.5,0.042,1,0,123,14,1.3,8.2,3.7,0.5,106,54,67,175,9.2,3.9,137,3.5,94,4.5,70,NA,NA
"1393","Tank",10.5534246575342,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,15,1.5,8.1,3.8,0.4,201,49,86,165,9.9,4.3,140,3.9,100,4.3,62,NA,NA
"1394","Tank",12.6027397260274,1,11400,5.49,44.6,14.7,81.2,26.8,33,0.026,2,0,136,17,1.6,9.4,4.1,0.4,99,65,52,148,10.3,1.9,3.8,105,0.8,NA,432,NA,NA
"1395","Tank",13.7315068493151,1,16000,5.85,46.2,15.1,79,25.8,32.7,0.03,0,0,138,13,1.4,7.7,4,0.2,99,56,46,154,9,2.7,139,3.6,100,3.7,50,NA,NA
"1396","Tara",2.74794520547945,1,16900,5.43,40.2,13.5,74,24.9,33.6,0.05,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","Tara",0.561643835616438,1,17100,4.95,37.6,12.5,76,25.3,33.2,0.067,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","Tara",7.96438356164384,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,15,0.8,7.2,4,0.1,658,41,19,227,9.7,3.6,143,4,104,3.2,57,23,285
"1399","Tara",8.93972602739726,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,13,0.6,6.8,3.9,0.2,385,43,18,231,10.2,4.9,140,4,100,2.9,70,24,278
"1400","Tara",14.1150684931507,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","Tara",15.8027397260274,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","Tara",3.8,1,9300,5.33,41.1,13.7,77.1,25.7,33.3,0.06,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","Tara",5.81643835616438,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,10,0.6,7.1,3.9,0.1,795,42,16,234,9.7,5.3,140,4.1,104,3.2,72,20,276
"1405","Tara",7.00547945205479,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,13,0.7,7.1,3.9,0.2,745,39,19,229,9.4,5.1,142,4,103,3.2,99,26,281
"1406","Travis",8.27945205479452,0,13800,5.48,42.4,14,77.4,25.5,33,0.021,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
