"V1" "V2"
"1" "chi1_3" "3.569761498186e-56"
"2" "chi2a3" "1.62057780339542e-17"
"3" "chi2b3" "2.60689798842951e-09"
"4" "chimt" "0.0550147597962803"
"5" "bic1" "277.043126888876"
"6" "bic2a" "100.655186741852"
"7" "bic2c" "278.701330065115"
"8" "bic2b" "63.5529259281498"
"9" "bic3" "34.4924533566333"
"10" "aic2a" "91.86132743142"
"11" "aic2b" "54.7590666177175"
"12" "aic3" "21.3016643909849"
