"V1" "V2"
"1" "chi1_3" "8.68766461624726e-09"
"2" "chi2a3" "0.0277570116952098"
"3" "chi2b3" "0.000263714784428036"
"4" "chimt" "0.383521496987965"
"5" "bic1" "60.1371900277216"
"6" "bic2a" "34.2544927935673"
"7" "bic2c" "65.4492822231172"
"8" "bic2b" "42.7233830833008"
"9" "bic3" "35.8083259829494"
