"V1" "V2"
"1" "chi1_3" "6.57756345144909e-50"
"2" "chi2a3" "5.50890894631616e-15"
"3" "chi2b3" "7.40483075053502e-07"
"4" "chimt" "0.191261524927093"
"5" "bic1" "248.222430287793"
"6" "bic2a" "89.201221983122"
"7" "bic2c" "252.505785445878"
"8" "bic2b" "52.6383003084604"
"9" "bic3" "34.5317646402625"
"10" "aic2a" "80.4007070925043"
"11" "aic2b" "43.8377854178427"
"12" "aic3" "21.3309923043361"
