"V1" "V2"
"1" "chi1_3" "5.06953044549768e-25"
"2" "chi2a3" "0.00365595777028749"
"3" "chi2b3" "1.97558362607286e-10"
"4" "chimt" "0.15228953291487"
"5" "bic1" "134.713249689137"
"6" "bic2a" "37.6829702141637"
"7" "bic2c" "138.443148145818"
"8" "bic2b" "69.7263779216391"
"9" "bic3" "35.6409483535242"
"10" "aic2a" "28.872513298102"
"11" "aic2b" "60.9159210055774"
"12" "aic3" "22.4252629794316"
