"V1" "V2"
"1" "chi1_3" "4.15886026302453e-52"
"2" "chi2a3" "1.86446648290322e-20"
"3" "chi2b3" "0.012501412830191"
"4" "chimt" "0.111962405236114"
"5" "bic1" "257.206640485314"
"6" "bic2a" "112.91823825942"
"7" "bic2c" "260.667582163191"
"8" "bic2b" "33.2268628597204"
"9" "bic3" "33.388787827552"
"10" "aic2a" "104.117723368802"
"11" "aic2b" "24.4263479691028"
"12" "aic3" "20.1880154916256"
