Sub	Date	Trial	Samples	Accuracy	RiskChoices	Risk	NumRiskChoices	RT	RtRisk	PressedSample	CorSampPort	CorrectPort	PortPressed	PBSCoverall	SamplesTime	GoPressTime	ChoiceShown	ChoiceTime	NumChoices	ex2	ex3	SampleToRespRT	Pellet	Tokens	RiskBias	RiskSide	PicturePressed	CorrectPicture	SampleDuration	SimHintDuration	Delay	Chamber	TrialsPerSession	Criterion	TO	ITI	RiskOrder	Randomrisk?
ebbi	2009.02.27	39	3	0	threerisk	Low	3	0.95	0.483	1	1	6	5	0.772	511.683	513.45	518.217	519.167	8	bl	bl	3.133333	0	6	0	Left	1491	999	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	40	3	1	threerisk	High	3	0.817	0.483	<n/a>	0	5	5	0.772	522.7	523.367	528.167	528.983	8	bl	bl	3.033333	2	7	0	Right	1526	1526	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	41	3	1	threerisk	High	3	1.417	0.433	<n/a>	2	7	7	0.772	536.533	538.5	543.283	544.7	8	bl	bl	3.616667	2	6	0	Right	1347	1347	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	42	3	1	threerisk	High	3	2.433	0.383	<n/a>	1	6	6	0.772	552.117	553.867	557.617	560.05	8	bl	bl	3.616667	2	6	0	Right	2493	2493	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	43	3	1	threerisk	High	3	1.417	0.533	<n/a>	2	11	11	0.772	567.417	569.85	574.65	576.067	8	bl	bl	3.633333	2	6	0	Right	1889	1889	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	44	3	0	threerisk	Low	3	2.467	0.533	1	2	8	7	0.772	583.583	587.967	591.75	594.217	8	bl	bl	3.683333	0	6	0	Left	539	102	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	45	3	1	threerisk	High	3	1.25	0.467	<n/a>	0	8	8	0.772	597.8	598.433	603.217	604.467	8	bl	bl	3.45	2	7	0	Right	594	594	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	46	3	1	threerisk	High	3	1.217	0.483	<n/a>	0	6	6	0.772	611.967	614	618.783	620	8	bl	bl	3.416667	2	6	0	Right	1574	1574	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	47	3	1	threerisk	High	3	0.9	0.483	<n/a>	0	8	8	0.772	627.4	629.3	634.15	635.05	8	bl	bl	3.15	2	6	0	Right	1851	1851	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	48	3	1	threerisk	High	3	0.983	0.583	<n/a>	2	4	4	0.772	642.5	644.617	649.433	650.417	8	bl	bl	3.2	2	6	0	Right	1096	1096	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	49	3	1	threerisk	Low	3	1.217	0.567	<n/a>	1	10	10	0.772	657.933	659.917	664.683	665.9	8	bl	bl	3.4	0	6	0	Left	1613	1613	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	50	3	1	threerisk	High	3	1.217	0.433	<n/a>	0	8	8	0.772	669.517	670.383	674.183	675.4	8	bl	bl	2.45	2	7	0	Right	1144	1144	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	51	3	0	threerisk	Low	3	0.667	0.45	0	2	11	9	0.772	682.917	685.433	690.25	690.917	8	bl	bl	2.9	0	6	0	Left	1234	1885	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	52	3	1	threerisk	Low	3	0.733	0.533	<n/a>	0	8	8	0.772	694.417	695.167	699.917	700.65	8	bl	bl	2.9	0	7	0	Left	644	644	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	53	3	0	threerisk	Low	3	0.617	0.45	0	2	6	9	0.772	704.167	704.883	709.65	710.267	8	bl	bl	2.8	0	8	0	Left	1797	208	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	54	3	0	threerisk	Low	3	0.767	0.483	1	0	8	9	0.772	713.6	714.233	719.017	719.783	8	bl	bl	2.966667	2	9	0	Left	633	188	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	55	3	1	threerisk	High	3	1.6	0.467	<n/a>	1	10	10	0.772	724.867	727.633	732.433	734.033	8	bl	bl	3.816667	2	6	0	Right	671	671	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	56	3	1	threerisk	High	3	1.433	0.5	<n/a>	2	11	11	0.772	741.483	744.017	748.8	750.233	8	bl	bl	3.633333	2	6	0	Right	871	871	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	57	3	1	threerisk	High	3	0.683	0.533	<n/a>	1	4	4	0.772	757.7	760.283	765.133	765.817	8	bl	bl	2.95	2	6	0	Right	2457	2457	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	58	3	1	threerisk	High	3	1.867	0.45	<n/a>	2	7	7	0.772	773.317	775.5	779.317	781.183	8	bl	bl	3.1	2	6	0	Right	1960	1960	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	59	3	0	threerisk	Low	3	0.85	0.633	1	1	7	8	0.772	788.55	790.65	794.433	795.283	8	bl	bl	2.05	0	6	0	Left	973	431	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.27	60	3	0	threerisk	Low	3	1.333	0.517	1	2	4	10	0.772	798.983	799.75	803.517	804.85	8	bl	bl	2.516667	0	7	0	Left	2277	1227	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	1	3	0	threerisk	Low	3	1.5	0.55	1	1	9	10	0.833	2.6	17.467	22.15	23.65	8	bl	bl	3.633333	0	6	0	Left	2156	1273	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	2	3	0	threerisk	Low	3	1.733	1.317	1	1	11	6	0.833	27.667	35.95	40.75	42.483	8	bl	bl	3.95	0	7	0	Left	421	1899	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	3	3	0	threerisk	Low	3	0.817	1.417	1	2	7	9	0.833	46.75	47.6	51.383	52.2	8	bl	bl	2.033333	0	8	0	Left	1252	847	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	4	3	0	threerisk	Low	3	0.817	0.5	1	2	10	9	0.833	56.5	57.2	62	62.817	8	bl	bl	3.033333	2	9	0	Left	190	2264	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	5	3	1	threerisk	High	3	1.233	0.5	<n/a>	1	10	10	0.833	67.917	69.683	74.467	75.7	8	bl	bl	3.433333	2	6	0	Right	1393	1393	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	6	3	1	threerisk	High	3	1.1	0.45	<n/a>	0	11	11	0.833	83.2	84.967	89.767	90.867	8	bl	bl	3.316667	2	6	0	Right	1111	1111	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	7	3	0	threerisk	Low	3	2.2	0.55	1	1	4	9	0.833	98.333	101.3	105.083	107.283	8	bl	bl	3.416667	0	6	0	Left	77	2475	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	8	3	1	threerisk	High	3	0.767	0.45	<n/a>	1	5	5	0.833	110.9	111.45	116.267	117.033	8	bl	bl	3	2	7	0	Right	2110	2110	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	9	3	1	threerisk	High	3	0.817	0.417	<n/a>	2	5	5	0.833	124.533	127.15	131.95	132.767	8	bl	bl	3.033333	2	6	0	Right	2123	2123	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	10	3	0	threerisk	Low	3	0.633	0.517	0	2	6	5	0.833	140.15	142.067	146.833	147.467	8	bl	bl	2.816667	0	6	0	Left	1040	248	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	11	3	1	threerisk	High	3	1.067	0.4	<n/a>	0	10	10	0.833	151.033	151.55	156.367	157.433	8	bl	bl	3.3	2	7	0	Right	160	160	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	12	3	1	threerisk	High	3	1.467	0.517	<n/a>	1	6	6	0.833	164.917	167.3	172.1	173.567	8	bl	bl	3.683333	2	6	0	Right	2168	2168	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	13	3	0	threerisk	Low	3	0.85	0.55	0	2	8	10	0.833	181.067	183.017	187.8	188.65	8	bl	bl	3.05	0	6	0	Left	1190	1355	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	14	3	0	threerisk	Low	3	0.683	0.483	1	1	6	7	0.833	192.283	192.95	197.717	198.4	8	bl	bl	2.866667	0	7	0	Left	1468	102	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	15	3	0	threerisk	Low	3	0.617	0.483	0	2	4	10	0.833	201.833	202.317	207.083	207.7	8	bl	bl	2.8	0	8	0	Left	985	1833	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	16	3	0	threerisk	Low	3	0.6	0.483	0	1	11	4	0.833	211.083	211.733	216.517	217.117	8	bl	bl	2.8	2	9	0	Left	464	2283	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	17	3	1	threerisk	High	3	2.333	0.533	<n/a>	1	11	11	0.833	222.2	224.283	228.083	230.417	8	bl	bl	3.55	2	6	0	Right	2284	2284	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	18	3	0	threerisk	Low	3	1.167	0.483	1	1	11	10	0.833	237.917	242.05	246.85	248.017	8	bl	bl	3.383333	0	6	0	Left	700	1973	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	19	3	0	threerisk	Low	3	0.7	0.483	0	0	7	10	0.833	251.583	252.15	255.9	256.6	8	bl	bl	1.883333	0	7	0	Left	1191	359	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	20	3	0	threerisk	Low	3	0.567	0.517	0	1	6	9	0.833	260.067	260.733	265.517	266.083	8	bl	bl	2.766667	0	8	0	Left	2306	2085	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	21	3	0	threerisk	Low	3	0.8	0.467	0	1	4	9	0.833	269.483	270.15	273.95	274.75	8	bl	bl	2.033333	2	9	0	Left	1464	1874	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	22	3	1	threerisk	High	3	0.667	0.5	<n/a>	1	4	4	0.833	279.817	282.283	287.067	287.733	8	bl	bl	2.883333	2	6	0	Right	839	839	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	23	3	0	threerisk	Low	3	1.483	0.55	0	1	8	5	0.833	295.25	297.167	300.933	302.417	8	bl	bl	2.683333	0	6	0	Left	2112	579	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	24	3	1	threerisk	High	3	0.75	0.5	<n/a>	2	4	4	0.833	306.067	306.583	311.367	312.117	8	bl	bl	2.95	2	7	0	Right	1959	1959	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	25	3	0	threerisk	High	3	1.917	0.467	1	0	6	10	0.833	319.65	322.05	325.85	327.767	8	bl	bl	3.133333	0	6	0	Right	498	2009	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	26	3	0	threerisk	Low	3	0.883	0.533	0	0	8	6	0.833	334.667	335.95	340.717	341.6	8	bl	bl	3.066667	0	2	0	Left	1049	2169	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	27	3	1	threerisk	High	3	1.483	0.5	<n/a>	1	7	7	0.833	345.45	346.083	350.85	352.333	8	bl	bl	3.666667	0	3	0	Right	1639	1639	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	28	3	0	threerisk	Low	3	0.617	0.533	0	0	4	9	0.833	358.95	359.583	364.367	364.983	8	bl	bl	2.833333	0	7	0	Left	308	1710	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	29	3	0	threerisk	Low	3	0.667	0.667	0	1	9	4	0.833	368.533	369.333	374.1	374.767	8	bl	bl	2.85	0	8	0	Left	336	1625	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	30	3	0	threerisk	Low	3	0.75	0.467	1	2	9	5	0.833	378.333	378.967	383.767	384.517	8	bl	bl	2.966667	2	9	0	Left	2204	1597	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	31	3	1	threerisk	High	3	1.933	0.5	<n/a>	2	11	11	0.833	389.617	391.45	396.233	398.167	8	bl	bl	4.133333	2	6	0	Right	512	512	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	32	3	1	threerisk	High	3	0.867	0.5	<n/a>	0	5	5	0.833	405.633	407.2	412	412.867	8	bl	bl	3.1	2	6	0	Right	1358	1358	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	33	3	0	threerisk	Low	3	0.583	0.583	1	0	4	5	0.833	421.583	422.65	427.483	428.067	8	bl	bl	2.833333	0	6	0	Left	1119	2471	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	34	3	1	threerisk	Low	3	0.717	0.483	<n/a>	2	10	10	0.833	431.717	432.383	437.133	437.85	8	bl	bl	2.883333	0	7	0	Left	478	478	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	35	3	0	threerisk	Low	3	1.05	0.667	0	0	6	9	0.833	441.55	442.117	446.867	447.917	8	bl	bl	3.233333	0	8	0	Left	1857	1319	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	36	3	1	threerisk	Low	3	0.65	0.483	<n/a>	0	9	9	0.833	451.467	452.133	456.917	457.567	8	bl	bl	2.85	2	9	0	Left	907	907	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	37	3	1	threerisk	High	3	1.683	0.517	<n/a>	1	7	7	0.833	462.65	464.567	469.333	471.017	8	bl	bl	3.866667	2	6	0	Right	2006	2006	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	38	3	0	threerisk	Low	3	1.167	0.5	1	2	9	6	0.833	478.517	481.367	486.15	487.317	8	bl	bl	3.366667	0	6	0	Left	1485	1504	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	39	3	0	threerisk	Low	3	0.667	0.483	0	0	8	5	0.833	490.867	491.483	495.267	495.933	8	bl	bl	1.883333	0	7	0	Left	74	334	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	40	3	1	threerisk	Low	3	0.6	0.517	<n/a>	1	6	6	0.833	499.367	499.95	504.717	505.317	8	bl	bl	2.783333	0	8	0	Left	1420	1420	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	41	3	0	threerisk	Low	3	0.55	0.483	0	1	9	5	0.833	508.7	509.267	514.05	514.6	8	bl	bl	2.75	2	9	0	Left	101	229	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	42	3	1	threerisk	High	3	1.15	0.433	<n/a>	0	10	10	0.833	519.7	521.133	525.933	527.083	8	bl	bl	3.383333	2	6	0	Right	184	184	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	43	3	1	threerisk	High	3	1.517	0.533	<n/a>	1	7	7	0.833	534.517	536.3	541.1	542.617	8	bl	bl	3.733333	2	6	0	Right	1826	1826	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	44	3	1	threerisk	High	3	0.7	0.467	<n/a>	2	4	4	0.833	550.1	552.75	557.55	558.25	8	bl	bl	2.916667	2	6	0	Right	1096	1096	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	45	3	1	threerisk	High	3	0.883	0.483	<n/a>	0	8	8	0.833	565.717	568.6	573.4	574.283	8	bl	bl	3.1	2	6	0	Right	2305	2305	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	46	3	1	threerisk	High	3	0.7	0.483	<n/a>	0	4	4	0.833	581.767	584.55	589.35	590.05	8	bl	bl	2.916667	2	6	0	Right	100	100	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	47	3	1	threerisk	High	3	0.65	0.45	<n/a>	0	5	5	0.833	597.5	600.367	605.15	605.8	8	bl	bl	2.866667	2	6	0	Right	1530	1530	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	48	3	1	threerisk	High	3	0.917	0.483	<n/a>	2	5	5	0.833	613.217	615.3	620.067	620.983	8	bl	bl	3.116667	2	6	0	Right	411	411	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	49	3	1	threerisk	High	3	0.85	0.467	<n/a>	1	5	5	0.833	628.417	631.35	636.167	637.017	8	bl	bl	3.083333	2	6	0	Right	1585	1585	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	50	3	0	threerisk	High	3	0.867	0.5	1	2	9	8	0.833	644.417	647.35	652.1	652.967	8	bl	bl	3.033333	0	6	0	Right	2431	326	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	51	3	0	threerisk	Low	3	0.883	0.483	1	0	4	6	0.833	659.917	660.733	665.5	666.383	8	bl	bl	3.066667	0	2	0	Left	2030	1308	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	52	3	0	threerisk	Low	3	0.633	0.483	1	2	5	9	0.833	670.2	670.917	675.7	676.333	8	bl	bl	2.833333	0	3	0	Left	1126	674	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	53	3	0	threerisk	Low	3	1.683	0.483	1	2	11	9	0.833	680.1	680.733	685.5	687.183	8	bl	bl	3.866667	0	4	0	Left	901	2035	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	54	3	0	threerisk	Low	3	0.65	0.467	0	0	5	11	0.833	690.883	691.667	696.467	697.117	8	bl	bl	2.866667	0	5	0	Left	1967	1002	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	55	3	0	threerisk	Low	3	0.633	0.45	0	0	11	10	0.833	700.7	701.567	706.383	707.017	8	bl	bl	2.866667	0	6	0	Left	2415	765	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	56	3	1	threerisk	High	3	0.783	0.433	<n/a>	0	8	8	0.833	710.533	711.25	716.05	716.833	8	bl	bl	3	2	7	0	Right	837	837	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	57	3	1	threerisk	High	3	0.783	0.483	<n/a>	0	8	8	0.833	724.383	726.383	731.167	731.95	8	bl	bl	2.983333	2	6	0	Right	1244	1244	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	58	3	1	threerisk	High	3	0.75	0.517	<n/a>	2	4	4	0.833	739.417	741.283	746.033	746.783	8	bl	bl	2.916667	2	6	0	Right	1997	1997	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	59	3	1	threerisk	High	3	1.6	0.533	<n/a>	0	7	7	0.833	754.283	756.55	761.333	762.933	8	bl	bl	3.8	2	6	0	Right	754	754	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.26	60	3	0	threerisk	Low	3	2.2	0.5	1	1	7	6	0.833	770.45	772.383	776.15	778.35	8	bl	bl	3.4	0	6	0	Left	1088	782	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	1	3	1	threerisk	Low	3	0.7	0.55	<n/a>	2	5	5	0.671	1.15	36.383	41.067	41.767	8	bl	bl	2.85	0	6	0	Left	1329	1329	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	2	3	0	threerisk	Low	3	0.633	0.533	0	2	6	9	0.671	45.733	50.067	54.867	55.5	8	bl	bl	2.866667	0	7	0	Left	1621	1788	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	3	3	1	threerisk	High	3	1.05	0.483	<n/a>	2	8	8	0.671	59.55	60.717	65.5	66.55	8	bl	bl	3.25	2	8	0	Right	1348	1348	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	4	3	1	threerisk	Low	3	1.217	1.15	<n/a>	0	10	10	0.671	74.217	76.217	80	81.217	8	bl	bl	2.433333	0	6	0	Left	1824	1824	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	5	3	0	threerisk	Low	3	0.683	0.483	1	0	7	9	0.671	85.45	86.033	90.8	91.483	8	bl	bl	2.866667	0	7	0	Left	1863	2284	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	6	3	1	threerisk	Low	3	0.733	0.517	<n/a>	2	9	9	0.671	94.9	96.3	101.067	101.8	8	bl	bl	2.933333	0	8	0	Left	918	918	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	7	3	1	threerisk	High	3	1.633	0.467	<n/a>	0	9	9	0.671	105.233	106.167	109.967	111.6	8	bl	bl	2.866667	2	9	0	Right	1734	1734	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	8	3	1	threerisk	High	3	1.633	0.517	<n/a>	0	5	5	0.671	119.3	122.15	126.9	128.533	8	bl	bl	3.816667	2	6	0	Right	192	192	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	9	3	0	threerisk	Low	3	0.817	0.467	0	0	6	10	0.671	136	138.283	143.05	143.867	8	bl	bl	3.016667	0	6	0	Left	1936	2478	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	10	3	1	threerisk	Low	3	1.017	0.483	<n/a>	1	9	9	0.671	147.383	147.917	152.667	153.683	8	bl	bl	3.183333	0	7	0	Left	1490	1490	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	11	3	0	threerisk	Low	3	0.633	0.483	0	0	10	9	0.671	157.133	158.233	162.983	163.617	8	bl	bl	2.816667	0	8	0	Left	1473	101	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	12	3	0	threerisk	Low	3	0.583	0.5	0	2	7	9	0.671	166.967	167.45	172.233	172.817	8	bl	bl	2.783333	2	9	0	Left	2328	508	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	13	3	1	threerisk	High	3	1.4	0.617	<n/a>	1	11	11	0.671	177.9	180.45	185.2	186.6	8	bl	bl	3.583333	2	6	0	Right	2234	2234	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	14	3	1	threerisk	High	3	1.617	0.7	<n/a>	1	11	11	0.671	194.183	195.65	200.383	202	8	bl	bl	3.783333	2	6	0	Right	2001	2001	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	15	3	1	threerisk	Low	3	1.133	0.583	<n/a>	0	10	10	0.671	209.683	211.383	216.183	217.317	8	bl	bl	3.35	0	6	0	Left	296	296	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	16	3	0	threerisk	Low	3	0.7	0.517	1	2	8	10	0.671	220.917	221.45	226.2	226.9	8	bl	bl	2.883333	0	7	0	Left	900	1992	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	17	3	1	threerisk	High	3	1.183	0.517	<n/a>	1	7	7	0.671	230.4	231.033	235.8	236.983	8	bl	bl	3.366667	2	8	0	Right	1306	1306	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	18	3	1	threerisk	High	3	0.85	0.417	<n/a>	0	4	4	0.671	244.617	247.483	252.25	253.1	8	bl	bl	3.033333	2	6	0	Right	1181	1181	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	19	3	1	threerisk	High	3	1.4	0.617	<n/a>	1	6	6	0.671	260.467	262.883	267.65	269.05	8	bl	bl	3.583333	2	6	0	Right	702	702	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	20	3	1	threerisk	High	3	0.867	0.5	<n/a>	1	8	8	0.671	276.633	278.217	283	283.867	8	bl	bl	3.083333	2	6	0	Right	1436	1436	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
ebbi	2009.02.20	21	3	1	threerisk	High	3	0.833	0.483	<n/a>	0	8	8	0.671	291.3	293.8	298.55	299.383	8	bl	bl	3.016667	2	6	0	Right	1454	1454	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk
