sex,status,age_pr,age,origin,sample,Dom,Ext,Con,Agr,Neu,Opn
0,0,27.42687657,37.56390977,WILD,4,4.377777778,3.866666667,4.642857143,3.388888889,3.533333333,3.416666667
1,1,23.26351814,25.24128503,WILD,2,4.902777778,4.111111111,4.074074074,3.533333333,4.444444444,3.083333334
0,0,38.82089893,46.69036227,WILD,4,4.155555556,4.6,5.214285714,4.666666667,3,4.583333333
0,0,19.94258373,35.40396446,CAPTIVE,6,6.75,4.777777778,2,2,3.666666667,6.5
1,0,13.78872918,22.79699248,CAPTIVE,4,5.088888889,5.133333333,4.738095238,3.5,4.4,3
0,0,10.03696099,31.93438141,CAPTIVE,2,3.041666667,3.388888889,5.185185185,3.433333333,4.888888889,2.916666667
0,1,36.28336756,43.31373889,WILD,4,3.133333333,4.8,5.785714286,5.583333333,4.5,5.25
0,0,12.93233083,27.56801094,CAPTIVE,6,4.416666667,3.444444444,3.666666667,2.8,3.666666667,3.5
0,1,16.41831852,22.90088859,CAPTIVE,6,2.5,1.888888889,5.777777778,4,5,1
1,0,4.741957563,26.70676692,CAPTIVE,2,3.333333333,5.888888889,4.925925926,4.066666667,4.444444445,3.5
0,1,8.724538619,13.12645249,CAPTIVE,6,4.5,4.5,5.277777778,4.2,2.833333333,3.5
0,1,24.80382775,32.28708134,CAPTIVE,6,4.25,4.055555556,4.388888889,3.3,5.166666667,3.25
0,0,3.006160164,24.57689679,CAPTIVE,2,3.416666667,6.266666667,5.777777778,4.8,3.733333333,5
1,1,29.44832307,42.37593985,WILD,2,4.208333333,3,6.111111111,4.5,5.166666667,3.25
1,0,4.470266576,22.85440875,CAPTIVE,6,5.333333333,4.777777778,3.444444444,3,6.666666667,2.5
1,0,27.56468172,37.70334928,WILD,4,3.444444444,3.066666667,4.238095238,3.722222222,3.733333333,3.5
0,0,6.198494182,28.15311005,CAPTIVE,2,5.472222222,5.851851852,3.851851852,3.4,4.888888889,6.333333333
1,0,11.12388775,21.1619959,CAPTIVE,4,4.08,4.62,3.571428571,3.333333333,4.44,2.65
0,1,18.57552973,32.76008202,CAPTIVE,6,4.416666667,4.777777778,5.777777778,5.8,3,4.5
0,0,9.456536619,31.40943267,CAPTIVE,2,4.416666667,5.259259259,5.62962963,3.933333334,4.777777778,4.166666667
1,1,19.82501709,22.20369105,CAPTIVE,6,4.291666667,2.277777778,4,3.1,5.166666667,2.75
0,0,10.17634997,25.81818182,CAPTIVE,6,3.333333333,4.555555556,5.333333333,5.4,3.666666667,2.5
1,1,28.28838695,34.56185919,WILD,4,5.177777778,4.2,4.023809524,3.611111111,3.733333333,4.25
1,0,16.13780516,26.29665072,CAPTIVE,4,5.133333333,4.566666667,4.547619048,3.777777778,3.2,4.416666667
0,0,29.5721121,35.76760082,CAPTIVE,3,5.733333333,4.2,5.214285714,3.666666667,3.1,5.375
0,0,6.156513803,16.26794258,CAPTIVE,4,4.022222222,4.466666667,4.595238095,2.944444444,3.666666667,4.5
1,1,5.297741273,12.33902939,CAPTIVE,2,4.85,6.044444444,4.4,3.44,4.133333333,6.7
0,1,41.54414784,42.32946001,CAPTIVE,4,4.044444444,3.1,6.166666667,1.222222222,3.8,1.5
0,0,31.98359535,49.15379357,WILD,6,3.833333333,3.111111111,6,4,4.666666667,4
0,0,4.758384668,16.99521531,CAPTIVE,2,3.375,5.611111111,4.472222222,4.3,4.666666667,6
0,1,26.20670773,32.07655502,CAPTIVE,4,3.933333333,3.933333333,4.119047619,3.444444445,4,4.916666667
0,1,38.45516769,45.62679426,CAPTIVE,4,4.416666667,3.75,5.232142857,3.75,3.95,3.4375
1,0,9.342447027,27.53520164,CAPTIVE,6,4.833333333,3.555555556,3.055555556,3.2,5,3.75
0,0,33.64319891,39.83868763,CAPTIVE,3,4.183333333,3.525,4.875,3.875,3.85,4.125
0,0,26.58179329,38.75871497,CAPTIVE,2,4.833333333,4.388888889,3.361111111,4.05,5.5,4.125
0,0,27.42505133,37.56390977,WILD,4,4.822222222,4.7,4.642857143,4.611111111,3.733333333,4.166666667
1,1,8.355920602,9.227614491,CAPTIVE,2,3.416666667,4.555555556,4.037037037,2.733333333,5.444444444,2.833333333
0,0,5.185489391,26.75324675,CAPTIVE,2,4.25,5.611111111,3.722222222,3.4,4.833333333,5
0,0,14.45174538,23.52426521,CAPTIVE,4,4.55,4.6,5.035714286,3.5,3.9,4.0625
1,0,37.49829118,43.6937799,WILD,3,5.25,4.8,4.946428571,4.541666667,3,4.8125
1,0,14.40109514,24.62611073,CAPTIVE,4,3.977777778,4.533333333,4.047619048,3.833333333,3.733333333,4.166666667
0,0,17.90006845,21.96308954,CAPTIVE,2,5.041666667,4.203703704,3.944444445,3.733333333,3.944444444,3.083333334
0,1,39.84962406,51.71838688,CAPTIVE,6,3.083333333,2.944444444,5.833333333,3.6,3.666666667,2.5
1,1,8.588637919,10.83526999,CAPTIVE,2,2.777777778,4.314814815,5.12962963,4.8,4.222222222,4.5
1,1,11.16062884,25.93301435,CAPTIVE,6,4.541666667,4.722222222,4.611111111,3.3,4.166666667,5.25
0,0,10.42847365,32.39371155,CAPTIVE,2,4.083333333,4.666666667,4.407407407,3.9,3.777777778,4.083333333
0,0,3.143052704,7.7949419,CAPTIVE,2,2.866666667,6.177777778,6,5.04,4.4,4.7
1,0,20.12685375,30.34039645,CAPTIVE,4,4.155555556,3.533333333,3.714285714,3.277777778,5.333333333,3.333333333
1,1,38.93096377,43.67190704,CAPTIVE,6,3.416666667,2.666666667,5.666666667,3.8,3,1
1,1,9.227614491,26.23103213,CAPTIVE,6,4.041666667,5.444444444,5.166666667,4.9,4.166666667,5.75
1,1,20.55228982,28.16678059,CAPTIVE,6,4.541666667,3.111111111,4.722222222,3.5,3,3.75
1,1,14.4278879,22.66848941,CAPTIVE,6,5.083333333,4.222222222,2.888888889,2.6,5.333333333,4.5
1,1,30.2642026,48.7874231,WILD,2,5.25,4.555555555,4.444444444,4.2,5.111111111,3.666666667
1,1,11.41490089,23.99726589,CAPTIVE,6,4.833333333,2.666666667,4.888888889,3,2.333333333,2.5
0,1,26.5389003,27.41216678,WILD,4,3.733333333,4.166666667,5.166666667,4.222222222,3.266666667,3.833333334
1,0,19.87405886,41.83458647,CAPTIVE,2,5.611111111,4.796296296,3.87037037,4.4,4.5,3.916666667
0,1,40.62149213,51.30280246,WILD,4,4.244444444,3.333333333,3.571428572,3.055555556,4.6,3.75
1,0,4.093086927,16.13123718,CAPTIVE,2,4.5,5.722222222,4.555555556,4.1,4.833333333,4
1,0,6.439425051,22.73137389,CAPTIVE,2,4.666666667,5.333333333,3,2.4,5,6
1,0,1.861054073,10.95010253,CAPTIVE,4,3.633333333,5.55,5.25,3.875,3.75,4.1875
0,0,28.51289071,38.7012987,CAPTIVE,4,4.8,4.6,4.738095238,4.222222222,3.866666667,3.75
1,0,11.29819758,20.07655502,CAPTIVE,4,3.355555555,3.933333333,4.904761905,3.277777778,4.666666667,3.333333334
0,0,9.96582365,28.61790841,CAPTIVE,6,3.916666667,5.055555556,6.222222222,5.1,4,5
0,0,12.14601871,21.15652768,CAPTIVE,4,3.111111111,3.6,4.357142857,3.166666667,5.733333333,5.083333333
0,0,7.471594798,29.24401914,CAPTIVE,2,3.291666667,5.777777778,5.111111111,4.6,5.333333333,4.75
1,0,26.68651608,35.75119617,CAPTIVE,4,4.616666667,3.475,5.982142857,4.875,3.3,3
1,0,12.68720055,24.71360219,CAPTIVE,2,2.875,5.666666667,5.944444444,5.1,4.833333333,4
1,0,13.09696555,23.37115516,CAPTIVE,4,4.933333333,4.4,3.928571429,3.611111111,3.8,4.166666667
0,1,7.698836413,10.84073821,CAPTIVE,2,4.516666667,5.755555556,3.977777778,3.36,5,6.3
0,1,15.19070403,28.85030759,CAPTIVE,6,2.666666667,4.333333333,6,5,2.666666667,1.5
0,0,8.002734108,22.64388243,CAPTIVE,6,4.458333333,5.055555556,4.166666667,4.1,5.333333333,5.5
1,1,23.22792608,44.582365,WILD,2,6.21875,4.736111111,4.75,3.725,4.958333333,5.0625
1,0,18.81086014,29.00341763,CAPTIVE,4,5.066666667,4.466666667,4.285714286,4,3.133333333,4
0,0,27.69651401,46.04237867,WILD,6,4.25,3.444444444,5.611111111,4.3,2.5,3.5
1,1,11.94805195,26.81339713,CAPTIVE,6,6.583333333,5.111111111,4.111111111,5,4.666666667,6.5
1,1,35.36573123,38.25837321,WILD,4,4.533333333,4.733333333,4.833333333,4.166666667,2.933333333,4.333333334
1,1,12.91592618,22.91729323,CAPTIVE,6,5,3.666666667,3.111111111,2,6,3.5
1,0,9.404517454,30.07792208,CAPTIVE,2,3.791666667,6.5,5.388888889,3.9,5.333333333,5.5
1,0,23.24161533,45.1975393,WILD,2,4.263888889,3.574074074,3.888888889,3.2,4.833333333,3.166666667
0,0,13.31143053,35.26725906,CAPTIVE,2,2.694444444,4.444444444,6.481481482,4.6,4.555555556,2.666666667
0,0,8.761122519,24.11756664,CAPTIVE,2,5.395833333,5.611111111,3.472222222,3.7,4.75,5.875
0,0,14.64750171,35.71018455,CAPTIVE,2,4.902777778,4.648148148,5.462962963,5,3.388888889,3.833333334
0,0,35.94433037,44.69446343,WILD,4,4.244444445,3.366666667,4.5,3.833333333,4.8,3.166666667
0,0,19.94524298,41.48462064,CAPTIVE,2,4.138888889,3.888888889,2.833333333,2.866666667,6.055555556,3.25
1,1,11.59261791,28.92686261,CAPTIVE,6,4.25,4,4.722222222,3.9,4,2.75
0,0,23.26625599,25.30143541,WILD,2,4.861111111,4.740740741,4.703703704,5,4.222222222,5.666666667
0,1,6.600958248,27.54066986,CAPTIVE,2,3.388888889,5.037037037,5.259259259,4,4.888888889,3.166666667
1,1,50.24503765,53.60492139,WILD,2,6.041666667,3.5,4,2.7,4.5,4.75
1,0,30.62651152,40.69993165,WILD,4,4.688888889,4.066666667,4.404761905,2.722222222,4.666666667,2.833333334
0,0,22.68856947,32.77922078,CAPTIVE,4,3.133333333,3,5.261904762,3.833333334,3.8,3
0,0,11.05946685,28.22419686,CAPTIVE,6,4.75,4.222222222,4.444444444,3.8,3.666666667,2.5
1,1,30.31895962,41.44360902,WILD,2,4.944444445,4.203703703,4.388888889,4.166666667,4.111111111,3.916666667
0,0,16.93451974,27.09774436,CAPTIVE,4,3.044444445,3.466666667,4.642857143,3.333333334,4.933333333,3.5
0,0,6.179084074,23.25632262,CAPTIVE,6,3.083333333,4.888888889,5,4.2,5.333333333,5.5
0,0,17.38892686,23.58441558,CAPTIVE,3,3.733333333,3.8,5.535714286,4.125,2.95,4.5625
1,0,10.86926762,21.03075871,CAPTIVE,4,5.044444444,4.433333333,4.023809524,3.777777778,3.466666666,4.25
1,0,13.11978097,23.35475051,CAPTIVE,4,4.488888889,4.8,5,4.166666667,3.2,4.833333333
0,0,8.429254956,14.22009569,CAPTIVE,6,4.25,5.777777778,5.444444444,4.4,4.666666667,5
0,1,40.55775803,54.93096377,WILD,6,5.333333333,3.222222222,2.888888889,3,5.333333333,4
0,1,18.23682409,33.11004785,WILD,2,2.104166667,4.305555556,5.861111111,4.85,5.583333333,4.375
0,0,26.78332194,43.94805195,CAPTIVE,6,5.833333333,3.666666667,5.111111111,3.8,5.666666667,4
1,0,15.77275838,37.75256323,CAPTIVE,2,3.447916667,3.486111111,5.416666667,3.275,3.625,2.5625
0,0,8.613278576,30.58920027,CAPTIVE,2,4.236111111,5.87037037,3.666666667,3.866666667,4.833333333,5.333333334
1,0,19.49897331,29.64593301,CAPTIVE,4,4.044444444,4.433333333,4.476190476,4.111111111,3.133333333,4.083333333
1,0,18.26328998,25.8455229,CAPTIVE,4,4.688888889,4.033333333,3.19047619,2.388888889,4.933333333,2.5
0,0,12.27583847,21.35064935,CAPTIVE,4,4.2,4.475,5.964285714,4.083333333,2.9,4.3125
1,0,13.4354067,19.63089542,CAPTIVE,3,4.85,4.45,4.607142857,3.916666667,3.55,4.3125
1,0,17.17840055,23.37388927,CAPTIVE,3,5.433333333,4.6,5.642857143,4,2.8,4.125
0,1,8.366370472,16.75461381,CAPTIVE,6,3.916666667,3.888888889,4.777777778,3.8,4.333333333,3.5
1,1,14.24960073,25.14012303,CAPTIVE,4,4.088888889,4.366666667,4.404761905,4.111111111,3.466666667,4.083333333
1,0,28.54939539,38.7012987,WILD,4,4.711111111,4.2,4.166666667,4,3.466666667,4
0,0,38.46889952,55.51606288,CAPTIVE,6,4.333333333,3.111111111,6.555555556,4,3.666666667,2
0,0,22.13004791,26.80519481,CAPTIVE,2,3.763888889,4.259259259,5.518518519,4.833333333,3.777777778,3.5
1,1,11.10746064,28.67805878,CAPTIVE,2,4.430555556,4.592592593,4.444444444,3.366666667,4.5,3.083333334
0,0,22.85440875,40.01640465,CAPTIVE,6,4.916666667,4.166666667,3.055555556,2.7,5.833333333,4.25
0,0,3.969924812,22.09432673,CAPTIVE,6,4.166666667,5,4.055555556,3.9,5,4.5
0,1,8.396988364,14.50170882,CAPTIVE,2,4.020833333,5.138888889,4.111111111,2.75,4.833333333,4.25
0,1,17.56057495,20.94873548,CAPTIVE,4,3.822222222,3.933333333,4.642857143,3.444444445,3.6,3.916666667
0,0,6.310746064,28.07655502,CAPTIVE,2,3.444444444,5.481481482,5.222222222,4.733333333,4.888888889,4.666666667
1,0,12.8788501,34.84894053,CAPTIVE,2,2.666666667,3.574074074,5.185185185,4.3,4.888888889,3
0,1,29.45379877,48.7874231,WILD,2,3.541666667,4.388888889,5.111111111,4.2,4.666666667,4
0,0,24.72279261,43.77306904,CAPTIVE,2,4.583333333,3.925925926,4.962962963,5.066666667,3.666666667,3.166666667
0,0,10.52358168,27.61175666,CAPTIVE,6,5.125,4.333333333,3.611111111,3.1,4.5,4
0,1,22.13552361,35.2481203,WILD,2,2.722222222,3.851851852,5.777777778,4.266666667,4.444444445,3
0,0,26.53707506,36.70539986,WILD,4,4.488888889,3.866666667,3.5,3.722222222,4.266666667,3.666666667
1,1,32.98427888,38.12713602,WILD,6,5.5,5.222222222,5.333333333,3.6,5.333333333,4.5
0,0,28.2801734,38.7012987,WILD,4,4.133333333,4.866666667,5.904761905,4.166666667,2.933333333,3.166666667
1,0,11.48325359,26.03417635,CAPTIVE,6,4.166666667,3.944444444,4.722222222,4.4,3.666666667,3.75
0,0,10.54893908,12.59876965,CAPTIVE,2,4.75,5.259259259,3.962962963,3.733333333,4.777777778,5.166666667
0,0,29.3315081,39.55980861,WILD,4,2.888888889,3.833333334,5.261904762,3.833333333,3.866666667,3.416666667
0,0,30.37006616,40.56049214,WILD,4,5.177777778,3.9,5.047619048,3.444444445,3.4,3.916666667
1,1,2.803559206,17.87833219,CAPTIVE,2,3.208333333,6.5,4.5,4.6,6,6
0,1,43.80587833,61.8455229,CAPTIVE,6,3.333333333,3.666666667,5.777777778,4.6,4.333333333,4
0,0,12.62422998,24.6507177,CAPTIVE,2,3.958333333,5.222222222,5.277777778,4.5,4.666666667,4.5
1,1,28.24366872,33.59125085,WILD,2,5.216666667,4.911111111,4.933333333,4.64,4.4,4
0,1,3.688311688,20.74641148,CAPTIVE,6,3,5.888888889,6.666666667,2.6,3.666666667,4.5
0,0,3.6582365,21.4354067,CAPTIVE,6,3.166666667,6.777777778,5.555555556,4.6,3.333333333,5.5
0,0,25.06228611,47.0075188,CAPTIVE,2,4.888888889,4.703703704,5.240740741,4.8,3.555555556,5
0,0,25.67282683,35.7593985,CAPTIVE,4,3.933333333,3.366666667,5.357142857,3.222222222,4.866666667,6.5
1,0,11.12936345,21.16746411,CAPTIVE,4,5.24,4.22,4.957142857,4.4,3.76,4.3
0,0,3.90430622,18.53998633,CAPTIVE,6,2.75,5.444444444,4.777777778,4,2.666666667,4.5
1,1,39.25530459,51.44497608,WILD,2,5.111111111,5.592592593,5.518518518,5.866666667,5.111111111,6.5
1,0,2.516084873,24.28708134,CAPTIVE,2,3.694444445,6.037037037,5.296296296,4.066666667,4.111111111,4.833333334
0,0,4.024640657,16.21872864,CAPTIVE,2,4.375,5.888888889,4.805555556,2.8,4.583333333,5.75
0,1,41.2987013,47.09501025,WILD,3,4.666666667,4.9,5.857142857,4.583333333,3.1,4.625
0,1,36.57416268,49.01161996,WILD,6,3.583333333,2.777777778,3.666666667,4,6.333333333,2
1,1,18.62970568,24.97607656,WILD,4,4.583333333,4.7,3.732142857,3.541666667,4.95,2
0,1,34.98017772,50.54272044,WILD,6,5.75,4.666666667,6.444444444,5.2,3,6
0,1,24.55395848,28.00820232,WILD,4,4.333333333,4.166666667,4.380952381,3.777777778,3.666666667,4
0,0,15.13392653,25.40533151,CAPTIVE,4,4.155555556,4.2,4.80952381,3.833333333,3.133333333,4.166666667
0,0,46.65023956,55.67737526,CAPTIVE,4,3.55,3.525,5.196428571,3.666666667,4.55,2.875
0,0,7.65229295,17.69514696,CAPTIVE,4,2.853333333,4.72,3.971428571,4.8,5.08,3
0,1,16.40464798,28.07108681,CAPTIVE,6,5.375,5.111111111,4.388888889,4.2,5.666666667,7
0,0,6.377138946,15.45864662,CAPTIVE,4,4.083333333,5.525,5.803571429,4.458333333,3.5,5
0,0,6.14354067,20.66438824,CAPTIVE,6,2.833333333,4.666666667,4.888888889,4.2,4,5
1,0,16.38512434,26.81339713,CAPTIVE,4,4.422222222,2.933333333,3.333333333,1.888888889,5.266666667,2.75
0,0,4.780287474,15.8961039,CAPTIVE,2,3.233333333,6.244444444,5.777777778,4.8,4.466666667,5.7
0,0,21.01982228,39.26179084,CAPTIVE,6,4.833333333,3.5,3.111111111,3.2,4.333333333,2.25
0,0,19.23718387,25.43267259,CAPTIVE,3,2.833333333,3.65,3.964285714,3.416666667,5.6,3.125
0,0,19.2881588,40.83663705,CAPTIVE,2,4.041666667,4.111111111,4.611111111,4.1,4.833333333,5.25
0,1,16.86516085,19.53520164,CAPTIVE,2,3.777777778,4.240740741,5.277777778,5.066666667,3.333333333,3.666666667
0,0,20.29021218,30.49897471,CAPTIVE,4,4.777777778,3.9,3.785714286,2.833333333,3.466666667,3.916666667
1,0,24.25279489,34.33219412,CAPTIVE,4,3.844444444,3.366666667,3.976190476,2.722222222,5.133333333,2.333333334
0,0,14.16016427,24.30348599,CAPTIVE,4,3.288888889,2.8,4.214285714,3.055555556,5.2,2.666666667
0,0,8.117727584,29.86739576,CAPTIVE,2,2.958333333,4.888888889,4.833333333,5,5,4.25
0,1,40.81749829,47.85235817,CAPTIVE,6,2.958333333,2.277777778,5.333333333,3.2,3.5,2
0,0,24.62354552,33.68147642,CAPTIVE,4,4.883333333,3.9,4.660714286,3.416666667,3.55,3.5625
0,0,3.468856947,15.51059467,CAPTIVE,2,2.777777778,6.333333333,5.407407407,3.8,3.666666667,5.333333334
1,0,16.05019393,26.27204375,CAPTIVE,4,3.644444445,4.1,4.69047619,4,3.266666667,3.916666667
0,0,6.874743326,23.16609706,CAPTIVE,2,5.416666667,4.888888889,5.333333333,4,4,6
0,0,14.05065024,24.32535885,CAPTIVE,4,3.6,3.766666667,5.119047619,3.722222222,3.4,3.833333334
0,0,23.50239234,39.1442242,CAPTIVE,6,3.916666667,3.777777778,4.222222222,4.2,5.333333333,2
0,1,13.51742994,19.06220096,CAPTIVE,6,4.625,4.277777778,4.333333333,4.1,3.666666667,4
1,1,22.12166781,34.07245386,CAPTIVE,6,3.5,3.333333333,5.388888889,4.1,3.166666667,3.75
0,0,2.351813826,23.43950786,CAPTIVE,2,3.9,6.422222222,5.8,4.28,4.066666667,5.4
0,1,11.06220096,16.15857826,CAPTIVE,6,4,4,6,4,4.333333333,2
0,0,9.279562543,26.32125769,CAPTIVE,6,4.5,3.666666667,3,2,4.333333333,2
1,1,12.183436,12.97607656,CAPTIVE,2,3.861111111,4.185185185,3.592592593,3.8,4.777777778,3
0,1,35.37303217,37.63226247,WILD,4,4.111111111,4.433333333,5.428571429,4.944444444,3.533333333,3.416666667
1,0,4.082135524,8.16404648,CAPTIVE,2,4.805555556,6.12962963,4.685185185,3.866666667,4.444444444,6
0,0,20.21872864,37.38072454,CAPTIVE,6,3.458333333,3,4.722222222,3.3,4.5,3.5
1,0,24.91170431,33.7088175,CAPTIVE,4,4.333333333,4,5.047619048,3.222222222,4.133333333,3
0,0,0.1724846,10.22556391,CAPTIVE,4,3.64,5.42,4.571428571,3.233333333,2.84,4.85
0,1,29.42642026,34.43609023,WILD,4,3.488888889,4.033333333,4.404761905,4,4.266666667,3.916666667
0,0,25.24572211,47.19617225,WILD,2,3.75,4.577777778,5.777777778,4.96,3.666666667,3.7
1,0,11.47231716,30.06151743,CAPTIVE,6,5.166666667,4.222222222,3,3,5.333333333,4
0,0,2.119096509,18.27751196,CAPTIVE,2,4,5.666666667,5,5.2,4.666666667,5.5
0,0,4.52019165,15.63636364,CAPTIVE,2,2.916666667,6.288888889,5.111111111,4.6,5.6,5.8
0,0,28.22724162,50.19002051,WILD,2,3.611111111,3.518518518,6.333333333,4.266666667,4,2.666666667
0,1,41.97676008,57.60492139,WILD,6,3.5,4.555555556,5.888888889,5,5.666666667,3.5
0,0,28.42345426,38.56185919,WILD,4,4.266666667,4.8,5.523809524,4.944444444,3.466666667,3.75
0,0,22.54545455,39.60082023,CAPTIVE,6,2.75,2.666666667,5.777777778,2.6,3,2.5
0,0,23.04032809,41.59671907,CAPTIVE,6,3.416666667,2.388888889,4.777777778,3,4,3.5
1,0,11.67419576,19.5898838,CAPTIVE,4,4.133333333,4.633333333,4.095238095,3.222222222,4.6,4.416666667
0,0,30.62194844,40.69993165,WILD,4,3.533333333,2.633333333,4.380952381,2.944444444,3.933333333,2.5
1,0,25.52772074,35.70471634,WILD,4,4.577777778,4.166666667,4.309523809,3.944444444,3.266666667,4
0,0,8.676249144,27.7621326,CAPTIVE,2,6.416666667,5.62962963,2.962962963,3.066666667,4.666666667,6.333333334
0,0,7.779603012,18.17088175,CAPTIVE,4,2.9,3.95,4.892857143,3.916666667,5.3,4.375
1,1,4.429842574,9.257689679,CAPTIVE,2,3.222222222,6.074074074,5.259259259,3.533333333,4.222222222,4.333333334
1,1,36.60423787,40.18045113,WILD,6,4.958333333,2.222222222,3.666666667,2.5,4,2.25
0,0,5.782340862,7.838687628,CAPTIVE,2,3.972222222,5.62962963,4.111111111,3.933333334,5.333333333,5.666666667
1,0,40.61875428,50.68489405,WILD,4,4.177777778,3.133333333,4.642857143,3.888888889,3.533333333,2.583333334
1,0,14.35680109,32.76828435,CAPTIVE,6,4.875,3.166666667,3.055555556,3.2,4.666666667,2
1,0,11.05946685,26.86261107,CAPTIVE,6,5.625,4.055555556,3.277777778,2.8,5.666666667,4.25
1,0,19.23887748,29.45727956,CAPTIVE,4,3.955555556,3.8,4.595238095,3.777777778,2.933333333,3.666666667
0,1,26.03964457,42.14080656,CAPTIVE,6,3.916666667,3.555555556,6.444444444,4.6,3.333333333,3.5
0,1,39.11961722,41.53656869,CAPTIVE,6,4.791666667,4.333333333,6.666666667,5.6,2.166666667,4.25
0,1,38.68489405,44.1038961,CAPTIVE,6,3.041666667,3.444444444,3.888888889,3.5,6,1.75
1,0,10.88995215,29.15105947,CAPTIVE,6,5.166666667,3.944444444,3.5,3.1,5.333333333,4.25
0,0,1.867395762,18.90088859,CAPTIVE,6,3.416666667,5,6.333333333,2.8,4,3.5
1,0,10.050581,28.70813397,CAPTIVE,6,5.041666667,5.388888889,4.944444444,4.8,3.666666667,6.25
0,1,5.138945927,16.76555024,CAPTIVE,2,2.694444444,6.296296296,5.555555555,4.133333333,4.888888889,5
0,0,43.16609706,61.75256323,CAPTIVE,6,2.583333333,2.888888889,4.444444444,3.4,5.333333333,3.5
0,0,6.296650718,24.73547505,CAPTIVE,6,3.125,4.055555556,4.222222222,4.1,4,2.75
1,1,14.60287081,27.4887218,CAPTIVE,6,3.75,3.555555556,4.333333333,4.2,4,2
1,0,18.19484371,28.38824334,CAPTIVE,4,4.333333333,4.266666667,4.428571429,4,3.266666667,4.083333333
1,0,18.56185919,19.51332878,CAPTIVE,6,4.416666667,2.666666667,3.222222222,2.8,4.666666667,2.5
0,1,30.45311431,34.73137389,WILD,2,5,4.694444444,5.777777778,5.75,3.833333333,6.375
1,0,13.01984942,23.45864662,CAPTIVE,4,4.8,4.75,4.178571429,3.833333333,4.9,4.125
0,1,30.62200957,44.56322625,WILD,6,5.666666667,3.888888889,3.222222222,3,4,3.5
0,0,5.897330595,22.37320574,CAPTIVE,2,4.375,5.888888889,5.361111111,5.3,4,5
1,0,16.78028747,38.51811347,CAPTIVE,2,4.833333333,4.833333333,3.666666667,4.9,5.5,4.5
1,1,19.91524265,31.54340396,CAPTIVE,6,4.916666667,3,4.111111111,3.6,4.333333333,4
0,0,5.971252567,18.00956938,CAPTIVE,2,3.541666667,6.166666667,5.055555556,3.6,4.666666667,4.75
1,0,29.63791923,38.7012987,WILD,4,3.416666667,2.75,4.642857143,3,5.15,2.25
0,1,13.13192071,21.80451128,CAPTIVE,6,6.25,4.833333333,4.277777778,3.4,4,4.5
0,1,31.25804244,37.17840055,WILD,2,5.4375,4.527777778,5.138888889,5.85,3.5,5.375
0,0,22.11635866,44.04374573,CAPTIVE,2,4.694444445,4.666666667,3.925925926,4.2,5.888888889,5
0,0,7.661419119,16.74367738,CAPTIVE,4,4.933333333,5.3,5.053571429,4.416666667,3.6,6
0,1,36,37.36978811,WILD,2,3.166666667,3.638888889,5.583333333,5.1,5.083333333,1.75
1,0,35.36846909,45.55297334,WILD,4,5.777777778,5.3,5.857142857,5.555555555,2.933333333,3.916666667
1,0,6.03417635,23.22898154,CAPTIVE,6,4.083333333,6,4.888888889,4.6,4.666666667,5.5
0,0,9.771389459,18.55365687,CAPTIVE,4,4.111111111,4.533333333,4.785714286,4.055555556,4.466666667,4.416666667
1,0,6.138072454,23.3520164,CAPTIVE,6,4.916666667,6.111111111,4.777777778,4.8,5.333333333,6
0,0,29.32694501,39.55980861,WILD,4,4.355555555,3.966666667,6.119047619,3.888888889,2.4,3.583333333
0,0,30.61738535,40.69993165,WILD,4,5.8,3.266666667,4.428571429,2.555555556,4.2,4.5
0,1,31.0075188,41.95215311,WILD,6,5.916666667,3.777777778,6.111111111,4.4,2.333333333,2
0,1,41.20300752,44.36637047,CAPTIVE,6,2.583333333,4.111111111,5.333333333,5.6,3,2
0,0,10.06160164,22.2911825,CAPTIVE,2,4.479166667,4.5,4.111111111,4.35,5.25,6.625
1,0,4.593301435,22.54272044,CAPTIVE,6,2.666666667,4,3,4.4,6,3.5
0,0,17.67191421,27.82228298,CAPTIVE,4,3.355555556,4.033333333,4.523809524,3.833333333,3.666666667,4.166666667
0,1,51.65092402,59.4887218,WILD,4,5.033333333,3.975,5.178571429,4.416666667,3.8,3.8125
0,0,9.863563769,20.07928913,CAPTIVE,4,5.4,4.7,4.30952381,3.055555556,4.133333333,6.083333333
1,1,13.88926863,17.45727956,CAPTIVE,6,5.083333333,4.277777778,4.611111111,4,3.833333333,4.25
1,0,11.53520164,29.68147642,CAPTIVE,6,4.375,4.333333333,5,4.8,4.333333333,4.25
0,1,27.9644566,29.73615858,CAPTIVE,6,6.75,3.222222222,3.333333333,2.8,4,4.5
0,1,33.42550764,40.31715653,WILD,4,4.111111111,3.966666667,3.976190476,3.777777778,3.8,4.083333333
0,0,46.48803828,52.683527,WILD,3,3.483333333,3.45,6,5,3.95,6.0625
1,0,16.72453862,22.92002734,CAPTIVE,3,4.533333333,4.75,5.285714286,3.75,4.3,4.25
0,1,23.23066393,31.48051948,WILD,2,4.177083333,4.375,4.944444444,4.575,4.333333333,3.5
1,0,6.365003418,24.68899522,CAPTIVE,6,4.333333333,5,3.666666667,3.6,6.333333333,3.75
1,0,6.87383071,17.31510595,CAPTIVE,4,3.688888889,5.4,4.285714286,3.5,4.333333333,6
