"","ID","location","Age","Sex","fWHR","Dom","Ext","Con","Agr","Neu","Opn","Subspecies","instrument"
"71","294200d9","9b783f03",35,1,1.53909465,4.26666666666667,4.275,5.35714285714286,4.625,3.4,3.875,"hybrid","07995578"
"72","7a45824b","9b783f03",14,0,1.674846626,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,"hybrid","07995578"
"73","7a45824b","9b783f03",17,0,1.972762646,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,"hybrid","07995578"
"74","7a45824b","9b783f03",17,0,1.920673077,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,"hybrid","07995578"
"75","7a45824b","9b783f03",17,0,1.902985075,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,"hybrid","07995578"
"76","7a45824b","9b783f03",14,0,1.606811146,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,"hybrid","07995578"
"77","7a45824b","9b783f03",15,0,1.524590164,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,"hybrid","07995578"
"78","7a45824b","9b783f03",17,0,1.734090909,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,"hybrid","07995578"
"79","7a45824b","9b783f03",17,0,1.770833333,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,"hybrid","07995578"
"80","7a45824b","9b783f03",17,0,1.712018141,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,"hybrid","07995578"
"81","8f4d05fd","a7adef23",NA,1,1.830986,4.6575,4.97166666666667,4.01666666666667,4.165,4.22666666666667,4.72,"verus","99391edf"
"82","dc4a876f","9b783f03",29,0,1.386454183,5.4,4.675,5.69642857142857,5.20833333333333,2.55,4.875,"ellioti","07995578"
"83","dc4a876f","9b783f03",27,0,1.486486486,5.4,4.675,5.69642857142857,5.20833333333333,2.55,4.875,"ellioti","07995578"
"84","dc4a876f","9b783f03",29,0,1.235772358,5.4,4.675,5.69642857142857,5.20833333333333,2.55,4.875,"ellioti","07995578"
"85","dc4a876f","9b783f03",27,0,1.569230769,5.4,4.675,5.69642857142857,5.20833333333333,2.55,4.875,"ellioti","07995578"
"86","1bf35daa","9b783f03",30,0,1.41025641,5.73333333333333,4.2,5.21428571428571,3.66666666666667,3.1,5.375,"hybrid","07995578"
"87","1bf35daa","9b783f03",30,0,1.523076923,5.73333333333333,4.2,5.21428571428571,3.66666666666667,3.1,5.375,"hybrid","07995578"
"88","1bf35daa","9b783f03",33,0,1.451612903,5.73333333333333,4.2,5.21428571428571,3.66666666666667,3.1,5.375,"hybrid","07995578"
"89","1bf35daa","9b783f03",31,0,1.653061224,5.73333333333333,4.2,5.21428571428571,3.66666666666667,3.1,5.375,"hybrid","07995578"
"90","1bf35daa","9b783f03",32,0,1.541076487,5.73333333333333,4.2,5.21428571428571,3.66666666666667,3.1,5.375,"hybrid","07995578"
"91","48f4df38","a7adef23",NA,1,NA,4.53125,5.81166666666667,3.565,3.92,4.36,5.43,"troglodytes","99391edf"
"92","48f4df38","a7adef23",NA,1,1.57551,4.53125,5.81166666666667,3.565,3.92,4.36,5.43,"troglodytes","99391edf"
"93","48f4df38","278e9acc",NA,1,NA,4.53125,5.81166666666667,3.565,3.92,4.36,5.43,"troglodytes","07995578"
"94","bdfc588e","b9c70733",41,1,2.2,4.1777777778,3.1333333333,4.64285714271429,3.88888888883333,3.5333333334,2.5833333335,"verus","07995578"
"95","bdfc588e","b9c70733",33,1,1.683397683,4.1777777778,3.1333333333,4.64285714271429,3.88888888883333,3.5333333334,2.5833333335,"verus","07995578"
"96","bdfc588e","b9c70733",42,1,1.493506494,4.1777777778,3.1333333333,4.64285714271429,3.88888888883333,3.5333333334,2.5833333335,"verus","07995578"
"97","eefbda1c","a7adef23",NA,1,NA,3.5675,4.545,4.85,4.75,3.63666666666667,4.045,"troglodytes","99391edf"
"98","eefbda1c","a7adef23",NA,1,1.297349,3.5675,4.545,4.85,4.75,3.63666666666667,4.045,"troglodytes","99391edf"
"99","8c9c51a3","a7adef23",NA,0,1.728084,3.9375,4.95,4.25,4.34,3.93333333333333,4.45,"troglodytes","99391edf"
"100","df9bd331","9b783f03",22,0,1.695652174,2.83333333333333,3.65,3.96428571428571,3.41666666666667,5.6,3.125,"verus","07995578"
"101","df9bd331","9b783f03",19,0,1.529801325,2.83333333333333,3.65,3.96428571428571,3.41666666666667,5.6,3.125,"verus","07995578"
"102","df9bd331","9b783f03",19,0,1.342857143,2.83333333333333,3.65,3.96428571428571,3.41666666666667,5.6,3.125,"verus","07995578"
"103","2a935487","a7adef23",NA,0,1.3848,4.13625,4.84166666666667,3.53333333333333,4.39,4.33333333333333,5.135,"troglodytes","99391edf"
"104","7994d615","b9c70733",13,1,1.783333333,5.1333333334,4.5666666667,4.54761904764286,3.77777777783333,3.1999999998,4.4166666665,"verus","07995578"
"105","7994d615","b9c70733",13,1,1.854166667,5.1333333334,4.5666666667,4.54761904764286,3.77777777783333,3.1999999998,4.4166666665,"verus","07995578"
"106","ee5c43f9","a7adef23",NA,1,1.269784,3.85375,4.59333333333333,4.055,4.12,4.15,4.555,"troglodytes","99391edf"
"107","bd5bc16b","b9c70733",23,0,2.403508772,4.95555555553333,4.2,5.69047619042857,4.5,2.6,2.5,"verus","07995578"
"108","bd5bc16b","b9c70733",23,0,2.145454545,4.95555555553333,4.2,5.69047619042857,4.5,2.6,2.5,"verus","07995578"
"109","485346dd","b9c70733",11,1,2.094594595,4.93333333333333,4.4,3.92857142864286,3.61111111116667,3.8,4.1666666665,"verus","07995578"
"110","1b54c44f","a7adef23",NA,0,1.655295,3.46875,4.33166666666667,4.66666666666667,4.75,3.39,4.04,"troglodytes","99391edf"
"111","79334ff0","a7adef23",NA,0,1.334297,3.2975,4.41833333333333,4.68666666666667,4.715,4.04,5.065,"troglodytes","99391edf"
"112","2a34cd62","a7adef23",NA,0,1.419904,3.5775,4.67,4.115,4.355,3.66666666666667,5.115,"troglodytes","99391edf"
"113","df3c4ad4","a7adef23",NA,0,1.44206,4.035,4.47166666666667,4.75833333333333,4.73,3.36,4.18,"troglodytes","99391edf"
"114","8c3bc846","a7adef23",NA,0,1.248033,3.5225,4.60833333333333,4.92333333333333,4.59,3.36333333333333,4.09,"troglodytes","99391edf"
"115","2bdc674d","b9c70733",24,0,2.015625,4.3777777778,3.8666666667,4.64285714292857,3.388888889,3.5333333334,3.41666666675,"verus","07995578"
"116","2bdc674d","b9c70733",24,0,1.955882353,4.3777777778,3.8666666667,4.64285714292857,3.388888889,3.5333333334,3.41666666675,"verus","07995578"
"117","78dbe5df","b9c70733",14,1,2.142857143,3.64444444453333,4.0999999999,4.69047619042857,4,3.2666666666,3.91666666675,"verus","07995578"
"118","8dd36269","b9c70733",4,1,1.819548872,3.88888888886667,5.2000000001,4.71428571428571,4.111111111,3.6000000002,4.91666666675,"verus","07995578"
"119","8dd36269","b9c70733",4,1,1.704545455,3.88888888886667,5.2000000001,4.71428571428571,4.111111111,3.6000000002,4.91666666675,"verus","07995578"
"120","ded4e0fb","b9c70733",17,0,1.742424242,3.86666666666667,3.8666666668,5.28571428578571,3.38888888883333,2.8666666666,3.5833333335,"verus","07995578"
"121","bcb36b44","b9c70733",17,1,1.8671875,5.06666666666667,4.4666666666,4.28571428564286,4.00000000016667,3.1333333334,4,"verus","07995578"
"122","efb4e9d6","278e9acc",NA,0,NA,3.825,5.30833333333333,4.26666666666667,4.8,4.06666666666667,5.8,"unknown","07995578"
"123","efb4e9d6","a7adef23",NA,0,NA,3.825,5.30833333333333,4.26666666666667,4.8,4.06666666666667,5.8,"unknown","99391edf"
"124","efb4e9d6","a7adef23",NA,0,1.589257,3.825,5.30833333333333,4.26666666666667,4.8,4.06666666666667,5.8,"unknown","99391edf"
"125","1abc6e60","9b783f03",20,0,1.867435159,3.73333333333333,3.8,5.53571428571429,4.125,2.95,4.5625,"hybrid","07995578"
"126","1abc6e60","9b783f03",17,0,1.501369863,3.73333333333333,3.8,5.53571428571429,4.125,2.95,4.5625,"hybrid","07995578"
"127","1abc6e60","9b783f03",16,0,1.557692308,3.73333333333333,3.8,5.53571428571429,4.125,2.95,4.5625,"hybrid","07995578"
"128","1abc6e60","9b783f03",20,0,1.916923077,3.73333333333333,3.8,5.53571428571429,4.125,2.95,4.5625,"hybrid","07995578"
"129","1abc6e60","9b783f03",20,0,1.704663212,3.73333333333333,3.8,5.53571428571429,4.125,2.95,4.5625,"hybrid","07995578"
"130","1abc6e60","9b783f03",17,0,1.605898123,3.73333333333333,3.8,5.53571428571429,4.125,2.95,4.5625,"hybrid","07995578"
"131","1abc6e60","9b783f03",16,0,1.623376623,3.73333333333333,3.8,5.53571428571429,4.125,2.95,4.5625,"hybrid","07995578"
"132","1abc6e60","9b783f03",20,0,1.897897898,3.73333333333333,3.8,5.53571428571429,4.125,2.95,4.5625,"hybrid","07995578"
"133","1abc6e60","9b783f03",16,0,1.804054054,3.73333333333333,3.8,5.53571428571429,4.125,2.95,4.5625,"hybrid","07995578"
"134","1abc6e60","9b783f03",20,0,1.877492877,3.73333333333333,3.8,5.53571428571429,4.125,2.95,4.5625,"hybrid","07995578"
"135","49bbecf2","9b783f03",13,1,1.355932203,4.85,4.45,4.60714285714286,3.91666666666667,3.55,4.3125,"hybrid","07995578"
"136","49bbecf2","9b783f03",12,1,1.513715711,4.85,4.45,4.60714285714286,3.91666666666667,3.55,4.3125,"hybrid","07995578"
"137","49bbecf2","9b783f03",12,1,1.457142857,4.85,4.45,4.60714285714286,3.91666666666667,3.55,4.3125,"hybrid","07995578"
"138","49bbecf2","9b783f03",16,1,1.431693989,4.85,4.45,4.60714285714286,3.91666666666667,3.55,4.3125,"hybrid","07995578"
"139","49bbecf2","9b783f03",12,1,1.463235294,4.85,4.45,4.60714285714286,3.91666666666667,3.55,4.3125,"hybrid","07995578"
"140","49bbecf2","9b783f03",16,1,1.031201248,4.85,4.45,4.60714285714286,3.91666666666667,3.55,4.3125,"hybrid","07995578"
"141","49bbecf2","9b783f03",16,1,1.363817097,4.85,4.45,4.60714285714286,3.91666666666667,3.55,4.3125,"hybrid","07995578"
"142","49bbecf2","9b783f03",16,1,1.322164948,4.85,4.45,4.60714285714286,3.91666666666667,3.55,4.3125,"hybrid","07995578"
"143","49bbecf2","9b783f03",13,1,1.359832636,4.85,4.45,4.60714285714286,3.91666666666667,3.55,4.3125,"hybrid","07995578"
"144","de73791e","b9c70733",26,0,1.942675159,4.35555555546667,3.9666666667,6.11904761907143,3.88888888883333,2.4000000002,3.583333333,"schweinfurthii","07995578"
"145","8d74fb8c","b9c70733",10,1,2.04587156,4.48888888886667,4.8,5,4.16666666666667,3.2,4.83333333325,"verus","07995578"
"146","787c7c3a","b9c70733",12,1,2.064516129,5.24444444453333,4.3666666666,5.42857142864286,3.66666666666667,3.4666666666,4.33333333325,"hybrid","07995578"
"147","787c7c3a","b9c70733",12,1,1.756097561,5.24444444453333,4.3666666666,5.42857142864286,3.66666666666667,3.4666666666,4.33333333325,"hybrid","07995578"
"148","787c7c3a","b9c70733",12,1,1.827586207,5.24444444453333,4.3666666666,5.42857142864286,3.66666666666667,3.4666666666,4.33333333325,"hybrid","07995578"
"149","787c7c3a","b9c70733",12,1,1.695652174,5.24444444453333,4.3666666666,5.42857142864286,3.66666666666667,3.4666666666,4.33333333325,"hybrid","07995578"
"150","2b7bfea8","a7adef23",NA,1,1.36967,4.0625,4.95833333333333,4.20833333333333,4.25,4.33333333333333,4.375,"unknown","99391edf"
"151","491c7517","b9c70733",34,1,2.785714286,3.62222222233333,3.8,4.83333333335714,4,3.0666666668,3.33333333325,"verus","07995578"
"152","491c7517","b9c70733",41,1,3.032258065,3.62222222233333,3.8,4.83333333335714,4,3.0666666668,3.33333333325,"verus","07995578"
"153","1a1bf785","9b783f03",24,0,1.314009662,1.8,3.2,4.64285714285714,4.41666666666667,6.6,2.375,"verus","07995578"
"154","1a1bf785","9b783f03",24,0,1.853061224,1.8,3.2,4.64285714285714,4.41666666666667,6.6,2.375,"verus","07995578"
"155","1a1bf785","9b783f03",24,0,1.342857143,1.8,3.2,4.64285714285714,4.41666666666667,6.6,2.375,"verus","07995578"
"156","1a1bf785","9b783f03",23,0,1.522167488,1.8,3.2,4.64285714285714,4.41666666666667,6.6,2.375,"verus","07995578"
"157","1a1bf785","9b783f03",23,0,1.486338798,1.8,3.2,4.64285714285714,4.41666666666667,6.6,2.375,"verus","07995578"
"158","1a1bf785","9b783f03",21,0,1.642512077,1.8,3.2,4.64285714285714,4.41666666666667,6.6,2.375,"verus","07995578"
"159","1a1bf785","9b783f03",24,0,1.362025316,1.8,3.2,4.64285714285714,4.41666666666667,6.6,2.375,"verus","07995578"
"160","ef137033","9b783f03",9,1,1.601659751,4.21666666666667,5.15,4.57142857142857,3.45833333333333,4.05,5.3125,"hybrid","07995578"
"161","ef137033","9b783f03",11,1,1.409893993,4.21666666666667,5.15,4.57142857142857,3.45833333333333,4.05,5.3125,"hybrid","07995578"
"162","ef137033","9b783f03",10,1,1.327221439,4.21666666666667,5.15,4.57142857142857,3.45833333333333,4.05,5.3125,"hybrid","07995578"
"163","ef137033","9b783f03",13,1,1.448179272,4.21666666666667,5.15,4.57142857142857,3.45833333333333,4.05,5.3125,"hybrid","07995578"
"164","ef137033","9b783f03",11,1,1.49137931,4.21666666666667,5.15,4.57142857142857,3.45833333333333,4.05,5.3125,"hybrid","07995578"
"165","ef137033","9b783f03",10,1,1.317073171,4.21666666666667,5.15,4.57142857142857,3.45833333333333,4.05,5.3125,"hybrid","07995578"
"166","ef137033","9b783f03",10,1,1.305433186,4.21666666666667,5.15,4.57142857142857,3.45833333333333,4.05,5.3125,"hybrid","07995578"
"167","ef137033","9b783f03",10,1,1.402420575,4.21666666666667,5.15,4.57142857142857,3.45833333333333,4.05,5.3125,"hybrid","07995578"
"168","ef137033","9b783f03",10,1,1.522151899,4.21666666666667,5.15,4.57142857142857,3.45833333333333,4.05,5.3125,"hybrid","07995578"
"169","ef137033","9b783f03",13,1,1.368571429,4.21666666666667,5.15,4.57142857142857,3.45833333333333,4.05,5.3125,"hybrid","07995578"
"170","bc14f2a1","9b783f03",39,1,1.580786026,5.25,4.8,4.94642857142857,4.54166666666667,3,4.8125,"verus","07995578"
"171","bc14f2a1","9b783f03",35,1,1.493506494,5.25,4.8,4.94642857142857,4.54166666666667,3,4.8125,"verus","07995578"
"172","bc14f2a1","9b783f03",36,1,1.482200647,5.25,4.8,4.94642857142857,4.54166666666667,3,4.8125,"verus","07995578"
"173","bc14f2a1","9b783f03",36,1,1.902834008,5.25,4.8,4.94642857142857,4.54166666666667,3,4.8125,"verus","07995578"
"174","bc14f2a1","9b783f03",40,1,1.528089888,5.25,4.8,4.94642857142857,4.54166666666667,3,4.8125,"verus","07995578"
"175","bc14f2a1","9b783f03",37,1,1.989583333,5.25,4.8,4.94642857142857,4.54166666666667,3,4.8125,"verus","07995578"
"176","bc14f2a1","9b783f03",40,1,1.406976744,5.25,4.8,4.94642857142857,4.54166666666667,3,4.8125,"verus","07995578"
"177","bc14f2a1","9b783f03",36,1,1.565656566,5.25,4.8,4.94642857142857,4.54166666666667,3,4.8125,"verus","07995578"
"178","bc14f2a1","9b783f03",35,1,1.818181818,5.25,4.8,4.94642857142857,4.54166666666667,3,4.8125,"verus","07995578"
"179","bb11c3f8","9b783f03",32,0,1.5125,2.58333333333333,4.11111111111111,5.33333333333333,5.6,3,2,"hybrid","07995578"
"180","bb11c3f8","9b783f03",32,0,1.5125,4.18333333333333,3.525,4.875,3.875,3.85,4.125,"hybrid","07995578"
"181","bb11c3f8","9b783f03",33,0,1.61965812,2.58333333333333,4.11111111111111,5.33333333333333,5.6,3,2,"hybrid","07995578"
"182","bb11c3f8","9b783f03",33,0,1.61965812,4.18333333333333,3.525,4.875,3.875,3.85,4.125,"hybrid","07995578"
"183","bb11c3f8","9b783f03",36,0,1.585492228,2.58333333333333,4.11111111111111,5.33333333333333,5.6,3,2,"hybrid","07995578"
"184","bb11c3f8","9b783f03",36,0,1.585492228,4.18333333333333,3.525,4.875,3.875,3.85,4.125,"hybrid","07995578"
"185","bb11c3f8","9b783f03",36,0,1.65648855,2.58333333333333,4.11111111111111,5.33333333333333,5.6,3,2,"hybrid","07995578"
"186","bb11c3f8","9b783f03",36,0,1.65648855,4.18333333333333,3.525,4.875,3.875,3.85,4.125,"hybrid","07995578"
"187","bb11c3f8","9b783f03",34,0,1.534482759,2.58333333333333,4.11111111111111,5.33333333333333,5.6,3,2,"hybrid","07995578"
"188","bb11c3f8","9b783f03",34,0,1.534482759,4.18333333333333,3.525,4.875,3.875,3.85,4.125,"hybrid","07995578"
"189","bb11c3f8","9b783f03",34,0,1.446413502,2.58333333333333,4.11111111111111,5.33333333333333,5.6,3,2,"hybrid","07995578"
"190","bb11c3f8","9b783f03",34,0,1.446413502,4.18333333333333,3.525,4.875,3.875,3.85,4.125,"hybrid","07995578"
"191","e816416a","a7adef23",NA,0,1.368674,3.5,4.55555555555556,5.88888888888889,5,5.66666666666667,3.5,"troglodytes","99391edf"
"192","1d1ec6dc","1b5b4aec",27,0,1.292255,3.75,4.225,5.19642857142857,4.83333333333333,3.45,4.3125,"hybrid","07995578"
"193","1d1ec6dc","1b5b4aec",25,0,1.293666,3.75,4.225,5.19642857142857,4.83333333333333,3.45,4.3125,"hybrid","07995578"
"194","1d1ec6dc","1b5b4aec",27,0,1.379975,3.75,4.225,5.19642857142857,4.83333333333333,3.45,4.3125,"hybrid","07995578"
"195","1d1ec6dc","9b783f03",28,0,1.819875776,3.75,4.225,5.19642857142857,4.83333333333333,3.45,4.3125,"hybrid","07995578"
"196","4e19444e","a7adef23",NA,1,NA,3.91625,5.27833333333333,4.27833333333333,4.5,4.11333333333333,4.42,"verus","99391edf"
"197","4e19444e","a7adef23",NA,1,1.397458,3.91625,5.27833333333333,4.27833333333333,4.5,4.11333333333333,4.42,"verus","99391edf"
