"","ID","lower.face","face.height","lffh"
"167","Cleo",44.5533388198909,178.227382856844,0.249980323481926
"168","Conan",42.9534631898291,182.584227139148,0.235252868568401
"169","Cookie",31.7804971641414,92.655275079188,0.342997170285018
"170","Cookie",36.4965751817893,177.369670462568,0.205765591640379
"171","Daio",16,54,0.296296296296296
"172","Gon",117.341382299681,441.909492996021,0.265532612807524
"173","Gon",118.431414751323,398.559907667593,0.297148339491532
"174","Gon",56.7538544946508,244.204832057025,0.232402667943106
"175","Gon",85.7263086805912,250.287834302828,0.34251088919036
"176","Gon",30.0026665481587,84.0238061504,0.357073404821186
"177","Hope",44.1021541423999,160.112460477003,0.275444859263369
"178","Hope",30.5941170815567,105.929221652951,0.288816594742764
"179","Ichigo",38.0525951808809,116.10770861575,0.327735304008221
"180","Ichigo",40.0124980474851,120.01666550942,0.333391182613256
"181","James",47.1301389770919,152.1002958577,0.309862243931368
"182","Kanae",35.3553390593274,123.405834546021,0.286496494994671
"183","Kanae",42.0475920832573,136.091880727691,0.308964736606082
"184","Kanao",41.194659848092,123.259888041487,0.334209778238858
"185","Kazuma",66.7308024828115,267.86750456149,0.249118692437339
"186","Kazuma",29.0172362570938,97.1648084442099,0.298639360502161
"187","Kazumi",37.0135110466435,124.004032192506,0.298486350743685
"188","Kazuya",54.744862772684,218.798994513229,0.250206189907212
"189","Koiko",38.0131556174964,132.457540366715,0.286983704455444
"190","Konatsu",73.5611990114354,274.507285877807,0.267975397360419
"191","Kotaro",84.0059521700695,238.102918923729,0.352813617530572
"192","Kotetsu",15,57.0350769263968,0.262996050997833
"193","Kotetsu",16.0312195418814,70.178344238091,0.228435420013516
"194","Kotetsu",18,60.0333240792145,0.299833472093746
"195","Kotetsu",33.2415402771893,153.639187709386,0.216361078008736
"196","Lennon",34.563564630981,95.3495673823432,0.362493145798808
"197","Lennon",39.0978260265197,36.8902426123765,1.05984193265789
"198","Maruku",46.5671558075002,178.455176444955,0.260945951443801
"199","Maruku",39.0620019968255,169.50923278689,0.230441736739703
"200","Miki",43.002906878489,124.525660006281,0.345333699707513
"201","Mimi",41.3,125.524260603279,0.329020061950646
"202","Mimi",80.2309167341368,209.038106573897,0.383810005023052
"203","Miro",13.7091210513293,57.2951132296639,0.239272082356783
"204","Misaki",19.2898937270271,70.753727816985,0.272634309487173
"205","Misaki",79.3378850234867,276.219115920676,0.287228075287413
"206","Mizuki",17.5524927004685,52.1176553578535,0.336785923694158
"207","Mizuki",17.1540082779507,50.2291747891601,0.34151483375858
"208","Mizuki",93.0658369112963,286.741172488361,0.324563912826554
"209","Mizuo",16.7035924279779,57.9275409455641,0.28835321084447
"210","Mizuo",20.9059800057304,72.7099030394072,0.287525895810916
"211","Naoko",97.2895163930832,286.592480710852,0.339469884735881
"212","Naoko",53.3734952949495,162.00249998071,0.329460936104719
"213","Naoko",60.4189539796909,164.337275138661,0.367652158822226
"214","Naoya",40.6728410613274,144.249402078484,0.281961938665077
"215","Nicky",10.3754517973918,36.729552134487,0.282482393452595
"216","Niko",52.0384473250308,147.317955456896,0.353239000389581
"217","Nono",36.5820994476807,168.565981146849,0.217019467384771
"218","Nozomi",41.8269052166187,149.58358867202,0.279622287364219
"219","Pal",47,222.446622810957,0.211286642188955
"220","Pal",62.2434735534578,233.735427353236,0.266298841635981
"221","Pal",86.5231182979439,303.26308710425,0.285307121035145
"222","Pal",23.2606964642076,77.5067738975117,0.300111787583438
"223","Pal",20.597329924046,84.1204493568597,0.244855205619112
"224","Pan",21.5113923305768,84.1049344569033,0.255768492889078
"225","Pan",17.1210396880563,86.0132547925028,0.199051177976684
"226","Pan",31.1207326391909,105.864299931563,0.29396815224121
"227","Pendesa",60.0210796304098,156.262983460575,0.384102992923804
"228","Puchi",25.3444273953861,68.6321353303247,0.369279307330365
"229","Reiko",44.0596187001204,167.046400739435,0.263756767611211
"230","Reo",55.0556990692154,162.300523720658,0.339220711104875
"231","Reo",59.2898810928138,132.656624410543,0.446942482942461
"232","Ryu",38.5519130524025,178.910592196214,0.215481445671601
"233","Sachi",31.000645154577,129.189782877749,0.239962050125222
"234","Sakura",34.301311928263,131.500950566907,0.260844592988785
"235","Sanzo",41.2059461728523,176.23677255329,0.233810149697292
"236","Satoru",101.307699608667,312.034052628876,0.32466873007979
"237","Shiomi",34.20073098634,105.825941999115,0.323179083883101
"238","Shiomi",32.9734741875951,97.2018518342115,0.33922681065619
"239","Shiomi",28.8249891587144,124.186311645044,0.232110840372677
"240","Susumu",12.5323581180878,72.2622999910742,0.173428718981208
"241","Suzumi",68.0900139521208,235.671911775672,0.288918664252757
"242","Suzumi",79.852989925237,216.924526045351,0.368114161090954
"243","Suzumi",25.44661077629,144.217509339192,0.176446056327605
"244","Takashi",67.8251428306642,220.595784184558,0.307463458929566
"245","Tamae",31.8636156140511,101.434708063858,0.314129317491519
"246","Tom",58.502136713115,227.843147801289,0.256764959919431
"247","Tsubaki",26.8793601114312,103.816809814211,0.258911443720282
"248","Tsubaki",94.2828192196224,303.737139645451,0.31040925495538
"249","Tsutomu",97.5051280702713,396.111411095414,0.246155817123846
"250","Tsutomu",109.911327896628,408.568843648167,0.26901544159661
"251","Tsutomu",131.244047484067,380.353125397965,0.345058417350313
"252","Yamato",61.1657583947097,236.009533705738,0.259166472787377
"253","Yamato",44.9026725262539,124.397106075664,0.360962356302261
"254","Yoshizu",25.3505424005089,92.2702552288656,0.274742302789017
"255","Yotaro",86.2235466679491,290.262381303537,0.297053811385163
"256","Yukio",90.0027777349122,259.161146779374,0.347284995661531
"257","Yukio",20.1444781515928,82.1015225193784,0.245360591782425
"258","Yuko",35.7762491046784,105.596827603863,0.338800415850462
"259","Yuri",35.9235298933721,165.563431952832,0.216977441634615
"260","Agatha",31.7529526186149,159.012578118839,0.199688307643714
"261","Barbie",21.868927728629,108.295890965447,0.201936818965796
"262","Barney",39.7020150622106,112.16059914248,0.353974705607416
"263","Bjorn",33.0037876614185,117.501063824971,0.280880756199626
"264","Callie",36.0312364483929,119.104995697074,0.302516584107296
"265","Conan_yk",66.0302960768767,1.80277563773199,36.6270181906535
"266","Cynthia",25.5049014897137,106,0.240612278204846
"267","Duff",33.5335652742144,105.558040906413,0.317678927974279
"268","Fiona",22.6384628453435,115.527053108785,0.195958108825179
"269","Fritz",23.5053185470863,102.530483272049,0.229252001911651
"270","Georgia",32.4075608461976,108.518431614173,0.298636465383314
"271","Jimmy",20.5,101.519702521235,0.201931245766919
"272","Kengee",28.5043856274784,105.001190469442,0.271467261466659
"273","Lee",37.0033782241568,93.5855223846082,0.395396395524557
"274","Les",34.532593299664,116.586877477699,0.296196227626642
"275","Martha",NA,NA,NA
"276","Mason",31.5634282041733,108.504608197072,0.290894817544027
"277","Merv",25.831182706179,101.278082525293,0.25505205136292
"278","Phineus",23.0217288664427,106.004716876184,0.217176457282863
"279","Rhett",22.5055548698538,90.1387818865997,0.249676714049311
"280","Rita",NA,NA,NA
"281","Rowena",33.5037311355019,115.527053108785,0.290007666896458
"282","Rufus",NA,NA,NA
"283","Sheila",28.2842712474619,121.083648772243,0.233592822270034
"284","",NA,NA,NA
"285","",NA,NA,NA
"286","Totoni",99.0050503762308,385.29209698617,0.256961020354863
"287","Staun",106.042444332446,398.031405796075,0.266417279612291
"288","Sparky",112.017855719524,411.010948759276,0.272542266958273
"289","Samson",68.1835757349231,365.03424496888,0.186786792402822
"290","Rusty",72.0277724214764,354.001412426561,0.203467471860494
"291","Radar",79.0063288604147,376.01196789464,0.210116527148818
"292","Punch",86.0058137569781,357.236616264347,0.240753074688558
"293","Pecos",80.2246844805263,325.098446628095,0.246770433118377
"294","Pacer",122,379.10684509779,0.321809013943101
"295","Oscar",79.0253124005214,368.13584449222,0.214663455305536
"296","Nowi",67.0298440994756,365.087660706302,0.183599314120338
"297","Nahko",94.0212741883453,396.812298196515,0.236941432046501
"298","Martin",69.0072459963445,386.005181312376,0.17877284901132
"299","Marcus",110.163514831363,385.519130524025,0.285753691863803
"300","Mahsho",101.59724405711,397.001259443846,0.255911641689592
"301","Magic",92.0217365626187,407.060192109226,0.226064199709134
"302","Lyle",91.087869664407,390.020512281085,0.233546356656136
"303","Kuhta",83.0060238777885,382.472221213515,0.217024974034521
"304","Kudzu",96,394.031724611103,0.243635204994595
"305","Keno",74.1080292545956,352.035509572543,0.210512937585702
"306","Kalioni",78.0064099930256,357.068620855992,0.218463358124337
"307","Huhni",83.0060238777885,409.019559434509,0.202939008571005
"308","Gremlin",100.044989879554,395.081004352272,0.253226525136473
"309","Gage",107,439.018222856409,0.243725646065031
"310","Ehsto",126.003968191482,397.061708050525,0.317341021903448
"311","Cordova",125.483066586691,408.354013081787,0.307289906715228
"312","Chester",87.091905479212,381.00524930767,0.228584529051681
"313","Cesar",74.027022093287,383.293621131372,0.193133978788326
"314","Bo2",79.6994353806851,409.245647502817,0.194747179028059
"315","Billy",97.0463806640928,415.043371227634,0.23382226386858
"316","Bahn",105.304320899002,393.011450214876,0.267942119349011
"317","Austin",82.1522975941635,397.609104523526,0.206615735554171
"318","Alex",92.0489000477464,415.030119388943,0.22178848172097
"319","Alpha",88.0227243386615,390.04615111548,0.225672587941012
"320","Angie",142.144292885786,399.804952445564,0.355534097354983
"321","Ann",108.226614102078,374.03342096663,0.289350116955814
"322","April",99.0050503762308,400.031248779392,0.247493291282426
"323","Bashful",95.005263012109,390.020512281085,0.243590426709761
"324","Becca",85.146931829632,373.005361891756,0.228272675217846
