"","chimp","Dom","Ext","Con","Agr","Neu","Opn","Dom_CZ","Ext_CZ","Con_CZ","Agr_CZ","Neu_CZ","Opn_CZ"
"315","Luther",4.16666666666667,3.94444444444444,4.72222222222222,4.4,3.66666666666667,3.75,-0.0196282518358167,-0.393937533533248,0.229756633473943,0.666907459031177,-0.402648455854274,-0.280049355856177
"316","Lux",4.91666666666667,3,4.11111111111111,3.6,4.33333333333333,4,0.890878908552575,-1.56230608271787,-0.490090941285022,-0.391219119771542,0.358090866946745,-0.0321665732854236
"317","Lyons",5.08333333333333,4.22222222222222,2.88888888888889,2.6,5.33333333333333,4.5,1.09321383308333,-0.0502997249495366,-1.92978609080295,-1.71387734327494,1.49919985114827,0.463598991856082
"318","Magnum",3.25,5.44444444444444,5.44444444444444,4.4,5.33333333333333,5.5,-1.13247033675496,1.4617066328188,1.08048558546181,0.666907459031177,1.49919985114827,1.45513012213909
"319","Mai",3.58333333333333,2.77777777777778,3.66666666666667,4,6.33333333333333,2,-0.727800487693455,-1.83721632958484,-1.01361645020063,0.137844169629817,2.6403088353498,-2.01522883385145
"320","Marietta",3.54166666666667,3.16666666666667,5.11111111111111,3.7,4.16666666666667,3,-0.778384218826143,-1.35612339756764,0.687841453775101,-0.258953297421202,0.167906036246491,-1.02369770356844
"321","Marilyne",6.75,3.22222222222222,3.33333333333333,2.8,4,4.5,3.11656307839086,-1.2873958358509,-1.40626058188734,-1.44934569857426,-0.0222787944537642,0.463598991856082
"322","Martha",4.33333333333333,3.11111111111111,6.55555555555556,4,3.66666666666667,2,0.182706672694936,-1.42485095928438,2.38929935775084,0.137844169629817,-0.402648455854274,-2.01522883385145
"323","Mary",3.08333333333333,2.94444444444444,5.83333333333333,3.6,3.66666666666667,2.5,-1.33480526128572,-1.63103364443461,1.53857040576297,-0.391219119771542,-0.402648455854274,-1.51946326870994
"324","Mason",4.66666666666667,4.22222222222222,4.88888888888889,3.2,4.66666666666667,3,0.587376521756444,-0.0502997249495366,0.426078699317297,-0.920282409172901,0.738460528347255,-1.02369770356844
"325","Maxine",2.58333333333333,2.94444444444444,5.72222222222222,3.7,4.33333333333333,2.75,-1.94181003487798,-1.63103364443461,1.40768902853407,-0.258953297421202,0.358090866946745,-1.27158048613919
"326","Mega",5.29166666666667,4.38888888888889,4.38888888888889,3.6,4.66666666666667,3,1.34613248874677,0.155882960200691,-0.162887498212765,-0.391219119771542,0.738460528347255,-1.02369770356844
"327","Melinda",2.66666666666667,4.33333333333333,6,5,2.66666666666667,1.5,-1.8406425726126,0.0871553984839477,1.73489247160632,1.46050239313322,-1.5437574400558,-2.51099439899295
"328","Melissa",6.125,4.11111111111111,3.33333333333333,3,5.16666666666667,4.75,2.35780711140054,-0.187754848383022,-1.40626058188734,-1.18481405387358,1.30901502044802,0.711481774426835
"329","Merv",5.83333333333333,4.94444444444444,3.11111111111111,3,5.83333333333333,5.5,2.00372099347172,0.843158577368114,-1.66802333634515,-1.18481405387358,2.06975434324904,1.45513012213909
"330","Missy",1.83333333333333,6.66666666666667,6.11111111111111,5.4,5,5.5,-2.85231719526637,2.97371299058713,1.86577384883523,1.98956568253457,1.11883018974776,1.45513012213909
"331","Morgan",3.75,6.11111111111111,4.22222222222222,2.6,5.33333333333333,5,-0.525465563162701,2.2864373734197,-0.359209564056119,-1.71387734327494,1.49919985114827,0.959364556997588
"332","Mortimer",6.29166666666667,3.44444444444444,2.44444444444444,1.8,6.66666666666667,3,2.56014203593129,-1.01248558898393,-2.45331159971856,-2.77200392207766,3.02067849675031,-1.02369770356844
"333","Natasha",4,4,6,4,4.33333333333333,2,-0.221963176366571,-0.325209971816506,1.73489247160632,0.137844169629817,0.358090866946745,-2.01522883385145
"334","Ossabaw",4.33333333333333,3.77777777777778,4.27777777777778,3.2,4.66666666666667,3.5,0.182706672694936,-0.600120218683476,-0.293768875441668,-0.920282409172901,0.738460528347255,-0.52793213842693
"335","Panzee",5.375,5.11111111111111,4.38888888888889,4.2,5.66666666666667,7,1.44729995101215,1.04934126251834,-0.162887498212765,0.402375814330497,1.87956951254878,2.94242681756361
"336","Patrick",2.66666666666667,4,3,4.4,6,3.5,-1.8406425726126,-0.325209971816506,-1.79890471357405,0.666907459031177,2.25993917394929,-0.52793213842693
"337","Peony",5.91666666666667,3.77777777777778,6.11111111111111,4.4,2.33333333333333,2,2.1048884557371,-0.600120218683476,1.86577384883523,0.666907459031177,-1.92412710145631,-2.01522883385145
"338","Phillip",5.375,2.66666666666667,3.27777777777778,1.7,4.5,2.25,1.44729995101215,-1.97467145301832,-1.47170127050179,-2.904269744428,0.548275697647,-1.76734605128069
"339","Phineas",5.5,5.22222222222222,5.33333333333333,3.6,5.33333333333333,4.5,1.59905114441021,1.18679638595183,0.949604208232907,-0.391219119771542,1.49919985114827,0.463598991856082
"340","Polyanna",3.75,4,5,4,3.66666666666667,3.5,-0.525465563162701,-0.325209971816506,0.556960076546199,0.137844169629817,-0.402648455854274,-0.52793213842693
"341","Puddin",5.58333333333333,2.83333333333333,3.05555555555556,2.9,4.66666666666667,4,1.70021860667559,-1.7684887678681,-1.7334640249596,-1.31707987622392,0.738460528347255,-0.0321665732854236
"342","Ranette",4.75,4.22222222222222,4.44444444444444,3.8,3.66666666666667,2.5,0.688543984021821,-0.0502997249495366,-0.0974468095983137,-0.126687475070863,-0.402648455854274,-1.51946326870994
"343","Reba",3.04166666666667,3.44444444444444,3.88888888888889,3.5,6,1.75,-1.3853889924184,-1.01248558898393,-0.751853695742827,-0.523484942121882,2.25993917394929,-2.2631116164222
"344","Rebecca",3.04166666666667,3.66666666666667,5.27777777777778,4.2,4.5,3.25,-1.3853889924184,-0.737575342116961,0.884163519618456,0.402375814330497,0.548275697647,-0.775814920997682
"345","Rhett",5.25,4.88888888888889,5,2.8,4.66666666666667,4,1.29554875761408,0.774431015651372,0.556960076546199,-1.44934569857426,0.738460528347255,-0.0321665732854236
"346","Rogger",5.20833333333333,2.94444444444444,4.05555555555556,3.9,4.33333333333333,2.25,1.24496502648139,-1.63103364443461,-0.555531629899473,0.00557834727947718,0.358090866946745,-1.76734605128069
"347","Ronald",2.25,3.77777777777778,5.55555555555556,3.4,3.66666666666667,3,-2.34647988393948,-0.600120218683476,1.21136696269071,-0.655750764472222,-0.402648455854274,-1.02369770356844
"348","Rosemary",3.33333333333333,5,5.88888888888889,5.8,4.33333333333333,5,-1.03130287448959,0.911886139084856,1.60401109437742,2.51862897193593,0.358090866946745,0.959364556997588
