Day,Month,Year,Observer ID,Start Time,Duration ,Aggression,Victim 1,Support,Supporter 1,Supporter 2,Supporter 3,Supporter 4,Supporter 5,Supporter 6,Dyadic +,Context,Aggressor ,Support,Support 1,Support 2,Support 3,Support 4,Support 5,Contact ,Directed non-contact,Display,Decided interaction,Notes,,,,,,,,
Day,Month,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Aug,2013,EW,09:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displayed in tunnel,,,,,,,,
7,Aug,2013,EW,09:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displayed in tunnel,,,,,,,,
7,Aug,2013,EW,09:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,DA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displayed in tunnel,,,,,,,,
7,Aug,2013,EW,10:02,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Charges,,,,,,,,
7,Aug,2013,EW,10:26,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Aug,2013,EW,11:00,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Charges,,,,,,,,
7,Aug,2013,EW,11:12,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Aug,2013,EW,13:32,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Aug,2013,EW,14:06,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Aug,2013,EW,09:18,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displays by banging underneath of tunnel in pod 2,,,,,,,,
8,Aug,2013,EW,09:18,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displays by banging on ground of Pod 2,,,,,,,,
8,Aug,2013,EW,09:18,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displays by banging underneath of tunnel in pod 2,,,,,,,,
8,Aug,2013,EW,09:18,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displays by banging underneath of tunnel in pod 2,,,,,,,,
8,Aug,2013,EW,09:18,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displays by banging on ground of Pod 2,,,,,,,,
8,Aug,2013,EW,09:18,20,Y,RE,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,PA chased RE after RE displayed,,,,,,,,
8,Aug,2013,EW,09:39,25,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LU,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LU vocalises loudly in pod 1,,,,,,,,
8,Aug,2013,EW,10:50,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Aug,2013,EW,15:50,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Aug,2013,EW,09:14,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displays in pod 1 as he enters,,,,,,,,
9,Aug,2013,EW,09:14,30,Y,Q,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,RE charged at Q after he displayed,,,,,,,,
9,Aug,2013,EW,09:14,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displays in pod 1 ,,,,,,,,
9,Aug,2013,EW,09:51,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Aug,2013,EW,10:27,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed and exited pod 1,,,,,,,,
9,Aug,2013,EW,10:27,10,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LB chased FR,,,,,,,,
9,Aug,2013,EW,10:27,10,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LB chased FR,,,,,,,,
9,Aug,2013,EW,13:42,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Aug,2013,EW,09:27,10,Y,LI,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,ED,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,ED chased LI,,,,,,,,
12,Aug,2013,EW,09:41,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Aug,2013,EW,10:18,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Aug,2013,EW,13:02,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Aug,2013,EW,09:29,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,KN displayed,,,,,,,,
13,Aug,2013,EW,09:29,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Immediately after FR hit large window in pod 3,,,,,,,,
13,Aug,2013,EW,09:51,10,Y,?,?,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EV,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,EV chased an unknown individual who was outside from the exit of pod 1,,,,,,,,
13,Aug,2013,EW,10:26,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FR displayed,,,,,,,,
14,Aug,2013,EW,09:18,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed after attempted door shut,,,,,,,,
14,Aug,2013,EW,09:18,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LU,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LU displayed by vocalising and slapping her belly,,,,,,,,
14,Aug,2013,EW,09:18,30,Y,CI,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LU,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,LU hit CI repeatedly,,,,,,,,
14,Aug,2013,EW,09:18,30,Y,LU,Y,DA,LO,,,,,Y,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,"PA chased LU into pod, DA and LO then lunged at him",,,,,,,,
14,Aug,2013,EW,09:18,30,Y,LU,Y,DA,LO,,,,,Y,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,Similar to above,,,,,,,,
14,Aug,2013,EW,09:49,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,PA runs into pod displaying and everyone scatters,,,,,,,,
14,Aug,2013,EW,10:00,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Aug,2013,EW,11:05,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displayed under tunnel,,,,,,,,
14,Aug,2013,EW,11:17,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Aug,2013,EW,12:41,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Aug,2013,EW,13:21,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Aug,2013,EW,13:42,30,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,RE chased FR,,,,,,,,
14,Aug,2013,EW,13:42,30,Y,ED,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,FR swung at ED,,,,,,,,
14,Aug,2013,EW,13:42,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displayed,,,,,,,,
14,Aug,2013,EW,13:42,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displayed,,,,,,,,
14,Aug,2013,EW,13:42,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displayed,,,,,,,,
14,Aug,2013,EW,13:42,30,Y,DA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,PA chased DA,,,,,,,,
14,Aug,2013,EW,14:14,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Aug,2013,EW,10:26,20,Y,PA ED,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LO,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LO vocalised at PA and ED,,,,,,,,
15,Aug,2013,EW,10:26,20,Y,CI,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LO,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LO chased CI,,,,,,,,
15,Aug,2013,EW,10:26,20,Y,ED,Y,DA,EV,,,,,Y,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,"LB slaps ED, DA and EV then chase LB away",,,,,,,,
15,Aug,2013,EW,10:26,20,Y,DA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LB then chases DA in retaliation,,,,,,,,
15,Aug,2013,EW,10:47,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Aug,2013,EW,10:59,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Aug,2013,EW,11:22,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Aug,2013,EW,13:04,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Aug,2013,EW,13:26,10,Y,LB,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,ED,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,ED tried to groom LB but he walked away and she punched him,,,,,,,,
15,Aug,2013,EW,13:26,10,Y,EV,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,ED,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,ED displayed and then charged at EV,,,,,,,,
15,Aug,2013,EW,13:51,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Aug,2013,EW,14:14,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Aug,2013,EW,09:22,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Aug,2013,EW,09:44,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,PA displayed against wall,,,,,,,,
16,Aug,2013,EW,09:44,30,Y,LB,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,PA chased LB outside,,,,,,,,
16,Aug,2013,EW,09:44,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,PA displayed using frame of door to outside,,,,,,,,
16,Aug,2013,EW,10:39,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Aug,2013,EW,10:50,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Aug,2013,EW,13:48,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Aug,2013,EW,14:32,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Aug,2013,EW,15:32,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Aug,2013,EW,09:30,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Aug,2013,EW,10:02,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Aug,2013,EW,10:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed under top tunnel entrance,,,,,,,,
19,Aug,2013,EW,10:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EM,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,EM displayed under top tunnel entrance,,,,,,,,
19,Aug,2013,EW,10:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EM,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,EM displayed by kicking slide to bottom tunnel,,,,,,,,
19,Aug,2013,EW,10:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed under top tunnel entrance,,,,,,,,
19,Aug,2013,EW,10:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed against keeper door,,,,,,,,
19,Aug,2013,EW,10:54,30,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,?,?,,,,,,?,Y?,N,N,FR was chased inside pod 3 from outside by unknown individuals,,,,,,,,
19,Aug,2013,EW,12:35,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Aug,2013,EW,12:46,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Aug,2013,EW,13:00,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displays by hitting underneath public viewing area,,,,,,,,
19,Aug,2013,EW,13:15,30,Y,LO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,ED,Y,EV,,,,,Y,Y,N,Y,ED hit LO and then she and EV chased him,,,,,,,,
19,Aug,2013,EW,13:15,30,Y,LI,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,PA chased LI,,,,,,,,
19,Aug,2013,EW,13:15,30,Y,DA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,PA chased DA,,,,,,,,
19,Aug,2013,EW,13:15,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q ran at large grooming group,,,,,,,,
19,Aug,2013,EW,13:15,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
19,Aug,2013,EW,13:15,30,Y,ED,Y,EV,LI,,,,,Y,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LB swung at ED who was supported by EV and LI,,,,,,,,
19,Aug,2013,EW,13:15,30,Y,EV,Y,DA,,,,,,Y,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LB swung at EV and then she and DA chased him,,,,,,,,
20,Aug,2013,EW,11:07,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,PA displayed,,,,,,,,
20,Aug,2013,EW,11:19,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Aug,2013,EW,11:50,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,KD displays in tunnel then enters pod 3,,,,,,,,
20,Aug,2013,EW,11:50,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displays,,,,,,,,
20,Aug,2013,EW,14:01,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Aug,2013,EW,15:03,30,Y,KL,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LB charged at KL then exited,,,,,,,,
20,Aug,2013,EW,16:06,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Aug,2013,EW,10:03,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Aug,2013,EW,10:40,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Aug,2013,EW,11:13,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Aug,2013,EW,13:49,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Aug,2013,EW,13:54,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Aug,2013,EW,09:13,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Aug,2013,EW,09:50,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Aug,2013,EW,10:24,30,Y,HL,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,PA hit HL,,,,,,,,
22,Aug,2013,EW,12:05,30,Y,LB,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,Y,KD,LO,PA,LI,,N,Y,N,N,"LB approched grooming huddle, FR displayed and KD LO PA LI supported",,,,,,,,
22,Aug,2013,EW,12:38,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Aug,2013,EW,13:06,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Aug,2013,EW,13:32,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Aug,2013,EW,08:50,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FR displayed in doorway of pod 1,,,,,,,,
26,Aug,2013,EW,09:02,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed,,,,,,,,
26,Aug,2013,EW,09:02,20,Y,CI,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,RE chased CI,,,,,,,,
26,Aug,2013,EW,09:02,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed,,,,,,,,
26,Aug,2013,EW,09:45,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Aug,2013,EW,10:00,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Aug,2013,EW,10:13,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Aug,2013,EW,09:06,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LO,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LO DISPLAY AGAINST KEEPER DOOR,,,,,,,,
27,Aug,2013,EW,09:06,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LO,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LO DISPLAY,,,,,,,,
27,Aug,2013,EW,09:06,10,Y,LB,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,Q VOCALISED AT LB,,,,,,,,
27,Aug,2013,EW,09:06,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,THEN LB DISPLAY AGAINST KEEPER DOOR,,,,,,,,
27,Aug,2013,EW,09:06,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q DISPLAYS AGAINST KEEPER DOOR,,,,,,,,
27,Aug,2013,EW,09:18,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Aug,2013,EW,09:50,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Aug,2013,EW,10:23,30,Y,LB,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,PA CHASED LB,,,,,,,,
27,Aug,2013,EW,12:23,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Aug,2013,EW,13:53,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Aug,2013,EW,09:14,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Aug,2013,EW,09:38,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EV,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,EV displayed whilst running from beds to outside through pod 3,,,,,,,,
28,Aug,2013,EW,09:38,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EM,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,EM dislayed by banging top tunnel in pod 3,,,,,,,,
28,Aug,2013,EW,09:38,20,Y,KD,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,Q and KD hit each other repeatedly,,,,,,,,
28,Aug,2013,EW,09:38,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed as leaving,,,,,,,,
28,Aug,2013,EW,09:38,20,Y,LB,Y,FK,,,,,,Y,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,"Q, LB and FR fought ",,,,,,,,
28,Aug,2013,EW,09:38,20,Y,DA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LB chased DA,,,,,,,,
28,Aug,2013,EW,09:38,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed in top tunne;,,,,,,,,
28,Aug,2013,EW,10:00,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Aug,2013,EW,10:14,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
28,Aug,2013,EW,10:36,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q ran in from outside and displayed,,,,,,,,
28,Aug,2013,EW,10:36,30,Y,ED,Y,LI,,,,,,Y,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,PA chased ED and LI out of the basket they were sleeping in,,,,,,,,
28,Aug,2013,EW,10:36,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed again,,,,,,,,
28,Aug,2013,EW,11:09,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Aug,2013,EW,11:58,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Aug,2013,EW,13:56,30,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LI,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,LI slapped FR,,,,,,,,
28,Aug,2013,EW,14:28,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,KD displayed,,,,,,,,
28,Aug,2013,EW,14:28,20,Y,DA,Y,LO,LB,,,,,Y,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,DA LO LB Q fought,,,,,,,,
29,Aug,2013,EW,10:03,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Aug,2013,EW,10:14,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,PA displayed,,,,,,,,
29,Aug,2013,EW,10:33,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Aug,2013,EW,10:53,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Aug,2013,EW,11:24,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FR displayed,,,,,,,,
29,Aug,2013,EW,11:24,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed at entrance to pod 1,,,,,,,,
29,Aug,2013,EW,11:24,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed and threw his carrot into the air!,,,,,,,,
29,Aug,2013,EW,13:42,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Aug,2013,EW,13:53,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Aug,2013,EW,14:06,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Aug,2013,EW,08:51,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed in top tunnel,,,,,,,,
30,Aug,2013,EW,08:51,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
30,Aug,2013,EW,08:51,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EM,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,EM displayed in top tunnel,,,,,,,,
30,Aug,2013,EW,09:02,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed,,,,,,,,
