Day,Month,Year,Observer ID,Start Time,Duration ,Aggression,Victim 1,Support,Supporter 1,Supporter 2,Supporter 3,Supporter 4,Supporter 5,Supporter 6,Dyadic +,Context,Aggressor ,Support,Support 1,Support 2,Support 3,Support 4,Support 5,Contact ,Directed non-contact,Display,Decided interaction,Notes,,,,,,,,
Day,Month,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sep,2012,RB,11:20,33,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LO,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displayed and charged around. Ran & kicked the big gass window,,,,,,,,
25,Sep,2012,RB,11:58,31,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Repeatedly banged on underside of tunnel & hooted. Nother chimp did the same at the other end but this was in another pod so oos.,,,,,,,,
25,Sep,2012,RB,11:58,31,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Charged into and around Pod 2 & slapped the ground. Not directed at anyone particular.,,,,,,,,
25,Sep,2012,RB,13:43,29,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sep,2012,RB,09:48,33,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sep,2012,RB,10:27,33,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,"Q displayed and charged around, not aimed at anyone.",,,,,,,,
26,Sep,2012,RB,10:27,33,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FK displayed and charged around. LU displaced.,,,,,,,,
26,Sep,2012,RB,10:27,33,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,Y,EM,,,,,N,N,Y,N,Q charged around and banged against slide. EM followed and also banged slide.,,,,,,,,
26,Sep,2012,RB,10:27,33,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,DA,Y,LB,,,,,N,N,Y,N,DA walked to slide and banged against it. When this happened LB ran next to him and banged the wall then hugged.,,,,,,,,
26,Sep,2012,RB,10:27,33,Y,LU,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,LB charged around and knocked LU off the log where she was sat.,,,,,,,,
26,Sep,2012,RB,10:27,33,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed and charged out of Pod 3,,,,,,,,
26,Sep,2012,RB,10:27,33,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed and charged then banged on slide. Q displaced.,,,,,,,,
26,Sep,2012,RB,10:27,33,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,PA charged around then chased ED and hit her.,,,,,,,,
26,Sep,2012,RB,10:27,33,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE hooted and banged on slide then charged around and displaced CI + KL.,,,,,,,,
26,Sep,2012,RB,11:07,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sep,2012,RB,11:41,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sep,2012,RB,12:04,32,Y,LI,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,Charged into Pod 3 displaying then hit LI ,,,,,,,,
26,Sep,2012,RB,12:04,32,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,"Charged around displacing ED, LO, HL as well.",,,,,,,,
26,Sep,2012,RB,12:04,32,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displayed and banged in entrance of tunnel to Pod 2 then charged down it.,,,,,,,,
26,Sep,2012,RB,13:47,28,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sep,2012,RB,14:18,30,Y,KL?,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LO,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,KL? Came out screaming and LO chased and hit her at least 3 times.,,,,,,,,
26,Sep,2012,RB,14:18,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LO,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LO charged and hit window. Q responded by hooting.,,,,,,,,
26,Sep,2012,RB,14:52,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sep,2012,RB,10:02,32,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sep,2012,RB,10:46,32,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sep,2012,RB,11:22,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sep,2012,RB,11:59,32,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Nov,2012,RS,10:45,15,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Nov,2012,RS,11:10,35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Dec,2012,RS,10:40,36,Y,LO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,very short chase; but I could hear during my observations that there were aggressions taking place in POD 1,,,,,,,,
10,Dec,2012,RS,10:22,33,Y,LO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,Louis showed interest in Eva - Qafzeh intervened,,,,,,,,
10,Dec,2012,RS,10:22,33,Y,DA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,David was in the way when Q chased Louis,,,,,,,,
10,Dec,2012,RS,11:05,16,Y,PA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,Y,KD,,,,,N,Y,N,N,Paul showed interest in Eva - Kindia made all males alert,,,,,,,,
10,Dec,2012,RS,11:05,16,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,Y,KD,,,,,N,Y,N,N,was in the way of Qafzeh; the aggressive encounter went on - also females got included - was not able to observe this because the majority of events took place in the tunnels between POD 1 and POD 3,,,,,,,,
13,Dec,2012,RS,10:35,34,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Dec,2012,RS,11:10,20,Y,LY,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EM,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
14,Dec,2012,RS,10:50,35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Dec,2012,RS,10:06,32,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Dec,2012,RS,10:41,35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Jan,2013,RS,10:50,32,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,N,,,,,,,,,
21,Jan,2013,RS,11:30,33,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Jan,2013,RS,10:25,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Jan,2013,RS,10:55,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Feb,2013,AVP,13:06,33,N,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
15,Feb,2013,AVP,13:32,37,N,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
21,Feb,2013,AVP,10:30,38,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Feb,2013,AVP,12:47,22,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Feb,2013,AVP,14:54,34,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Feb,2013,AVP,09:10,37,Y,RE,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
25,Feb,2013,AVP,09:10,37,Y,ED,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
25,Feb,2013,AVP,09:10,37,Y,LY,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,ED,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,HITS HARD ON BACK,,,,,,,,
25,Feb,2013,AVP,09:10,37,Y,LY,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,ED,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,VIOLENTLY JUMPS ON/KICKS IN SHOULDERS,,,,,,,,
25,Feb,2013,AVP,09:10,37,Y,LY,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,N,,,,,,,,,
25,Feb,2013,AVP,09:10,37,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
25,Feb,2013,AVP,09:10,37,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LI,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,VOCAL AND DISPLACES,,,,,,,,
25,Feb,2013,AVP,09:10,37,Y,LI,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,SO,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,VOCAL,,,,,,,,
25,Feb,2013,AVP,09:10,37,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,VOCAL,,,,,,,,
25,Feb,2013,AVP,11:21,34,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Feb,2013,AVP,10:01,38,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Feb,2013,AVP,12:07,37,Y,RE,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KL,Y,LB,,,,,N,N,Y,N,RE VOCALISING AND DISPLAYING A LOT TO GENERAL GROUP IN HOUR BEFORE,,,,,,,,
1,Mar,2013,AVP,09:56,23,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mar,2013,AVP,10:36,35,Y,PA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,VOCAL,,,,,,,,
1,Mar,2013,AVP,10:36,35,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,VOCAL AND BANGING TO GROUP ,,,,,,,,
1,Mar,2013,AVP,10:36,35,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,VOCAL AND BANGING ,,,,,,,,
1,Mar,2013,AVP,13:30,33,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mar,2013,AVP,14:45,26,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Mar,2013,ELM,10:43,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Mar,2013,ELM,12:04,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Mar,2013,ELM,10:32,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Mar,2013,ELM,12:01,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,"KD started hooting and jumping up and down and then charged along the branch,other nearby flee out of the way",,,,,,,,
7,Mar,2013,ELM,11:14,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Mar,2013,ELM,12:10,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Mar,2013,ELM,13:25,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Mar,2013,ELM,14:39,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Mar,2013,ELM,14:53,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Mar,2013,ELM,15:43,30,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,Frek and kindia jumped up and down and hooted at each other and then started to hit each other.,,,,,,,,
8,Mar,2013,ELM,15:53,30,Y,KD,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,N,,,,,,,,,
11,Mar,2013,AVP,10:55,35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Mar,2013,AVP,11:32,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Mar,2013,AVP,12:29,22,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Mar,2013,AVP,10:34,37,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Mar,2013,AVP,11:57,35,Y,?,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,CHARGE TO INDIVIDUAL OUTSIDE,,,,,,,,
13,Mar,2013,AVP,11:57,35,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,DOOR BANGING,,,,,,,,
13,Mar,2013,AVP,11:57,35,Y,PE,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,DA,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,N,,,,,,,,,
14,Mar,2013,AVP,09:58,21,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Mar,2013,AVP,12:35,35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Mar,2013,AVP,15:30,24,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
14,Mar,2013,AVP,15:30,24,Y,CI,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KL,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
1,Feb,2013,RS,11:20,33,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Feb,2013,RS,14:15,25,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Feb,2013,RS,14:42,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Feb,2013,RS,14:55,35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Feb,2013,RS,11:00,35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Apr,2013,RS,15:30,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Apr,2013,RS,12:55,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Apr,2013,RS,13:27,33,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Apr,2013,RS,14:05,35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Apr,2013,RS,16:35,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Apr,2013,RS,17:05,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Apr,2013,RS,15:30,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Apr,2013,RS,16:03,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,May,2013,RS,16:55,30,Y,KD,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,the fight started in the bed area; Heleen seemed to be involved somehow; a minute later there was a second fight in the bed area,,,,,,,,
4,May,2013,RS,17:25,28,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,May,2013,RS,15:35,32,Y,KD,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,started before the observation started: many displays took place; the fight between KN and Q continued in the outdoor enclosure ,,,,,,,,
13,May,2013,RS,15:35,32,Y,RE,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,they moved away from the POD and contined screeming,,,,,,,,
13,May,2013,RS,16:10,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Apr,2013,EW,10:21,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Apr,2013,EW,10:54,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Apr,2013,EW,12:51,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Apr,2013,EW,13:09,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Apr,2013,EW,13:47,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Apr,2013,EW,13:03,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Apr,2013,EW,13:41,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Apr,2013,EW,10:00,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Apr,2013,EW,10:15,31,Y,EV,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
18,Apr,2013,EW,10:15,31,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
18,Apr,2013,EW,10:15,31,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
18,Apr,2013,EW,10:15,31,Y,PA,Y,ED,,,,,,Y,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,Y,N,Y,N,,,,,,,,,
18,Apr,2013,EW,10:15,31,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
18,Apr,2013,EW,10:53,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Apr,2013,EW,11:07,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Apr,2013,EW,11:45,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Apr,2013,EW,12:05,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Apr,2013,EW,09:57,31,Y,LO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,DA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
19,Apr,2013,EW,09:57,31,Y,KL,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,N,,,,,,,,,
19,Apr,2013,EW,09:57,31,Y,SO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EV,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,N,,,,,,,,,
19,Apr,2013,EW,09:57,31,Y,EV,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EM,Y,LU,,,,,N,Y,N,N,,,,,,,,,
19,Apr,2013,EW,10:31,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Apr,2013,EW,10:18,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Apr,2013,EW,13:01,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Apr,2013,EW,14:06,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Apr,2013,EW,11:33,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Apr,2013,EW,12:14,31,Y,SO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
24,Apr,2013,EW,12:14,31,Y,SO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
24,Apr,2013,EW,12:14,31,Y,KD,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EV,Y,RE,,,,,N,Y,N,N,,,,,,,,,
24,Apr,2013,EW,12:14,31,Y,KL,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
24,Apr,2013,EW,14:51,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Apr,2013,EW,15:23,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Apr,2013,EW,09:18,31,Y,ED,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
25,Apr,2013,EW,09:53,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Apr,2013,EW,09:47,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Apr,2013,EW,09:42,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Apr,2013,EW,10:24,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Apr,2013,EW,12:52,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Apr,2013,EW,13:50,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,May,2013,EW,09:55,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,May,2013,EW,10:28,31,Y,RE,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
1,May,2013,EW,10:28,31,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
1,May,2013,EW,10:28,31,Y,PA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EV,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
1,May,2013,EW,12:52,11,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,May,2013,EW,13:05,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,May,2013,EW,09:22,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,May,2013,EW,09:13,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,May,2013,EW,09:37,31,Y,ED,Y,LO,,,,,,Y,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
10,May,2013,EW,11:45,10,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
13,May,2013,EW,12:31,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,May,2013,EW,13:09,20,Y,ED,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
13,May,2013,EW,13:09,20,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
13,May,2013,EW,13:09,20,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,ED,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
13,May,2013,EW,14:14,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,May,2013,EW,14:47,31,Y,KL,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,ED,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
13,May,2013,EW,14:47,31,Y,LO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
13,May,2013,EW,14:47,31,Y,KL,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
16,May,2013,EW,09:19,31,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Hit the window in pod 1,,,,,,,,
16,May,2013,EW,11:26,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,May,2013,EW,11:40,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,May,2013,EW,13:07,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,May,2013,EW,13:39,31,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,ED,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
16,May,2013,EW,13:39,31,Y,LO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
17,May,2013,EW,09:34,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,May,2013,EW,14:56,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Aug,2013,EW,09:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displayed in pod 2,,,,,,,,
7,Aug,2013,EW,09:32,20,Y,PA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,RE charged at PA after he displayed in tunnel,,,,,,,,
7,Aug,2013,EW,09:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displayed in tunnel,,,,,,,,
7,Aug,2013,EW,09:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Charges into pod 2 from tunnel,,,,,,,,
7,Aug,2013,EW,09:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displays in tunnel and runs into pod 2,,,,,,,,
7,Aug,2013,EW,09:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Displays in pod 2,,,,,,,,
